.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.WRITER_ID mg

.PEN_DOWN
2731 3408 871275
2731 3420 871289
2731 3424 871303
2731 3428 871317
2727 3432 871331
2723 3436 871345
2719 3436 871359
2711 3432 871373
2703 3428 871387
2695 3420 871401
2691 3408 871415
2683 3392 871429
2676 3377 871443
2668 3357 871457
2660 3333 871471
2656 3313 871485
2648 3289 871499
2644 3265 871513
2640 3246 871527
2632 3226 871541
2628 3206 871555
2620 3190 871569
2612 3178 871583
2604 3170 871597
2596 3162 871611
2584 3158 871625
2577 3158 871639
2565 3158 871653
2553 3162 871667
2545 3166 871681
2537 3174 871695
2529 3182 871709
2525 3190 871723
2521 3198 871737
2521 3206 871751
2525 3214 871765
2529 3222 871779
2533 3230 871793
2541 3234 871807
2553 3238 871821
.PEN_UP
.PEN_DOWN
2755 3250 872045
2755 3250 872059
2755 3250 872073
2747 3246 872087
2743 3242 872101
2731 3234 872115
2723 3226 872129
2715 3214 872143
2711 3202 872157
2707 3190 872171
2707 3182 872185
2707 3174 872199
2715 3170 872213
2723 3170 872227
2735 3174 872241
2751 3182 872255
2775 3198 872269
2794 3218 872283
2818 3238 872297
2838 3261 872311
2858 3285 872325
2877 3309 872339
2889 3329 872353
2897 3349 872367
2901 3365 872381
2905 3373 872395
2901 3381 872409
2897 3377 872423
2889 3369 872437
2850 3317 872451
2838 3301 872465
2834 3285 872479
2834 3273 872493
2838 3261 872507
2846 3254 872521
2854 3246 872535
2858 3238 872549
2862 3234 872563
2866 3226 872577
2873 3218 872591
2877 3214 872605
2881 3206 872619
2885 3202 872633
2889 3194 872647
2897 3186 872661
2897 3178 872675
2901 3174 872689
2909 3170 872703
2917 3166 872717
2929 3170 872731
2949 3174 872745
2965 3182 872759
2980 3190 872773
3000 3198 872787
3016 3210 872801
3032 3222 872815
3044 3230 872829
3052 3242 872843
3056 3254 872857
3052 3258 872871
3052 3265 872885
3044 3269 872899
3036 3269 872913
3028 3269 872927
3016 3265 872941
3008 3261 872955
3000 3258 872969
2996 3254 872983
2992 3246 872997
2992 3242 873011
2996 3238 873025
2996 3230 873039
3000 3226 873053
3004 3222 873067
3004 3214 873081
3008 3210 873095
3008 3202 873109
3012 3198 873123
3012 3190 873137
3016 3186 873151
3020 3186 873165
3028 3186 873179
3036 3186 873193
3048 3198 873207
3063 3206 873221
3083 3222 873235
3103 3242 873249
3123 3261 873263
3143 3281 873277
3159 3305 873291
3174 3325 873305
3186 3345 873319
3198 3361 873333
3202 3373 873347
3198 3385 873361
3198 3389 873375
3190 3389 873389
3178 3381 873403
3166 3369 873417
3155 3353 873431
3143 3337 873445
3131 3317 873459
3119 3297 873473
3111 3277 873487
3103 3258 873501
3103 3242 873515
3103 3230 873529
3111 3218 873543
3119 3214 873557
3135 3214 873571
3155 3222 873585
3170 3234 873599
3190 3250 873613
3214 3265 873627
3234 3285 873641
3254 3305 873655
3269 3321 873669
3285 3341 873683
3293 3353 873697
3297 3365 873711
3297 3369 873725
3289 3369 873739
3281 3365 873753
3273 3353 873767
3261 3341 873781
3246 3325 873795
3234 3309 873809
3218 3289 873823
3206 3273 873837
3202 3254 873851
3194 3238 873865
3194 3222 873879
3194 3214 873893
3198 3206 873907
3206 3202 873921
3218 3202 873935
3230 3206 873949
3242 3210 873963
3257 3214 873977
3273 3218 873991
3285 3222 874005
3293 3226 874019
3305 3226 874033
3309 3226 874047
3313 3218 874061
3313 3210 874075
3309 3202 874089
3301 3186 874103
3293 3166 874117
3281 3150 874131
3273 3134 874145
3261 3119 874159
3250 3103 874173
3242 3091 874187
3234 3079 874201
3226 3075 874215
3222 3071 874229
3222 3075 874243
3226 3075 874257
3230 3087 874271
3242 3099 874285
3254 3115 874299
3265 3134 874313
3281 3150 874327
3297 3170 874341
3313 3186 874355
3329 3198 874369
3337 3206 874383
3345 3214 874397
3349 3214 874411
3349 3218 874425
3349 3214 874439
3341 3210 874453
3337 3206 874467
3329 3198 874481
3317 3194 874495
3313 3186 874509
3309 3182 874523
3313 3182 874537
3317 3186 874551
3325 3190 874565
3337 3198 874579
3356 3206 874593
3376 3218 874607
3400 3234 874621
3424 3250 874635
3447 3265 874649
3475 3285 874663
3499 3305 874677
3523 3321 874691
3539 3337 874705
3554 3349 874719
3566 3361 874733
3574 3373 874747
3574 3381 874761
3574 3385 874775
3570 3385 874789
3562 3381 874803
3550 3373 874817
3539 3365 874831
3527 3349 874845
3511 3333 874859
3499 3317 874873
3487 3301 874887
3475 3285 874901
3467 3265 874915
3463 3250 874929
3463 3234 874943
3467 3218 874957
3471 3206 874971
3479 3198 874985
3491 3194 874999
3503 3190 875013
3519 3194 875027
3535 3198 875041
3550 3206 875055
3566 3214 875069
3582 3226 875083
3594 3238 875097
3606 3246 875111
3610 3254 875125
3610 3261 875139
3610 3265 875153
3606 3269 875167
3598 3269 875181
3590 3269 875195
3582 3265 875209
3574 3261 875223
3566 3254 875237
3562 3250 875251
3558 3246 875265
3558 3238 875279
3558 3234 875293
3558 3230 875307
3558 3226 875321
3558 3222 875335
3562 3214 875349
3562 3210 875363
3566 3202 875377
3570 3198 875391
3578 3198 875405
3582 3194 875419
3594 3198 875433
3606 3206 875447
3622 3214 875461
