.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.WRITER_ID mg

.PEN_DOWN
4204 3337 334328
4200 3321 334342
4192 3301 334356
4184 3281 334370
4176 3261 334384
4164 3242 334398
4156 3226 334412
4144 3210 334426
4136 3194 334440
4128 3186 334454
.PEN_UP
.PEN_DOWN
4081 3373 334790
4085 3381 334804
4089 3389 334818
4093 3389 334832
4105 3389 334846
4116 3392 334860
4132 3392 334874
4148 3392 334888
4168 3392 334902
4184 3392 334916
4204 3392 334930
4219 3392 334944
4231 3392 334958
4243 3389 334972
.PEN_UP
.PEN_DOWN
4247 3254 335252
4243 3242 335266
4243 3230 335280
4239 3218 335294
4235 3206 335308
4231 3198 335322
4231 3186 335336
4227 3178 335350
4227 3174 335364
4227 3170 335378
.PEN_UP
.PEN_DOWN
4295 3206 335518
4299 3198 335532
4299 3194 335546
4299 3182 335560
4291 3170 335574
4287 3154 335588
4279 3142 335602
4267 3127 335616
4259 3111 335630
4251 3099 335644
4247 3087 335658
4239 3075 335672
4235 3071 335686
4235 3067 335700
4235 3067 335714
4239 3071 335728
4243 3079 335742
4251 3091 335756
4259 3107 335770
4271 3123 335784
4279 3138 335798
4291 3154 335812
4303 3170 335826
4314 3182 335840
4322 3194 335854
4330 3202 335868
4342 3206 335882
4342 3210 335896
4342 3210 335910
4346 3202 335924
4342 3198 335938
4334 3194 335952
4326 3186 335966
4318 3182 335980
4307 3182 335994
4295 3182 336008
4283 3186 336022
.PEN_UP
.PEN_DOWN
4275 3297 336134
4279 3309 336148
4287 3325 336162
4295 3333 336176
4303 3341 336190
4310 3345 336204
4314 3353 336218
4322 3353 336232
4330 3353 336246
.PEN_UP
