.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.WRITER_ID mg

.PEN_DOWN
2921 3412 1250148
2921 3404 1250162
2917 3389 1250176
2905 3369 1250190
2897 3349 1250204
2885 3321 1250218
2873 3297 1250232
2862 3269 1250246
2850 3242 1250260
2834 3210 1250274
2826 3182 1250288
2814 3158 1250302
2806 3134 1250316
2798 3119 1250330
2790 3107 1250344
2786 3099 1250358
2782 3095 1250372
2782 3095 1250386
2782 3095 1250400
2786 3099 1250414
2790 3111 1250428
2798 3119 1250442
2806 3134 1250456
2822 3146 1250470
2838 3162 1250484
2858 3182 1250498
2881 3198 1250512
2901 3214 1250526
2925 3234 1250540
2949 3250 1250554
2968 3265 1250568
2988 3277 1250582
3004 3289 1250596
3020 3301 1250610
3024 3305 1250624
3028 3309 1250638
3024 3309 1250652
3016 3305 1250666
3000 3301 1250680
2984 3289 1250694
2968 3277 1250708
2953 3261 1250722
2937 3246 1250736
2925 3230 1250750
2913 3214 1250764
2905 3198 1250778
2901 3182 1250792
2901 3166 1250806
2905 3150 1250820
2913 3142 1250834
2929 3130 1250848
2941 3123 1250862
2953 3123 1250876
2968 3123 1250890
2980 3123 1250904
2992 3127 1250918
.PEN_UP
.PEN_DOWN
3060 3178 1251086
3063 3178 1251100
3067 3178 1251114
3071 3178 1251128
3075 3178 1251142
3083 3182 1251156
3087 3182 1251170
3091 3186 1251184
3095 3194 1251198
3099 3198 1251212
3099 3202 1251226
3095 3202 1251240
3091 3206 1251254
3087 3206 1251268
3083 3202 1251282
3075 3194 1251296
3067 3190 1251310
3060 3182 1251324
3056 3174 1251338
3052 3166 1251352
3052 3158 1251366
3060 3154 1251380
3071 3154 1251394
3087 3158 1251408
3107 3166 1251422
3127 3182 1251436
3151 3198 1251450
3178 3222 1251464
3202 3242 1251478
3226 3265 1251492
3246 3285 1251506
3265 3309 1251520
3281 3329 1251534
3293 3349 1251548
3297 3361 1251562
3301 3373 1251576
3301 3373 1251590
3293 3369 1251604
3281 3361 1251618
3269 3349 1251632
3257 3337 1251646
3242 3317 1251660
3226 3297 1251674
3210 3277 1251688
3198 3254 1251702
3186 3234 1251716
3178 3214 1251730
3170 3194 1251744
3166 3178 1251758
3166 3166 1251772
3170 3158 1251786
3182 3154 1251800
3194 3154 1251814
3210 3162 1251828
3226 3170 1251842
3246 3186 1251856
3269 3202 1251870
3293 3222 1251884
3313 3238 1251898
3329 3261 1251912
3349 3277 1251926
3364 3293 1251940
3376 3309 1251954
3384 3321 1251968
3388 3329 1251982
3388 3329 1251996
3384 3329 1252010
3380 3321 1252024
3368 3313 1252038
3356 3297 1252052
3345 3281 1252066
3329 3261 1252080
3317 3246 1252094
3305 3226 1252108
3293 3206 1252122
3289 3190 1252136
3281 3174 1252150
3281 3166 1252164
3285 3158 1252178
3289 3150 1252192
3297 3150 1252206
3309 3150 1252220
3321 3154 1252234
3337 3158 1252248
3352 3166 1252262
3368 3174 1252276
3384 3182 1252290
3396 3186 1252304
3408 3194 1252318
3416 3198 1252332
3420 3198 1252346
3424 3198 1252360
3424 3198 1252374
3420 3194 1252388
3420 3190 1252402
3412 3186 1252416
3408 3182 1252430
3404 3174 1252444
3400 3170 1252458
3404 3170 1252472
3408 3166 1252486
3416 3166 1252500
3424 3166 1252514
3436 3170 1252528
3447 3170 1252542
3459 3174 1252556
3467 3174 1252570
3479 3174 1252584
3483 3174 1252598
3491 3174 1252612
3495 3174 1252626
3491 3170 1252640
3491 3166 1252654
3487 3162 1252668
3483 3158 1252682
3479 3150 1252696
3479 3146 1252710
3479 3142 1252724
3479 3138 1252738
3483 3134 1252752
3491 3138 1252766
3503 3134 1252780
3519 3138 1252794
3531 3142 1252808
3550 3146 1252822
3566 3154 1252836
3586 3162 1252850
3606 3174 1252864
3622 3186 1252878
3637 3194 1252892
3649 3206 1252906
3661 3210 1252920
3665 3218 1252934
3669 3222 1252948
3665 3222 1252962
3661 3222 1252976
3649 3214 1252990
3641 3206 1253004
3630 3198 1253018
3618 3186 1253032
3606 3178 1253046
3598 3166 1253060
3594 3154 1253074
3590 3142 1253088
3590 3134 1253102
3598 3127 1253116
3606 3123 1253130
3614 3123 1253144
3626 3123 1253158
3634 3127 1253172
3645 3130 1253186
3657 3134 1253200
3661 3138 1253214
3669 3146 1253228
3673 3150 1253242
3681 3158 1253256
3689 3162 1253270
3701 3170 1253284
3713 3170 1253298
3725 3174 1253312
3736 3174 1253326
3752 3174 1253340
3764 3170 1253354
3780 3166 1253368
3800 3162 1253382
3816 3162 1253396
.PEN_UP
