.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.WRITER_ID mg

.PEN_DOWN
1860 3309 1726842
1860 3325 1726856
1860 3337 1726870
1860 3353 1726884
1860 3365 1726898
1860 3377 1726912
1856 3385 1726926
1852 3392 1726940
1848 3392 1726954
1840 3396 1726968
1836 3392 1726982
1832 3385 1726996
1824 3377 1727010
1820 3361 1727024
1817 3345 1727038
1817 3321 1727052
1813 3297 1727066
1809 3273 1727080
1809 3250 1727094
1805 3222 1727108
1801 3198 1727122
1797 3178 1727136
1793 3154 1727150
1785 3134 1727164
1777 3119 1727178
1769 3103 1727192
1757 3095 1727206
1745 3083 1727220
1729 3079 1727234
1718 3079 1727248
1702 3079 1727262
1686 3079 1727276
1674 3079 1727290
1662 3083 1727304
1650 3087 1727318
1646 3095 1727332
1638 3099 1727346
1634 3107 1727360
1634 3111 1727374
1634 3119 1727388
1638 3130 1727402
1646 3134 1727416
1654 3142 1727430
.PEN_UP
.PEN_DOWN
1828 3182 1727640
1828 3178 1727654
1828 3170 1727668
1828 3166 1727682
1824 3158 1727696
1820 3146 1727710
1817 3138 1727724
1817 3130 1727738
1813 3119 1727752
1813 3111 1727766
1813 3107 1727780
1817 3103 1727794
1820 3103 1727808
1828 3103 1727822
1836 3103 1727836
1844 3107 1727850
1852 3111 1727864
1860 3119 1727878
1864 3127 1727892
1868 3130 1727906
1876 3130 1727920
1876 3134 1727934
1880 3130 1727948
1880 3127 1727962
1876 3119 1727976
1876 3111 1727990
1872 3103 1728004
1868 3095 1728018
1868 3087 1728032
1868 3079 1728046
1872 3071 1728060
1876 3071 1728074
1884 3071 1728088
1892 3075 1728102
1904 3079 1728116
1912 3083 1728130
1923 3087 1728144
1935 3087 1728158
1943 3091 1728172
1951 3091 1728186
1959 3091 1728200
1963 3091 1728214
1967 3083 1728228
1963 3075 1728242
1959 3059 1728256
1951 3043 1728270
1943 3027 1728284
1931 3007 1728298
1923 2992 1728312
1912 2976 1728326
1904 2956 1728340
1892 2940 1728354
1884 2928 1728368
1876 2916 1728382
1872 2908 1728396
1864 2904 1728410
1864 2904 1728424
1864 2904 1728438
1864 2908 1728452
1872 2920 1728466
1876 2932 1728480
1884 2948 1728494
1896 2972 1728508
1908 2992 1728522
1919 3011 1728536
1935 3031 1728550
1947 3051 1728564
1963 3071 1728578
1975 3091 1728592
1991 3107 1728606
1999 3119 1728620
2007 3127 1728634
2010 3130 1728648
2014 3130 1728662
2010 3127 1728676
2007 3119 1728690
2003 3111 1728704
1999 3103 1728718
1991 3091 1728732
1983 3083 1728746
1979 3075 1728760
1975 3071 1728774
1975 3067 1728788
1975 3063 1728802
1979 3067 1728816
1987 3071 1728830
1995 3075 1728844
2003 3079 1728858
2014 3087 1728872
2022 3091 1728886
2034 3091 1728900
2042 3091 1728914
2050 3091 1728928
2058 3083 1728942
2058 3075 1728956
2062 3063 1728970
2058 3047 1728984
2054 3031 1728998
2046 3011 1729012
2038 2992 1729026
2026 2968 1729040
2018 2952 1729054
2007 2932 1729068
1999 2916 1729082
1987 2900 1729096
1979 2892 1729110
1979 2888 1729124
1975 2892 1729138
1975 2896 1729152
1979 2904 1729166
1987 2920 1729180
1999 2936 1729194
2014 2956 1729208
2026 2976 1729222
2042 2996 1729236
2058 3019 1729250
2070 3039 1729264
2086 3051 1729278
2098 3063 1729292
2106 3071 1729306
2109 3079 1729320
2113 3079 1729334
2113 3075 1729348
2113 3071 1729362
2106 3063 1729376
2102 3059 1729390
2094 3047 1729404
2086 3043 1729418
2082 3035 1729432
2078 3031 1729446
2078 3027 1729460
2078 3027 1729474
2082 3027 1729488
2090 3031 1729502
2098 3039 1729516
2109 3047 1729530
2121 3051 1729544
2129 3059 1729558
2141 3067 1729572
2153 3071 1729586
2161 3075 1729600
2169 3075 1729614
2177 3071 1729628
2181 3071 1729642
2189 3067 1729656
2189 3059 1729670
2193 3051 1729684
2197 3047 1729698
2201 3043 1729712
2208 3043 1729726
2216 3043 1729740
2228 3043 1729754
2236 3047 1729768
2248 3055 1729782
2256 3063 1729796
2268 3071 1729810
2276 3083 1729824
2284 3091 1729838
2288 3099 1729852
2288 3103 1729866
2288 3107 1729880
2284 3111 1729894
2280 3111 1729908
2272 3107 1729922
2268 3099 1729936
2260 3091 1729950
2256 3083 1729964
2252 3075 1729978
2252 3067 1729992
2256 3055 1730006
2264 3051 1730020
2272 3047 1730034
2284 3043 1730048
2299 3043 1730062
2319 3043 1730076
2339 3047 1730090
2363 3051 1730104
.PEN_UP
