.VERSION 1.0
.INCLUDE kai/word.lex
.INCLUDE kai/kai1.doc
.INCLUDE kai/data/kai1/jhjung4.dat
.SEGMENT CHARACTER 3:0-4:18 OK  "t"
.SEGMENT CHARACTER 4:19-4:75 OK  "h"
.SEGMENT CHARACTER 4:78-4:102 OK  "e"
.SEGMENT CHARACTER 4:107-4:144 OK  "n"
.SEGMENT CHARACTER 13:0-13:23 OK  "c"
.SEGMENT CHARACTER 13:31-13:68 OK  "a"
.SEGMENT CHARACTER 13:69-13:104 OK  "t"
.SEGMENT CHARACTER 13:113-13:133 OK  "c"
.SEGMENT CHARACTER 13:137-13:187 OK  "h"
.SEGMENT CHARACTER 19:0-19:23 OK  "c"
.SEGMENT CHARACTER 19:29-19:66 OK  "o"
.SEGMENT CHARACTER 19:73-19:109 OK  "o"
.SEGMENT CHARACTER 19:110-19:152 OK  "l"
.SEGMENT CHARACTER 21:0-21:35 OK  "t"
.SEGMENT CHARACTER 21:40-21:97 OK  "h"
.SEGMENT CHARACTER 21:101-21:124 OK  "e"
.SEGMENT CHARACTER 21:130-21:188 OK  "m"
.SEGMENT CHARACTER 21:193-21:230 OK  "s"
.SEGMENT CHARACTER 21:231-21:254 OK  "e"
.SEGMENT CHARACTER 21:257-21:302 OK  "l"
.SEGMENT CHARACTER 21:315-21:343 OK  "v"
.SEGMENT CHARACTER 21:344-21:371 OK  "e"
.SEGMENT CHARACTER 21:372-21:403 OK  "s"
.SEGMENT CHARACTER 23:0-23:36 OK  "s"
.SEGMENT CHARACTER 23:37-23:68 OK  "t"
.SEGMENT CHARACTER 23:78-23:112 OK  "a"
.SEGMENT CHARACTER 23:113-23:146 OK  "t"
.SEGMENT CHARACTER 23:147-23:171 OK  "i"
.SEGMENT CHARACTER 23:183-23:216 OK  "o"
.SEGMENT CHARACTER 23:220-23:251 OK  "n"
.SEGMENT CHARACTER 27:0-27:20 OK  "c"
.SEGMENT CHARACTER 27:21-27:48 OK  "e"
.SEGMENT CHARACTER 27:55-27:91 OK  "n"
.SEGMENT CHARACTER 27:92-27:131 OK  "t"
.SEGMENT CHARACTER 27:132-27:153 OK  "i"
.SEGMENT CHARACTER 27:162-27:220 OK  "m"
.SEGMENT CHARACTER 27:223-27:245 OK  "e"
.SEGMENT CHARACTER 27:246-27:280 OK  "t"
.SEGMENT CHARACTER 27:286-27:317 OK  "e"
.SEGMENT CHARACTER 27:318-27:341 OK  "r"
.SEGMENT CHARACTER 31:0-31:37 OK  "t"
.SEGMENT CHARACTER 31:45-31:80 OK  "o"
.SEGMENT CHARACTER 31:81-31:142 OK  "m"
.SEGMENT CHARACTER 31:152-31:187 OK  "o"
.SEGMENT CHARACTER 31:188-31:210 OK  "r"
.SEGMENT CHARACTER 31:211-31:241 OK  "r"
.SEGMENT CHARACTER 31:251-31:286 OK  "o"
.SEGMENT CHARACTER 31:287-31:331 OK  "w"
.SEGMENT CHARACTER 35:0-36:31 OK  "y"
.SEGMENT CHARACTER 36:32-36:58 OK  "e"
.SEGMENT CHARACTER 36:71-36:111 OK  "a"
.SEGMENT CHARACTER 36:112-36:146 OK  "r"
.SEGMENT CHARACTER 42:0-42:28 OK  "e"
.SEGMENT CHARACTER 42:35-42:66 OK  "n"
.SEGMENT CHARACTER 42:74-42:109 OK  "o"
.SEGMENT CHARACTER 42:110-42:147 OK  "u"
.SEGMENT CHARACTER 42:162-42:217 OK  "g"
.SEGMENT CHARACTER 42:218-42:276 OK  "h"
.SEGMENT CHARACTER 55:0-55:39 OK  "s"
.SEGMENT CHARACTER 55:40-56:7 OK  "k"
.SEGMENT CHARACTER 56:8-57:13 OK  "i"
.SEGMENT CHARACTER 57:14-57:37 OK  "r"
.SEGMENT CHARACTER 57:38-57:70 OK  "t"
.SEGMENT CHARACTER 65:0-65:32 OK  "s"
.SEGMENT CHARACTER 65:33-65:63 OK  "t"
.SEGMENT CHARACTER 65:64-65:89 OK  "r"
.SEGMENT CHARACTER 65:90-65:119 OK  "e"
.SEGMENT CHARACTER 65:120-65:147 OK  "e"
.SEGMENT CHARACTER 65:148-65:177 OK  "t"
.SEGMENT CHARACTER 68:0-68:64 OK  "m"
.SEGMENT CHARACTER 68:74-68:117 OK  "u"
.SEGMENT CHARACTER 68:118-68:153 OK  "s"
.SEGMENT CHARACTER 68:154-69:12 OK  "t"
.SEGMENT CHARACTER 70:0-70:59 OK  "p"
.SEGMENT CHARACTER 70:60-70:101 OK  "l"
.SEGMENT CHARACTER 70:113-70:147 OK  "a"
.SEGMENT CHARACTER 70:154-70:182 OK  "n"
.SEGMENT CHARACTER 70:189-71:8 OK  "t"
.SEGMENT CHARACTER 72:0-72:36 OK  "a"
.SEGMENT CHARACTER 72:46-72:89 OK  "w"
.SEGMENT CHARACTER 72:96-72:125 OK  "a"
.SEGMENT CHARACTER 72:134-72:197 OK  "y"
.SEGMENT CHARACTER 77:0-77:36 OK  "s"
.SEGMENT CHARACTER 77:37-77:80 OK  "o"
.SEGMENT CHARACTER 77:81-77:121 OK  "u"
.SEGMENT CHARACTER 77:128-77:163 OK  "n"
.SEGMENT CHARACTER 77:172-77:219 OK  "d"
.SEGMENT CHARACTER 82:0-82:52 OK  "w"
.SEGMENT CHARACTER 82:53-82:100 OK  "h"
.SEGMENT CHARACTER 82:101-82:137 OK  "o"
.SEGMENT CHARACTER 82:138-82:169 OK  "s"
.SEGMENT CHARACTER 82:170-82:196 OK  "e"
.SEGMENT CHARACTER 83:0-83:35 OK  "s"
.SEGMENT CHARACTER 83:36-83:63 OK  "e"
.SEGMENT CHARACTER 83:64-83:102 OK  "l"
.SEGMENT CHARACTER 83:110-83:160 OK  "d"
.SEGMENT CHARACTER 83:169-83:204 OK  "o"
.SEGMENT CHARACTER 83:205-83:251 OK  "m"
.SEGMENT CHARACTER 85:0-85:18 OK  "c"
.SEGMENT CHARACTER 85:19-85:50 OK  "o"
.SEGMENT CHARACTER 85:54-85:84 OK  "o"
.SEGMENT CHARACTER 85:89-86:47 OK  "k"
.SEGMENT CHARACTER 87:0-87:58 OK  "f"
.SEGMENT CHARACTER 87:59-87:82 OK  "i"
.SEGMENT CHARACTER 87:83-87:106 OK  "e"
.SEGMENT CHARACTER 87:107-87:140 OK  "l"
.SEGMENT CHARACTER 87:147-87:192 OK  "d"
.SEGMENT CHARACTER 90:0-90:32 OK  "a"
.SEGMENT CHARACTER 90:33-90:69 OK  "l"
.SEGMENT CHARACTER 90:70-90:99 OK  "s"
.SEGMENT CHARACTER 90:105-90:136 OK  "o"
.SEGMENT CHARACTER 94:0-94:26 OK  "s"
.SEGMENT CHARACTER 94:27-94:56 OK  "t"
.SEGMENT CHARACTER 94:64-94:85 OK  "o"
.SEGMENT CHARACTER 94:86-94:143 OK  "p"
.SEGMENT CHARACTER 106:0-106:49 OK  "m"
.SEGMENT CHARACTER 106:50-106:105 OK  "y"
.SEGMENT CHARACTER 107:0-107:17 OK  "c"
.SEGMENT CHARACTER 107:26-107:60 OK  "o"
.SEGMENT CHARACTER 107:61-107:81 OK  "r"
.SEGMENT CHARACTER 107:88-107:121 OK  "n"
.SEGMENT CHARACTER 107:122-107:146 OK  "e"
.SEGMENT CHARACTER 107:147-108:16 OK  "r"
.SEGMENT CHARACTER 109:0-109:51 OK  "p"
.SEGMENT CHARACTER 109:54-109:76 OK  "e"
.SEGMENT CHARACTER 109:80-109:110 OK  "n"
.SEGMENT CHARACTER 109:124-109:142 OK  "c"
.SEGMENT CHARACTER 109:143-109:159 OK  "i"
.SEGMENT CHARACTER 109:160-109:200 OK  "l"
.SEGMENT CHARACTER 111:0-111:62 OK  "p"
.SEGMENT CHARACTER 111:63-111:87 OK  "r"
.SEGMENT CHARACTER 111:91-111:115 OK  "e"
.SEGMENT CHARACTER 111:116-111:144 OK  "s"
.SEGMENT CHARACTER 111:145-111:177 OK  "s"
.SEGMENT CHARACTER 117:0-117:34 OK  "s"
.SEGMENT CHARACTER 117:35-117:63 OK  "t"
.SEGMENT CHARACTER 117:64-117:100 OK  "u"
.SEGMENT CHARACTER 118:6-118:50 OK  "d"
.SEGMENT CHARACTER 118:51-118:72 OK  "e"
.SEGMENT CHARACTER 118:78-118:104 OK  "n"
.SEGMENT CHARACTER 118:105-118:141 OK  "t"
.SEGMENT CHARACTER 121:0-121:35 OK  "t"
.SEGMENT CHARACTER 121:36-121:90 OK  "h"
.SEGMENT CHARACTER 121:101-121:134 OK  "a"
.SEGMENT CHARACTER 121:138-121:168 OK  "n"
.SEGMENT CHARACTER 121:174-121:239 OK  "k"
.SEGMENT CHARACTER 123:0-123:35 OK  "o"
.SEGMENT CHARACTER 123:36-123:95 OK  "f"
.SEGMENT CHARACTER 126:0-126:43 OK  "j"
.SEGMENT CHARACTER 126:49-126:79 OK  "o"
.SEGMENT CHARACTER 126:80-126:143 OK  "k"
.SEGMENT CHARACTER 126:144-126:172 OK  "e"
.SEGMENT CHARACTER 128:0-128:64 OK  "h"
.SEGMENT CHARACTER 128:65-128:84 OK  "i"
.SEGMENT CHARACTER 128:85-128:118 OK  "s"
.SEGMENT CHARACTER 134:0-134:30 OK  "s"
.SEGMENT CHARACTER 134:43-134:83 OK  "o"
.SEGMENT CHARACTER 134:88-134:122 OK  "n"
.SEGMENT CHARACTER 135:0-135:51 OK  "g"
.SEGMENT CHARACTER 135:52-135:75 OK  "r"
.SEGMENT CHARACTER 135:89-135:117 OK  "o"
.SEGMENT CHARACTER 135:118-135:164 OK  "w"
.SEGMENT CHARACTER 136:0-136:49 OK  "w"
.SEGMENT CHARACTER 136:50-136:101 OK  "h"
.SEGMENT CHARACTER 136:102-136:124 OK  "e"
.SEGMENT CHARACTER 136:125-136:149 OK  "r"
.SEGMENT CHARACTER 136:150-136:175 OK  "e"
.SEGMENT CHARACTER 139:0-139:57 OK  "m"
.SEGMENT CHARACTER 139:58-139:79 OK  "i"
.SEGMENT CHARACTER 139:80-139:119 OK  "n"
.SEGMENT CHARACTER 139:120-139:145 OK  "e"
.SEGMENT CHARACTER 141:0-141:54 OK  "h"
.SEGMENT CHARACTER 141:64-141:88 OK  "o"
.SEGMENT CHARACTER 141:92-141:121 OK  "u"
.SEGMENT CHARACTER 141:122-141:148 OK  "s"
.SEGMENT CHARACTER 141:149-141:171 OK  "e"
.SEGMENT CHARACTER 144:0-144:21 OK  "e"
.SEGMENT CHARACTER 144:22-144:56 OK  "l"
.SEGMENT CHARACTER 144:57-144:78 OK  "e"
.SEGMENT CHARACTER 144:84-144:109 OK  "v"
.SEGMENT CHARACTER 144:110-144:134 OK  "e"
.SEGMENT CHARACTER 144:140-144:169 OK  "n"
.SEGMENT CHARACTER 146:0-146:34 OK  "s"
.SEGMENT CHARACTER 146:35-146:88 OK  "h"
.SEGMENT CHARACTER 146:98-146:127 OK  "o"
.SEGMENT CHARACTER 146:128-146:160 OK  "u"
.SEGMENT CHARACTER 146:161-147:8 OK  "t"
.SEGMENT CHARACTER 148:0-148:33 OK  "t"
.SEGMENT CHARACTER 148:44-148:75 OK  "a"
.SEGMENT CHARACTER 148:76-148:123 OK  "b"
.SEGMENT CHARACTER 148:124-148:162 OK  "l"
.SEGMENT CHARACTER 148:163-148:195 OK  "e"
.SEGMENT CHARACTER 154:0-154:28 OK  "s"
.SEGMENT CHARACTER 154:38-154:83 OK  "w"
.SEGMENT CHARACTER 154:91-154:125 OK  "o"
.SEGMENT CHARACTER 154:126-154:147 OK  "r"
.SEGMENT CHARACTER 154:158-154:213 OK  "d"
.SEGMENT CHARACTER 155:0-155:61 OK  "p"
.SEGMENT CHARACTER 155:62-155:86 OK  "e"
