.VERSION 1.0
.INCLUDE hpp/hpb3.doc
.INCLUDE hpp/hpb3lex.lex
.INCLUDE hpp/data/hpp3/hpb3-vh0.dat
.SEGMENT WORD 6-7 ? "c"
.SEGMENT WORD 10-11 ? "e"
.SEGMENT WORD 32-33 ? "l"
.SEGMENT WORD 36-37 ? "n"
.SEGMENT WORD 38-39 ? "o"
.SEGMENT WORD 40-41 ? "p"
.SEGMENT WORD 42-43 ? "q"
.SEGMENT WORD 48-49 ? "s"
.SEGMENT WORD 54-55 ? "u"
.SEGMENT WORD 56-57 ? "v"
.SEGMENT WORD 64-65 ? "y"
.SEGMENT WORD 66-67 ? "z"
.SEGMENT WORD 68-71 ? "A"
.SEGMENT WORD 72-75 ? "B"
.SEGMENT WORD 76-77 ? "C"
.SEGMENT WORD 88-93 ? "F"
.SEGMENT WORD 96-101 ? "H"
.SEGMENT WORD 128-129 ? "O"
.SEGMENT WORD 130-133 ? "P"
.SEGMENT WORD 138-143 ? "R"
.SEGMENT WORD 146-149 ? "T"
.SEGMENT WORD 152-153 ? "V"
.SEGMENT WORD 160-163 ? "Y"
.SEGMENT WORD 164-169 ? "Z"
.SEGMENT WORD 170-171 ? "0"
.SEGMENT WORD 172-173 ? "1"
.SEGMENT WORD 174-175 ? "2"
.SEGMENT WORD 176-177 ? "3"
.SEGMENT WORD 178-183 ? "4"
.SEGMENT WORD 184-187 ? "5"
.SEGMENT WORD 192-193 ? "8"
.SEGMENT WORD 194-195 ? "9"
.SEGMENT WORD 362-389 ? "212-753-8675"
.SEGMENT WORD 390-419 ? "510-874-3861"
.SEGMENT WORD 420-459 ? "9-011-61-2-878-9164"
.SEGMENT WORD 508-523 ? "4:45"
.SEGMENT WORD 524-537 ? "12:05"
.SEGMENT WORD 538-551 ? "15:30"
.SEGMENT WORD 684-697 ? "17/7/77"
.SEGMENT WORD 698-721 ? "05/03/94"
.SEGMENT WORD 804-815 ? "86247"
.SEGMENT WORD 816-827 ? "93652"
.SEGMENT WORD 854-877 ? "60481-7753"
.SEGMENT WORD 878-905 ? "26257-4441"
.SEGMENT WORD 956-965 ? "equal"
.SEGMENT WORD 966-981 ? "example"
.SEGMENT WORD 982-999 ? "exchange"
.SEGMENT WORD 1046-1069 ? "experience"
.SEGMENT WORD 1070-1085 ? "expert"
.SEGMENT WORD 1086-1101 ? "fixed"
.SEGMENT WORD 1102-1121 ? "frequent"
.SEGMENT WORD 1162-1177 ? "fruit"
.SEGMENT WORD 1188-1203 ? "future"
.SEGMENT WORD 1204-1217 ? "garden"
.SEGMENT WORD 1240-1249 ? "girl"
.SEGMENT WORD 1260-1269 ? "glass"
.SEGMENT WORD 1280-1283 ? "go"
.SEGMENT WORD 1296-1307 ? "jewel"
.SEGMENT WORD 1308-1319 ? "join"
.SEGMENT WORD 1336-1347 ? "judge"
.SEGMENT WORD 1394-1409 ? "kick"
.SEGMENT WORD 1410-1425 ? "liquid"
.SEGMENT WORD 1426-1439 ? "mixed"
.SEGMENT WORD 1508-1521 ? "quick"
.SEGMENT WORD 1538-1551 ? "quite"
.SEGMENT WORD 1552-1567 ? "request"
.SEGMENT WORD 1568-1575 ? "sex"
.SEGMENT WORD 1586-1605 ? "sixteen"
.SEGMENT WORD 1622-1631 ? "size"
.SEGMENT WORD 1632-1643 ? "sneeze"
.SEGMENT WORD 1644-1655 ? "square"
.SEGMENT WORD 1656-1665 ? "tax"
.SEGMENT WORD 1686-1693 ? "very"
.SEGMENT WORD 1694-1705 ? "vessel"
.SEGMENT WORD 1716-1733 ? "violent"
.SEGMENT WORD 1734-1745 ? "voice"
.SEGMENT WORD 1754-1761 ? "zero"
.SEGMENT WORD 1806-1829 ? "equestrian"
.SEGMENT WORD 1872-1883 ? "jam"
.SEGMENT WORD 1902-1911 ? "jury"
.SEGMENT WORD 1924-1933 ? "queue"
.SEGMENT WORD 1946-1975 ? "relinquish"
.SEGMENT WORD 1976-1989 ? "report"
.SEGMENT WORD 1990-2009 ? "vanquish"
.SEGMENT WORD 2010-2017 ? "zany"
.SEGMENT WORD 2022-2035 ? "zealot"
.SEGMENT WORD 2036-2051 ? "zipper"
.SEGMENT WORD 2098-2111 ? "August"
.SEGMENT WORD 2164-2173 ? "July"
.SEGMENT WORD 2196-2201 ? "May"
.SEGMENT WORD 2202-2217 ? "November"
.SEGMENT WORD 2272-2283 ? "Monday"
.SEGMENT WORD 2302-2313 ? "Sunday"
.SEGMENT WORD 2332-2347 ? "Tuesday"
.SEGMENT WORD 2348-2365 ? "Wednesday"
.SEGMENT WORD 2378-2391 ? "Ankara"
.SEGMENT WORD 2392-2411 ? "Bangkok"
.SEGMENT WORD 2464-2483 ? "Davenport"
.SEGMENT WORD 2484-2497 ? "Dayton"
.SEGMENT WORD 2510-2529 ? "Exeter"
