

.DATE 8 26 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID wccl.104
.WRITER_ID wcc
.HAND L
.AGE 22
.SEX M
.WRITER_INFO
	First name: William
	Last name: Chavez
	Where learned to write in cursive: Las Vegas, New Mexico, USA
	When learned to write in cursive: 9 years old, 3rd grade
	Usually writes in print or in cursive: print

.PEN_DOWN
130 581
130 571
130 561
135 551
142 542
190 525
214 522
240 522
269 526
298 534
325 549
350 568
370 590
378 613
373 625
360 623
339 612
311 593
275 565
241 533
207 498
174 466
141 436
104 408
70 383
41 365
16 355
1 358
0 363
10 371
27 380
48 389
74 396
101 397
121 392
140 382
158 367
177 353
196 341
222 339
252 343
285 348
318 357
346 365
371 374
393 383
415 394
438 408
455 416
457 421
446 419
431 415
412 407
387 396
368 380
371 364
386 360
401 362
421 367
439 377
449 380
448 375
448 366
452 353
462 341
476 338
496 345
523 358
552 374
583 395
610 417
622 421
624 415
621 405
617 391
612 373
606 351
593 331
581 321
579 320
585 321
597 321
615 323
635 327
663 331
697 341
733 355
772 378
811 409
844 439
874 471
898 499
903 518
895 525
878 520
861 506
842 484
818 455
802 418
791 380
796 348
807 325
830 310
857 307
891 312
924 323
951 338
.PEN_UP
.PEN_DOWN
730 500
762 500
796 500
830 498
864 493
950 485
.PEN_UP
.PEN_DOWN
1188 332
1206 347
1215 351
1225 356
1249 371
1311 396
1331 399
1348 396
1353 385
1343 366
1326 342
1306 314
1287 293
1276 287
1282 294
1296 302
1318 316
1346 337
1384 361
1422 388
1455 405
1479 404
1486 393
1478 379
1462 359
1442 334
1424 314
1421 310
1432 319
1449 332
1472 347
1500 368
1532 390
1561 409
1586 424
1604 423
1610 416
1605 402
1595 385
1583 361
1583 335
1588 315
1601 304
1620 308
1645 315
1675 327
1704 341
1732 356
1760 372
1785 385
1810 392
1817 387
1809 376
1797 361
1778 343
1758 322
1735 312
1719 316
1715 324
1721 339
1731 358
1744 378
1766 393
1795 398
1827 397
1863 396
1896 396
1922 397
1925 396
1914 389
1898 376
1880 357
1872 341
1879 340
1889 346
1905 354
1923 366
1943 380
1965 394
1987 404
2009 412
2019 408
2010 402
1999 387
1985 366
1977 341
1984 318
1993 304
2011 298
2034 301
2061 314
2092 333
2121 359
2152 395
2187 435
2223 477
2256 517
2265 539
2255 530
2238 514
2223 491
2204 468
2187 443
2181 417
2189 395
2200 378
2220 370
2251 374
2288 382
2335 398
2385 422
2434 456
2479 496
2516 536
2544 575
2559 608
2559 631
2552 638
2538 633
2515 623
2488 607
2456 578
2421 534
2385 481
2349 427
2313 377
2280 332
2253 296
2228 267
2217 259
2223 271
2235 288
2257 308
2287 333
2318 356
2346 362
2360 353
2367 335
2370 313
2380 287
2405 268
2441 274
2480 287
2515 306
2534 326
2531 348
.PEN_UP
.PEN_DOWN
2195 476
2230 471
2266 471
2291 471
2300 471
.PEN_UP
.PEN_DOWN
2681 334
2651 303
2620 283
2593 256
2569 230
.PEN_UP
.PEN_DOWN
3171 556
3159 564
3149 564
3124 559
3095 549
3010 470
2982 441
2953 407
2928 372
2906 332
2903 303
2912 287
2931 288
2959 297
2994 310
3034 328
3067 352
3097 382
3124 413
3147 448
3168 481
3185 505
3197 513
3195 507
3188 493
3178 473
3163 448
3149 416
3136 388
3130 363
3133 343
3142 327
3155 317
3172 313
3194 315
3217 322
3242 331
3268 344
3287 354
3298 357
3307 361
3316 367
3328 374
3341 386
3345 395
3339 397
3329 391
3317 382
3297 371
3273 355
3249 335
3224 312
3199 287
3174 262
3146 242
3119 225
3094 207
3074 188
3055 170
3038 156
3030 157
3036 165
3049 177
3070 195
3100 220
3141 252
3186 286
3235 320
3288 353
3339 382
3386 406
3424 420
3449 414
3455 406
3439 389
3415 366
3385 340
3350 313
3322 296
3307 295
3312 303
3321 313
3334 321
3349 327
3368 328
3389 325
3410 323
3432 321
3457 325
3484 332
3517 347
3552 367
3586 389
3615 410
3618 415
3609 409
3597 399
3583 384
3563 362
3541 331
3517 298
3488 265
3457 232
3419 200
3379 170
3343 145
3314 135
3306 141
3314 153
3330 173
3351 198
3382 233
3420 269
3463 305
3509 341
3556 373
3602 399
3642 419
3673 426
3685 419
3673 405
3656 384
3633 359
3608 331
3586 317
3584 310
3592 309
3601 311
3617 314
3642 321
3675 332
3715 348
3761 371
3804 398
3849 427
3893 461
3936 496
3975 535
4008 575
4034 610
4049 639
4048 657
4035 657
4013 644
3982 628
3945 601
3906 564
3874 527
3845 488
3825 456
3815 428
3819 403
3828 383
3843 366
3863 356
3890 358
3922 365
3955 374
3985 388
4005 406
4006 423
3994 435
3974 434
3951 426
3926 411
3912 392
3918 368
3935 344
3966 332
4003 329
4050 336
4094 347
.PEN_UP
.PEN_DOWN
4524 556
4534 551
4541 542
4548 527
4565 517
4603 524
4618 532
4633 546
4638 564
4631 582
4619 596
4601 600
4579 595
4549 580
4519 560
4490 529
4463 491
4439 452
4419 411
4405 373
4395 336
4389 304
4394 279
4403 269
4422 274
4445 280
4478 290
4516 302
4555 318
4597 336
4635 353
4663 363
4672 358
4665 349
4652 338
4636 321
4618 303
4594 286
4572 282
4560 287
4564 299
4575 314
4595 331
4622 349
4654 363
4688 374
4718 384
4745 388
4762 382
4763 372
4755 357
4743 337
4736 323
4739 325
4746 332
4756 340
4773 350
4794 358
4818 366
4833 363
4830 355
4819 338
4813 326
4819 325
4831 334
4850 347
4870 362
4893 370
4906 363
4908 354
4903 341
4906 328
4916 316
4933 307
4954 308
4982 315
5009 328
5034 345
5058 365
5078 385
5083 391
5078 384
5066 369
5049 348
5023 317
4988 278
4950 237
4912 198
4878 165
4845 136
4819 121
4811 123
4816 131
4828 143
4845 162
4868 188
4897 222
4927 258
4961 295
4997 331
5037 360
5081 385
5122 402
5159 410
5189 406
5198 399
5186 385
5163 364
5136 335
5106 309
5074 287
5056 284
5056 289
5063 295
5074 299
5089 303
5109 308
5132 311
5158 317
5187 322
5217 330
5249 343
5276 359
5297 376
5302 384
5295 376
5289 366
5292 351
5301 343
5313 344
5329 352
5351 360
5368 371
5378 372
5378 368
5378 356
5383 345
5392 336
5405 328
5423 329
5445 334
5473 343
5506 360
5547 384
5588 412
5628 445
5663 479
5690 510
5704 541
5697 564
5687 577
5673 575
5656 568
5637 551
5617 527
5598 499
5582 466
5567 435
5557 406
5552 378
5557 352
5567 334
5582 326
5602 329
5628 334
5656 341
5686 349
5714 358
5729 371
5726 381
5715 389
5699 392
5679 388
5665 377
5667 364
5677 347
5690 332
5711 331
5733 338
5757 347
5779 357
5799 369
5819 385
5837 403
5849 424
5857 443
5862 448
5869 443
5882 439
5897 437
5904 434
5899 426
5888 412
5875 391
5867 369
5868 346
5877 328
5890 317
5912 313
5940 316
5968 318
5983 320
.PEN_UP
.PEN_DOWN
5541 473
5587 471
5638 468
