

.DATE 8 26 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID wccl.107
.WRITER_ID wcc
.HAND L
.AGE 22
.SEX M
.WRITER_INFO
	First name: William
	Last name: Chavez
	Where learned to write in cursive: Las Vegas, New Mexico, USA
	When learned to write in cursive: 9 years old, 3rd grade
	Usually writes in print or in cursive: print

.PEN_DOWN
72 605
58 588
45 578
33 571
23 566
10 588
17 599
28 608
45 613
65 616
84 620
104 621
124 616
143 607
163 595
183 582
208 573
236 577
269 588
306 606
339 626
365 648
.PEN_UP
.PEN_DOWN
211 520
211 510
209 500
204 490
194 481
149 418
130 399
106 377
83 355
58 337
33 332
13 338
0 350
.PEN_UP
.PEN_DOWN
401 405
421 408
448 415
470 425
499 434
617 497
660 523
707 556
758 597
806 639
840 675
859 707
859 734
850 752
832 749
807 736
775 717
736 689
699 653
658 608
616 561
575 518
536 478
503 445
476 418
460 399
465 398
478 407
499 420
528 440
562 463
597 487
628 505
653 507
661 499
656 487
650 469
647 448
652 429
664 415
685 413
717 417
756 424
792 436
824 452
850 469
872 481
887 478
897 470
893 460
886 447
872 436
855 428
834 428
820 436
819 448
825 463
835 475
849 485
868 492
889 495
910 498
931 497
951 496
971 495
996 495
1021 499
1047 508
1074 522
1090 536
1094 536
1093 528
1090 516
1084 498
1073 473
1058 446
1040 421
1020 405
1007 407
1011 413
1020 419
1030 424
1046 426
1070 427
1098 427
1130 429
1163 433
1194 441
1222 454
1247 472
1264 492
1265 511
1257 525
1246 529
1231 525
1212 515
1192 502
1184 483
1191 460
1209 440
1237 427
1270 426
1311 431
1343 440
.PEN_UP
.PEN_DOWN
1562 415
1572 415
1586 415
1596 415
1606 415
1641 429
1660 440
1683 452
1712 468
1741 482
1751 488
1745 484
1735 477
1722 466
1718 452
1724 434
1736 417
1755 407
1780 407
1815 413
1848 426
1887 448
1930 480
1977 524
2022 570
2061 622
2095 671
2120 712
2130 746
2125 757
2113 749
2096 735
2073 711
2043 680
2011 638
1980 596
1951 555
1924 514
1901 478
1878 443
1860 416
1860 408
1866 411
1877 418
1892 427
1914 439
1941 452
1970 468
1994 474
2011 469
2021 461
2023 449
2026 437
2035 425
2049 419
2073 422
2100 429
2127 439
2148 451
2156 452
2157 446
2160 439
2168 438
2187 444
2213 452
2244 466
2275 485
2301 505
2323 520
2336 520
2332 507
2322 485
2305 455
2283 418
2255 377
2223 337
2187 297
2145 254
2106 220
2071 193
2041 181
2030 187
2036 200
2054 221
2080 250
2116 287
2160 323
2204 359
2247 390
2286 419
2322 447
2353 471
2383 494
2410 511
2433 512
2447 504
2442 490
2428 470
2406 446
2377 419
2346 398
2322 391
2319 392
2331 396
2351 401
2377 408
2412 417
2451 428
2488 441
2526 459
2561 481
2589 504
2603 527
2597 537
2588 530
2579 519
2572 504
2568 484
2565 456
2563 428
2558 399
2545 374
2527 357
2505 357
2497 364
2508 369
2528 373
2556 375
.PEN_UP
.PEN_DOWN
2259 625
2259 615
.PEN_UP
.PEN_DOWN
2844 420
2854 420
2864 420
2881 420
2891 420
2959 438
2982 451
3010 469
3039 492
3067 516
3084 535
3082 539
3075 527
3065 510
3054 490
3045 464
3040 439
3046 424
3057 425
3075 432
3098 441
3125 455
3151 471
3176 490
3190 497
3193 492
3188 482
3183 465
3183 446
3191 429
3204 422
3221 427
3246 436
3273 451
3302 472
3333 500
3360 528
3380 549
3381 556
3374 551
3367 539
3362 524
3364 507
3370 487
3382 474
3400 467
3422 464
3447 466
3473 474
3496 487
3518 504
3532 526
3527 542
3518 546
3502 537
3483 526
3462 513
3448 496
3451 476
3459 459
3471 447
3488 441
3511 443
3536 447
3562 453
3588 459
3612 469
3635 479
3658 491
3676 509
3690 531
3700 558
3710 587
3718 611
3723 616
3724 610
3726 600
3732 588
3740 576
3743 558
3743 540
3740 521
3735 499
3738 479
3747 462
3760 451
3777 446
3804 451
3832 461
3863 473
3893 488
3914 504
3917 517
3907 527
3892 531
3873 529
3852 522
3842 509
3847 492
3860 471
3884 452
3917 440
3958 434
3997 438
4030 446
.PEN_UP
.PEN_DOWN
4290 447
4305 447
4315 447
4324 447
4339 447
4402 474
4422 485
4442 498
4460 512
4466 517
4460 510
4448 498
4432 481
4417 462
4408 439
4414 423
4429 415
4450 418
4476 425
4511 439
4543 457
4573 477
4596 485
4605 480
4599 466
4587 448
4580 430
4584 422
4595 429
4608 441
4624 453
4647 469
4668 485
4690 487
4704 480
4705 470
4701 456
4699 437
4703 415
4715 398
4739 388
4770 390
4803 395
.PEN_UP
.PEN_DOWN
4527 676
4539 676
4554 673
4563 666
.PEN_UP
.PEN_DOWN
5041 417
5051 415
5071 417
5090 422
5100 425
5157 457
5176 472
5195 491
5216 513
5239 531
5252 537
5252 532
5245 527
5235 522
5221 517
5203 508
5182 496
5165 479
5155 458
5160 441
5172 430
5189 429
5213 438
5244 456
5280 485
5316 517
5349 558
5380 602
5407 646
5429 694
5437 730
5430 745
5419 736
5404 721
5386 697
5363 665
5341 624
5324 580
5313 540
5307 506
5306 477
5310 454
5319 440
5335 440
5358 446
5386 455
5413 468
5438 482
5454 491
5454 486
5447 479
5444 467
5448 451
5459 437
5473 428
5491 430
5514 437
5538 449
5562 469
5586 496
5610 527
5631 557
5644 582
5643 598
5643 599
5644 589
5644 575
5648 559
5659 545
5673 531
5678 518
5677 503
5675 482
5679 458
5689 438
5703 424
5723 421
5749 426
5775 435
5803 451
5828 473
5839 497
5833 518
5822 526
5806 522
5788 513
5770 498
5761 480
5765 458
5780 436
5803 421
5836 411
5882 406
5927 409
5969 417
5987 431
.PEN_UP
.PEN_DOWN
5470 664
5461 666
5451 666
.PEN_UP
.PEN_DOWN
6344 408
6344 398
6356 398
6366 398
6376 398
6424 409
6443 422
6463 442
6483 465
6498 489
6506 499
6509 494
6508 486
6506 472
6503 453
6499 431
6493 406
6483 383
6468 366
6448 358
6434 363
6436 369
6446 374
6460 377
6479 379
6503 381
6529 384
6558 391
6590 402
6624 418
6662 444
6703 478
6744 519
6786 566
6821 607
6849 643
6868 671
6871 689
6863 692
6846 683
6820 664
6788 639
6754 602
6721 558
6693 515
6667 475
6643 439
6625 410
6612 388
6607 380
6613 385
6623 392
6637 398
6654 404
6674 412
6695 410
6712 405
6726 395
6740 387
6753 380
6771 378
6792 381
6814 388
6836 396
6857 406
6876 422
6895 432
6909 427
6916 418
6911 408
6903 394
6889 385
6874 386
6865 395
6871 407
6880 422
6894 431
6912 431
6934 428
6958 430
6981 439
7003 453
7025 474
7041 502
7053 519
7058 520
7065 514
7074 508
7072 499
7066 485
7060 467
7057 446
7060 425
7068 410
7079 404
7097 408
7122 417
7151 428
7183 444
7216 469
7248 499
7278 537
7305 578
7324 616
7330 647
7324 653
7314 641
7299 616
7280 586
7257 544
7235 500
7219 464
7209 433
7212 409
7220 392
7233 385
7253 389
7281 397
7311 411
7342 428
7370 449
7395 468
7409 477
7404 475
7393 471
7378 464
7361 453
7345 440
7334 422
7339 408
7347 398
7358 396
7373 399
7391 407
7407 420
7411 421
7406 413
7403 403
7408 391
7418 384
7435 382
7458 386
7481 393
7506 406
7529 423
7553 443
7576 458
7586 462
7580 461
7572 459
7559 456
7548 446
7548 431
7558 416
7570 411
7584 418
7600 426
7610 424
7611 414
7606 393
7598 362
7586 319
7570 273
7545 228
7515 186
7482 151
7448 125
7420 121
7406 132
7412 149
7427 168
7450 195
7481 221
7522 243
7568 269
7618 293
7665 320
7706 347
7740 375
7764 402
7767 422
7756 430
7738 424
7721 414
7701 401
7687 383
7691 364
7707 348
7732 338
7771 341
7818 347
7865 356
7908 367
.PEN_UP
.PEN_DOWN
7185 566
7212 564
7239 559
7273 559
7305 557
7409 560
.PEN_UP
.PEN_DOWN
8097 364
8112 369
8124 374
8139 379
8156 388
8229 427
8266 452
8308 484
8355 524
8404 568
8441 609
8472 648
8484 679
8477 694
8460 691
8436 680
8406 658
8366 625
8332 583
8301 541
8276 499
8259 463
8251 432
8254 401
8261 380
8274 366
8291 363
8313 365
8338 371
8365 380
8392 390
8418 404
8442 419
8465 434
8487 447
8508 459
8530 467
8546 471
8551 475
8540 474
8527 472
8512 466
8497 454
8484 438
8483 418
8490 405
8501 406
8516 413
8534 423
8552 436
8558 439
8555 432
8554 422
8561 413
8575 410
8593 412
8615 419
8637 432
8659 450
8680 471
8699 493
8714 499
8721 491
8718 473
8710 447
8694 413
8674 377
8651 344
8626 326
8610 328
8603 336
8608 348
8618 364
8635 379
8656 391
8685 392
8717 390
8746 388
8772 386
8799 388
8831 400
8863 419
8897 447
8929 482
8953 513
8975 541
8984 563
8980 569
