

.DATE 8 26 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID wccl.106
.WRITER_ID wcc
.HAND L
.AGE 22
.SEX M
.WRITER_INFO
	First name: William
	Last name: Chavez
	Where learned to write in cursive: Las Vegas, New Mexico, USA
	When learned to write in cursive: 9 years old, 3rd grade
	Usually writes in print or in cursive: print

.PEN_DOWN
42 659
33 647
23 639
13 637
3 629
0 657
10 669
23 680
42 690
64 694
77 688
82 679
77 665
72 647
63 624
53 601
43 578
32 555
23 533
16 512
11 491
11 471
16 453
28 438
44 430
63 429
85 434
105 442
127 454
148 470
168 490
190 512
212 536
235 565
258 594
278 622
292 650
295 664
289 657
282 649
272 637
262 622
252 604
244 583
239 562
240 540
245 519
254 502
266 487
284 478
307 479
331 485
346 490
.PEN_UP
.PEN_DOWN
469 481
481 478
493 478
.PEN_UP
.PEN_DOWN
632 493
647 491
657 491
674 493
693 500
771 543
791 565
812 596
833 629
850 666
855 701
850 729
840 749
828 748
817 738
814 720
819 691
825 655
828 615
827 578
820 543
805 509
782 479
754 451
724 436
704 443
699 450
705 462
716 473
732 482
757 482
786 478
817 473
846 467
872 463
896 466
.PEN_UP
.PEN_DOWN
1042 486
1049 495
1064 500
1076 500
.PEN_UP
.PEN_DOWN
1500 664
1481 654
1457 644
1437 634
1415 620
1381 592
1385 599
1395 608
1412 622
1435 640
1464 659
1493 675
1520 685
1544 682
1560 675
1565 660
1559 637
1544 606
1523 567
1496 529
1466 495
1440 466
1422 447
1417 443
1425 454
1441 469
1463 487
1491 510
1524 534
1557 558
1588 578
1616 592
1642 596
1656 588
1657 575
1649 556
1637 531
1621 505
1602 484
1596 479
1604 486
1621 500
1643 519
1672 542
1711 572
1751 601
1789 626
1825 648
1849 651
1850 643
1838 629
1823 609
1805 582
1784 550
1768 520
1771 493
1780 474
1791 461
1811 455
1837 457
1869 463
1906 475
1939 491
1965 513
1975 532
1969 542
1958 540
1944 534
1928 524
1913 510
1911 493
1920 475
1931 461
1948 452
1971 451
1998 455
2026 462
2052 472
2080 485
2105 500
2131 511
2145 507
2139 499
2129 488
2116 476
2112 465
2119 466
2128 474
2141 484
2157 498
2179 513
2201 526
2219 526
2224 520
2218 510
2207 497
2204 485
2207 482
2214 488
2226 497
2244 508
2267 523
2292 535
2311 531
2313 520
2304 507
2299 488
2302 473
2309 460
2319 459
2336 464
2359 472
2383 482
2408 493
2433 505
2459 517
2483 523
2496 519
2493 511
2484 500
2470 487
2453 473
2433 465
2416 470
2411 477
2418 488
2428 498
2441 508
2458 515
2479 520
2502 522
2524 522
2548 521
2572 523
2593 532
2612 546
2628 563
2641 585
2652 605
2654 625
2650 629
2647 622
2647 611
2653 602
2666 595
2682 588
2694 579
2690 565
2681 548
2668 529
2657 512
2660 499
2670 488
2682 482
2698 482
2718 484
2736 493
2752 505
2770 525
2777 536
2773 538
2766 532
2760 522
2761 508
2768 493
2780 481
2801 484
2829 491
2863 504
2895 518
2923 536
2941 556
2937 568
2923 571
2904 565
2879 556
2853 545
2840 530
2843 514
2852 499
2866 488
2886 481
2910 478
2937 481
2962 487
2989 498
3012 517
3033 541
3052 566
3062 582
3067 577
3068 566
3068 548
3067 526
3064 501
3059 476
3048 453
3029 435
3007 426
2997 425
3009 426
3029 427
3058 428
3089 431
3120 437
3132 445
.PEN_UP
.PEN_DOWN
2829 673
2829 683
.PEN_UP
.PEN_DOWN
3344 495
3353 481
3363 478
3388 471
3407 471
3462 493
3483 507
3505 526
3526 548
3536 568
3535 575
3530 567
3524 554
3516 535
3508 513
3506 488
3513 471
3528 465
3550 470
3580 481
3616 498
3651 521
3681 549
3705 573
3718 576
3719 567
3714 546
3709 524
3700 493
3688 459
3673 429
3654 407
3634 403
3617 411
3617 422
3631 434
3655 448
3686 464
3722 477
.PEN_UP
.PEN_DOWN
3570 717
3578 727
3588 737
3597 739
3609 737
.PEN_UP
.PEN_DOWN
4007 466
3992 473
3995 461
4004 459
4029 459
4089 470
4109 482
4130 501
4153 525
4176 554
4194 580
4207 580
4215 564
4214 543
4206 515
4194 481
4176 448
4154 421
4131 415
4115 422
4113 431
4122 436
4135 439
4153 441
4179 439
4208 437
4234 434
4260 435
4283 439
4309 451
4339 470
4369 495
4399 521
4416 543
4408 559
4394 566
4374 562
4351 553
4332 541
4326 524
4335 504
4347 488
4362 473
4381 465
4405 462
4430 464
4456 471
4483 484
4511 499
4536 516
4560 535
4570 549
4565 559
4555 558
4538 553
4519 544
4502 532
4497 514
4504 496
4516 481
4530 472
4550 473
4575 477
4601 485
4631 498
4663 514
4698 538
4733 567
4763 598
4792 634
4816 669
4832 701
4837 727
4830 743
4819 744
4806 735
4789 719
4769 694
4751 663
4733 625
4716 584
4699 543
4681 503
4663 468
4645 439
4627 422
4627 424
4635 432
4653 446
4675 464
4708 486
4743 509
4774 526
4802 535
4807 529
4799 518
4783 505
4766 492
4747 476
4738 462
4744 452
4754 450
4768 453
4785 456
4808 458
4833 463
4860 472
4887 483
4912 496
4925 508
4919 504
4914 498
4908 488
4909 473
4916 461
4931 455
4951 460
4977 468
5006 479
5034 493
5062 508
5080 510
5083 504
5075 494
5064 481
5053 465
5051 456
5059 458
5071 464
5087 476
5107 491
5131 510
5153 524
5170 520
5174 511
5169 499
5164 484
5168 467
5176 453
5189 444
5208 444
5232 451
5258 462
5285 478
5312 499
5338 521
5361 540
5366 551
5359 547
5345 542
5329 535
5311 525
5293 511
5283 493
5288 475
5298 463
5315 464
5337 474
5364 487
5388 504
5398 511
5394 505
5381 488
5364 462
5341 426
