.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4685
.WRITER_ID kw

.PEN_DOWN
1729 2599 1628086
1729 2603 1628100
1729 2611 1628114
1733 2619 1628128
1737 2630 1628142
1741 2650 1628156
1745 2670 1628170
1753 2698 1628184
1765 2725 1628198
1777 2757 1628212
1793 2788 1628226
1809 2824 1628240
1824 2860 1628254
1848 2895 1628268
1872 2927 1628282
1896 2954 1628296
1923 2982 1628310
1947 3006 1628324
1979 3025 1628338
2007 3041 1628352
2030 3053 1628366
2054 3061 1628380
2078 3065 1628394
2102 3069 1628408
2125 3069 1628422
2145 3065 1628436
2161 3061 1628450
2177 3057 1628464
2193 3053 1628478
2204 3049 1628492
2208 3045 1628506
2216 3041 1628520
2220 3037 1628534
2220 3037 1628548
2220 3037 1628562
2216 3041 1628576
2208 3045 1628590
2197 3049 1628604
2189 3049 1628618
2173 3057 1628632
2157 3061 1628646
2141 3065 1628660
2121 3069 1628674
2102 3073 1628688
2082 3073 1628702
2058 3073 1628716
2034 3073 1628730
2014 3065 1628744
1995 3061 1628758
1975 3049 1628772
1951 3033 1628786
1931 3014 1628800
1912 2994 1628814
1896 2970 1628828
1880 2942 1628842
1872 2915 1628856
1864 2883 1628870
1860 2852 1628884
1856 2820 1628898
1856 2788 1628912
1856 2761 1628926
1864 2733 1628940
1872 2709 1628954
1888 2690 1628968
1904 2670 1628982
1919 2658 1628996
1939 2650 1629010
1955 2646 1629024
1971 2646 1629038
1991 2654 1629052
2007 2662 1629066
2026 2678 1629080
2042 2701 1629094
2062 2729 1629108
2078 2757 1629122
2090 2792 1629136
2106 2832 1629150
2117 2871 1629164
2129 2915 1629178
2145 2962 1629192
2157 3006 1629206
2165 3057 1629220
2177 3108 1629234
2185 3156 1629248
2197 3203 1629262
2204 3247 1629276
2208 3290 1629290
2216 3326 1629304
2220 3357 1629318
2220 3389 1629332
2220 3413 1629346
2224 3432 1629360
2224 3444 1629374
2220 3448 1629388
2216 3448 1629402
2212 3436 1629416
2208 3421 1629430
2204 3397 1629444
2201 3369 1629458
2197 3338 1629472
2193 3298 1629486
2185 3255 1629500
2181 3211 1629514
2177 3160 1629528
2169 3112 1629542
2169 3057 1629556
2169 3010 1629570
2173 2962 1629584
2177 2919 1629598
2185 2879 1629612
2189 2840 1629626
2197 2804 1629640
2208 2773 1629654
2224 2749 1629668
2240 2725 1629682
2264 2709 1629696
2284 2701 1629710
2303 2701 1629724
2323 2705 1629738
2347 2721 1629752
2367 2741 1629766
.PEN_UP
