.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4621
.WRITER_ID kw

.PEN_DOWN
2030 2480 1288265
2030 2476 1288279
2034 2476 1288293
2034 2476 1288307
2038 2476 1288321
2042 2484 1288335
2046 2492 1288349
2054 2500 1288363
2062 2516 1288377
2070 2536 1288391
2082 2559 1288405
2094 2591 1288419
2106 2622 1288433
2121 2662 1288447
2137 2701 1288461
2153 2745 1288475
2173 2796 1288489
2189 2844 1288503
2204 2895 1288517
2216 2950 1288531
2232 3002 1288545
2244 3053 1288559
2252 3101 1288573
2260 3144 1288587
2264 3187 1288601
2260 3223 1288615
2256 3251 1288629
2252 3270 1288643
2244 3286 1288657
2236 3298 1288671
2224 3302 1288685
2212 3298 1288699
2201 3286 1288713
2189 3274 1288727
2177 3251 1288741
2169 3223 1288755
2161 3191 1288769
2153 3152 1288783
2145 3112 1288797
2141 3069 1288811
2137 3022 1288825
2133 2970 1288839
2137 2923 1288853
2141 2871 1288867
2149 2824 1288881
2157 2777 1288895
2165 2733 1288909
2181 2694 1288923
2197 2654 1288937
2212 2622 1288951
2236 2595 1288965
2256 2571 1288979
2280 2551 1288993
2303 2540 1289007
2327 2536 1289021
2351 2540 1289035
2371 2555 1289049
2394 2571 1289063
.PEN_UP
