.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4664
.WRITER_ID kw

.PEN_DOWN
1682 3018 1517742
1682 3018 1517756
1682 3022 1517770
1686 3029 1517784
1690 3037 1517798
1698 3049 1517812
1706 3061 1517826
1722 3073 1517840
1733 3085 1517854
1749 3093 1517868
1769 3104 1517882
1789 3112 1517896
1809 3116 1517910
1828 3112 1517924
1848 3108 1517938
1868 3097 1517952
1884 3077 1517966
1900 3053 1517980
1912 3018 1517994
1919 2982 1518008
1927 2946 1518022
1935 2907 1518036
1935 2863 1518050
1939 2824 1518064
1935 2777 1518078
1931 2741 1518092
1931 2698 1518106
1923 2662 1518120
1919 2630 1518134
1915 2607 1518148
1908 2591 1518162
1904 2579 1518176
1904 2571 1518190
1900 2567 1518204
1900 2575 1518218
1900 2587 1518232
1900 2607 1518246
1908 2630 1518260
1912 2662 1518274
1919 2698 1518288
1927 2737 1518302
1935 2781 1518316
1947 2820 1518330
1963 2860 1518344
1975 2907 1518358
1991 2946 1518372
2003 2986 1518386
2018 3018 1518400
2034 3049 1518414
2046 3069 1518428
2066 3089 1518442
2082 3104 1518456
2098 3112 1518470
2117 3116 1518484
2133 3112 1518498
2149 3108 1518512
2165 3093 1518526
2177 3073 1518540
2189 3049 1518554
2201 3022 1518568
2208 2990 1518582
2220 2954 1518596
2224 2915 1518610
2224 2875 1518624
2224 2836 1518638
2220 2796 1518652
2216 2757 1518666
2212 2725 1518680
2208 2698 1518694
2204 2670 1518708
2197 2650 1518722
2193 2638 1518736
2189 2630 1518750
2185 2630 1518764
2181 2638 1518778
2177 2658 1518792
2177 2678 1518806
2181 2701 1518820
2185 2733 1518834
2189 2765 1518848
2197 2800 1518862
2204 2840 1518876
2216 2879 1518890
2224 2915 1518904
2240 2954 1518918
2256 2986 1518932
2272 3018 1518946
2288 3045 1518960
2307 3069 1518974
2323 3085 1518988
2343 3101 1519002
2359 3108 1519016
2379 3108 1519030
2394 3108 1519044
2410 3104 1519058
2422 3093 1519072
2434 3077 1519086
2442 3053 1519100
2446 3029 1519114
2450 3006 1519128
2450 2974 1519142
2450 2942 1519156
2446 2907 1519170
2442 2871 1519184
2434 2836 1519198
2430 2796 1519212
2426 2757 1519226
2422 2721 1519240
2422 2690 1519254
2426 2658 1519268
2434 2630 1519282
2446 2607 1519296
2462 2591 1519310
2482 2583 1519324
2505 2587 1519338
2529 2603 1519352
2557 2626 1519366
.PEN_UP
