.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4589
.WRITER_ID kw

.PEN_DOWN
1987 2551 947346
1991 2555 947360
1991 2559 947374
1991 2563 947388
1995 2571 947402
1995 2583 947416
1999 2599 947430
2003 2619 947444
2007 2642 947458
2010 2670 947472
2018 2701 947486
2022 2733 947500
2034 2765 947514
2050 2800 947528
2066 2832 947542
2082 2863 947556
2102 2895 947570
2125 2927 947584
2149 2950 947598
2173 2974 947612
2197 2986 947626
2224 2998 947640
2248 3006 947654
2276 3010 947668
2299 3010 947682
2323 3006 947696
2347 3002 947710
2367 2998 947724
2387 2994 947738
2402 2982 947752
2414 2978 947766
2426 2966 947780
2438 2962 947794
2446 2954 947808
2450 2946 947822
2454 2942 947836
2454 2942 947850
2450 2942 947864
2450 2942 947878
2442 2946 947892
2434 2950 947906
2426 2954 947920
2414 2958 947934
2398 2966 947948
2379 2970 947962
2363 2978 947976
2343 2986 947990
2323 2994 948004
2303 2998 948018
2280 3002 948032
2256 3002 948046
2232 3002 948060
2212 3002 948074
2193 2998 948088
2173 2990 948102
2157 2982 948116
2141 2970 948130
2125 2950 948144
2109 2935 948158
2098 2911 948172
2090 2887 948186
2082 2863 948200
2078 2836 948214
2074 2804 948228
2070 2777 948242
2074 2745 948256
2078 2717 948270
2082 2690 948284
2094 2662 948298
2106 2638 948312
2121 2615 948326
2137 2595 948340
2157 2579 948354
2177 2567 948368
2201 2559 948382
2224 2559 948396
2248 2559 948410
2272 2563 948424
2296 2575 948438
2319 2595 948452
2343 2615 948466
2363 2642 948480
2383 2678 948494
2402 2713 948508
2418 2757 948522
2434 2804 948536
2446 2852 948550
2458 2899 948564
2470 2950 948578
2478 3006 948592
2482 3057 948606
2486 3104 948620
2489 3152 948634
2489 3195 948648
2489 3235 948662
2489 3270 948676
2486 3302 948690
2486 3326 948704
2482 3345 948718
2478 3361 948732
2474 3369 948746
2474 3369 948760
2470 3361 948774
2466 3345 948788
2466 3322 948802
2462 3302 948816
2462 3270 948830
2458 3235 948844
2458 3195 948858
2458 3152 948872
2458 3108 948886
2458 3057 948900
2454 3010 948914
2458 2958 948928
2458 2915 948942
2462 2867 948956
2462 2824 948970
2466 2784 948984
2474 2741 948998
2482 2709 949012
2489 2674 949026
2501 2646 949040
2517 2619 949054
2533 2599 949068
2553 2587 949082
2573 2587 949096
2592 2595 949110
2612 2611 949124
.PEN_UP
