.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4513
.WRITER_ID kw

.PEN_DOWN
2676 2148 448243
2680 2148 448257
2676 2144 448271
2680 2144 448285
2680 2144 448299
2680 2144 448313
2683 2144 448327
2683 2140 448341
2687 2144 448355
2691 2148 448369
2695 2148 448383
2703 2156 448397
2711 2164 448411
2719 2176 448425
2731 2192 448439
2743 2208 448453
2755 2223 448467
2771 2243 448481
2790 2267 448495
2810 2295 448509
2830 2322 448523
2846 2354 448537
2870 2389 448551
2889 2429 448565
2909 2464 448579
2933 2504 448593
2953 2540 448607
2972 2583 448621
2992 2626 448635
3012 2666 448649
3028 2709 448663
3044 2753 448677
3056 2792 448691
3071 2832 448705
3079 2867 448719
3091 2903 448733
3095 2939 448747
3103 2970 448761
3103 2998 448775
3103 3022 448789
3103 3045 448803
3099 3061 448817
3091 3077 448831
3083 3089 448845
3075 3097 448859
3060 3101 448873
3048 3097 448887
3032 3093 448901
3012 3085 448915
2996 3069 448929
2976 3053 448943
2957 3033 448957
2941 3010 448971
2921 2978 448985
2901 2946 448999
2885 2911 449013
2866 2875 449027
2854 2836 449041
2842 2792 449055
2830 2753 449069
2822 2713 449083
2814 2670 449097
2806 2630 449111
2802 2587 449125
2802 2547 449139
2802 2508 449153
2806 2472 449167
2810 2441 449181
2818 2405 449195
2822 2374 449209
2830 2342 449223
2838 2314 449237
2850 2287 449251
2866 2263 449265
2881 2239 449279
2901 2219 449293
2925 2204 449307
2945 2192 449321
2965 2184 449335
2984 2184 449349
3004 2184 449363
.PEN_UP
