.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4548
.WRITER_ID kw

.PEN_DOWN
2232 2587 642293
2236 2587 642307
2240 2587 642321
2240 2587 642335
2244 2587 642349
2248 2587 642363
2252 2583 642377
2260 2579 642391
2268 2579 642405
2288 2583 642419
2303 2591 642433
2319 2595 642447
2335 2599 642461
2351 2603 642475
2375 2611 642489
2394 2622 642503
2418 2630 642517
2442 2650 642531
2462 2670 642545
2486 2690 642559
2509 2705 642573
2533 2729 642587
2549 2749 642601
2569 2769 642615
2581 2792 642629
2596 2816 642643
2608 2836 642657
2620 2856 642671
2624 2875 642685
2628 2891 642699
2632 2907 642713
2628 2919 642727
2628 2935 642741
2620 2942 642755
2616 2954 642769
2608 2958 642783
2600 2962 642797
2588 2966 642811
2577 2966 642825
2565 2962 642839
2553 2958 642853
2537 2954 642867
2529 2942 642881
2517 2931 642895
2505 2919 642909
2493 2903 642923
2478 2883 642937
2470 2863 642951
2462 2844 642965
2454 2824 642979
2446 2804 642993
2438 2784 643007
2434 2765 643021
2430 2741 643035
2430 2725 643049
2430 2705 643063
2430 2686 643077
2434 2670 643091
2442 2658 643105
2450 2642 643119
2458 2634 643133
2474 2622 643147
2489 2615 643161
2509 2607 643175
2529 2603 643189
2553 2599 643203
2581 2599 643217
2608 2599 643231
2644 2603 643245
2676 2607 643259
2707 2615 643273
2743 2630 643287
2778 2642 643301
2810 2658 643315
.PEN_UP
