.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID KWBA4569
.WRITER_ID kw

.PEN_DOWN
1904 3120 742531
1904 3120 742545
1904 3120 742559
1908 3124 742573
1908 3124 742587
1912 3128 742601
1915 3136 742615
1919 3144 742629
1923 3152 742643
1931 3164 742657
1939 3176 742671
1951 3187 742685
1959 3207 742699
1971 3219 742713
1983 3235 742727
1995 3247 742741
2007 3259 742755
2018 3266 742769
2034 3270 742783
2042 3270 742797
2054 3263 742811
2062 3251 742825
2066 3235 742839
2070 3219 742853
2074 3195 742867
2078 3168 742881
2074 3136 742895
2074 3101 742909
2070 3069 742923
2070 3029 742937
2062 2998 742951
2062 2962 742965
2054 2931 742979
2050 2903 742993
2046 2875 743007
2042 2852 743021
2038 2828 743035
2038 2812 743049
2034 2800 743063
2034 2788 743077
2034 2784 743091
2030 2784 743105
2030 2784 743119
2026 2792 743133
2026 2804 743147
2030 2820 743161
2030 2836 743175
2034 2856 743189
2034 2879 743203
2038 2907 743217
2042 2935 743231
2050 2962 743245
2054 2994 743259
2062 3022 743273
2070 3053 743287
2078 3081 743301
2090 3108 743315
2102 3132 743329
2117 3156 743343
2129 3180 743357
2145 3195 743371
2161 3211 743385
2177 3223 743399
2189 3231 743413
2204 3239 743427
2224 3243 743441
2236 3243 743455
2252 3243 743469
2264 3239 743483
2272 3235 743497
2284 3223 743511
2292 3211 743525
2296 3195 743539
2303 3180 743553
2303 3160 743567
2303 3140 743581
2307 3116 743595
2303 3097 743609
2303 3069 743623
2303 3041 743637
2288 2942 743651
2284 2919 743665
2284 2895 743679
2284 2875 743693
2284 2856 743707
2288 2836 743721
2292 2820 743735
2299 2808 743749
2307 2800 743763
2319 2792 743777
2335 2788 743791
2355 2788 743805
2371 2796 743819
2391 2804 743833
2410 2820 743847
2430 2840 743861
2450 2863 743875
.PEN_UP
