.VERSION 1.0
.INCLUDE kai/word.lex
.INCLUDE kai/kai2.doc
.INCLUDE kai/data/kai2/scoh4.dat
.SEGMENT CHARACTER 0:0-0:49 OK  "m"
.SEGMENT CHARACTER 0:57-0:86 OK  "a"
.SEGMENT CHARACTER 0:93-0:113 OK  "n"
.SEGMENT CHARACTER 1:20-1:42 OK  "s"
.SEGMENT CHARACTER 1:0-1:16 OK  "i"
.SEGMENT CHARACTER 7:0-7:32 OK  "t"
.SEGMENT CHARACTER 7:36-7:90 OK  "h"
.SEGMENT CHARACTER 7:91-7:114 OK  "e"
.SEGMENT CHARACTER 11:0-11:68 OK  "f"
.SEGMENT CHARACTER 11:71-11:94 OK  "e"
.SEGMENT CHARACTER 11:99-11:116 OK  "e"
.SEGMENT CHARACTER 11:122-11:167 OK  "b"
.SEGMENT CHARACTER 11:171-11:207 OK  "l"
.SEGMENT CHARACTER 11:214-11:235 OK  "e"
.SEGMENT CHARACTER 12:0-12:31 OK  "t"
.SEGMENT CHARACTER 12:32-12:91 OK  "h"
.SEGMENT CHARACTER 12:95-12:107 OK  "i"
.SEGMENT CHARACTER 12:112-12:134 OK  "n"
.SEGMENT CHARACTER 12:145-12:193 OK  "g"
.SEGMENT CHARACTER 15:0-15:22 OK  "i"
.SEGMENT CHARACTER 15:32-15:71 OK  "n"
.SEGMENT CHARACTER 22:0-22:16 OK  "i"
.SEGMENT CHARACTER 22:20-22:58 OK  "s"
.SEGMENT CHARACTER 37:0-37:33 OK  "n"
.SEGMENT CHARACTER 37:36-37:57 OK  "e"
.SEGMENT CHARACTER 37:58-37:84 OK  "e"
.SEGMENT CHARACTER 37:100-37:148 OK  "d"
.SEGMENT CHARACTER 38:0-38:38 OK  "n"
.SEGMENT CHARACTER 38:47-38:77 OK  "o"
.SEGMENT CHARACTER 38:78-39:12 OK  "t"
.SEGMENT CHARACTER 40:0-40:30 OK  "a"
.SEGMENT CHARACTER 40:34-40:56 OK  "r"
.SEGMENT CHARACTER 40:69-40:126 OK  "m"
.SEGMENT CHARACTER 41:0-41:17 OK  "i"
.SEGMENT CHARACTER 41:23-41:60 OK  "t"
.SEGMENT CHARACTER 41:64-41:86 OK  "s"
.SEGMENT CHARACTER 41:90-41:111 OK  "e"
.SEGMENT CHARACTER 41:117-41:152 OK  "l"
.SEGMENT CHARACTER 41:155-41:221 OK  "f"
.SEGMENT CHARACTER 44:0-44:37 OK  "t"
.SEGMENT CHARACTER 44:46-44:75 OK  "o"
.SEGMENT CHARACTER 53:0-53:30 OK  "o"
.SEGMENT CHARACTER 53:31-53:97 OK  "f"
.SEGMENT CHARACTER 64:0-64:57 OK  "b"
.SEGMENT CHARACTER 64:61-64:89 OK  "u"
.SEGMENT CHARACTER 64:93-65:9 OK  "t"
.SEGMENT CHARACTER 75:0-75:14 OK  "c"
.SEGMENT CHARACTER 75:19-75:40 OK  "r"
.SEGMENT CHARACTER 75:50-75:90 OK  "u"
.SEGMENT CHARACTER 75:91-75:123 OK  "s"
.SEGMENT CHARACTER 75:124-75:187 OK  "h"
.SEGMENT CHARACTER 79:0-79:44 OK  "w"
.SEGMENT CHARACTER 79:52-79:80 OK  "o"
.SEGMENT CHARACTER 79:84-79:110 OK  "u"
.SEGMENT CHARACTER 79:114-79:148 OK  "l"
.SEGMENT CHARACTER 79:156-79:198 OK  "d"
.SEGMENT CHARACTER 83:0-83:49 OK  "b"
.SEGMENT CHARACTER 83:52-83:77 OK  "e"
.SEGMENT CHARACTER 85:0-85:42 OK  "n"
.SEGMENT CHARACTER 85:49-85:74 OK  "o"
.SEGMENT CHARACTER 85:77-85:119 OK  "b"
.SEGMENT CHARACTER 85:123-85:160 OK  "l"
.SEGMENT CHARACTER 85:164-85:185 OK  "e"
.SEGMENT CHARACTER 93:0-93:81 OK  "k"
.SEGMENT CHARACTER 93:87-93:104 OK  "i"
.SEGMENT CHARACTER 93:108-93:143 OK  "l"
.SEGMENT CHARACTER 93:148-93:192 OK  "l"
.SEGMENT CHARACTER 93:197-93:213 OK  "e"
.SEGMENT CHARACTER 93:223-93:266 OK  "d"
.SEGMENT CHARACTER 95:0-95:61 OK  "h"
.SEGMENT CHARACTER 95:65-95:81 OK  "i"
.SEGMENT CHARACTER 95:89-95:139 OK  "m"
.SEGMENT CHARACTER 103:0-103:66 OK  "h"
.SEGMENT CHARACTER 103:67-103:94 OK  "e"
.SEGMENT CHARACTER 106:0-106:30 OK  "a"
.SEGMENT CHARACTER 106:37-106:61 OK  "n"
.SEGMENT CHARACTER 106:68-106:111 OK  "d"
.SEGMENT CHARACTER 109:0-109:22 OK  "a"
.SEGMENT CHARACTER 109:31-109:78 OK  "d"
.SEGMENT CHARACTER 109:84-109:105 OK  "v"
.SEGMENT CHARACTER 109:111-109:135 OK  "a"
.SEGMENT CHARACTER 109:138-109:159 OK  "n"
.SEGMENT CHARACTER 109:166-109:195 OK  "t"
.SEGMENT CHARACTER 109:206-109:227 OK  "a"
.SEGMENT CHARACTER 109:235-109:277 OK  "g"
.SEGMENT CHARACTER 109:283-109:309 OK  "e"
.SEGMENT CHARACTER 115:0-115:33 OK  "u"
.SEGMENT CHARACTER 115:41-115:71 OK  "n"
.SEGMENT CHARACTER 115:75-115:88 OK  "i"
.SEGMENT CHARACTER 115:97-115:122 OK  "v"
.SEGMENT CHARACTER 115:125-115:149 OK  "e"
.SEGMENT CHARACTER 115:152-115:171 OK  "r"
.SEGMENT CHARACTER 115:172-115:207 OK  "s"
.SEGMENT CHARACTER 115:211-115:243 OK  "e"
.SEGMENT CHARACTER 119:0-119:59 OK  "h"
.SEGMENT CHARACTER 119:63-119:72 OK  "i"
.SEGMENT CHARACTER 119:81-119:130 OK  "m"
.SEGMENT CHARACTER 121:0-121:35 OK  "t"
.SEGMENT CHARACTER 121:38-121:94 OK  "h"
