.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4551
.WRITER_ID oa

.PEN_DOWN
1733 3195 1143923
1741 3203 1143937
1753 3215 1143951
1765 3231 1143965
1781 3247 1143979
1797 3266 1143993
1817 3286 1144007
1840 3310 1144021
1860 3334 1144035
1884 3357 1144049
1908 3385 1144063
1935 3413 1144077
1959 3440 1144091
1983 3468 1144105
2007 3500 1144119
2030 3523 1144133
2050 3551 1144147
2070 3579 1144161
2090 3602 1144175
2109 3630 1144189
2125 3654 1144203
2141 3681 1144217
2157 3705 1144231
2169 3729 1144245
2177 3752 1144259
2185 3772 1144273
2193 3788 1144287
2197 3804 1144301
2201 3820 1144315
2204 3835 1144329
2204 3847 1144343
2204 3855 1144357
2201 3863 1144371
2197 3867 1144385
2189 3871 1144399
2185 3875 1144413
2177 3871 1144427
2165 3871 1144441
2157 3867 1144455
2149 3859 1144469
2137 3851 1144483
2125 3839 1144497
2113 3828 1144511
2098 3812 1144525
2086 3792 1144539
2074 3772 1144553
2062 3752 1144567
2046 3729 1144581
2034 3705 1144595
2022 3681 1144609
2007 3658 1144623
1991 3630 1144637
1979 3606 1144651
1967 3583 1144665
1951 3559 1144679
1943 3531 1144693
1931 3511 1144707
1919 3488 1144721
1908 3468 1144735
1900 3448 1144749
1892 3425 1144763
1884 3401 1144777
1880 3377 1144791
1872 3357 1144805
1872 3334 1144819
1868 3314 1144833
1868 3294 1144847
1864 3274 1144861
1864 3255 1144875
1864 3235 1144889
1868 3219 1144903
1872 3203 1144917
1876 3191 1144931
1884 3180 1144945
1888 3172 1144959
1896 3164 1144973
1904 3156 1144987
1912 3156 1145001
1919 3152 1145015
1931 3152 1145029
1943 3152 1145043
1951 3156 1145057
1963 3160 1145071
1971 3164 1145085
1983 3172 1145099
1991 3180 1145113
1999 3191 1145127
2007 3203 1145141
2014 3219 1145155
2018 3239 1145169
2022 3255 1145183
2026 3270 1145197
2030 3290 1145211
2034 3306 1145225
2038 3322 1145239
2038 3338 1145253
2038 3353 1145267
2038 3365 1145281
2038 3377 1145295
2038 3389 1145309
2038 3397 1145323
2038 3401 1145337
2038 3405 1145351
2038 3409 1145365
2034 3413 1145379
2034 3413 1145393
2038 3413 1145407
2038 3409 1145421
2038 3401 1145435
2042 3397 1145449
2046 3393 1145463
2054 3389 1145477
2062 3385 1145491
2074 3381 1145505
2090 3381 1145519
2113 3389 1145533
2133 3397 1145547
2157 3409 1145561
2177 3421 1145575
.PEN_UP
