.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4525
.WRITER_ID oa

.PEN_DOWN
1413 3215 949159
1417 3215 949173
1421 3215 949187
1429 3215 949201
1436 3223 949215
1440 3231 949229
1452 3243 949243
1460 3255 949257
1476 3266 949271
1488 3286 949285
1500 3302 949299
1516 3322 949313
1531 3342 949327
1543 3365 949341
1559 3389 949355
1579 3409 949369
1595 3432 949383
1615 3452 949397
1630 3472 949411
1646 3492 949425
1662 3511 949439
1682 3531 949453
1698 3547 949467
1710 3567 949481
1725 3583 949495
1737 3594 949509
1749 3610 949523
1757 3622 949537
1769 3634 949551
1777 3646 949565
1781 3654 949579
1789 3669 949593
1793 3677 949607
1797 3685 949621
1801 3693 949635
1805 3705 949649
1809 3709 949663
1809 3717 949677
1813 3725 949691
1813 3729 949705
1813 3733 949719
1813 3741 949733
1813 3745 949747
1813 3748 949761
1813 3752 949775
1809 3752 949789
1809 3756 949803
1805 3756 949817
1801 3756 949831
1797 3756 949845
1793 3756 949859
1789 3756 949873
1781 3752 949887
1773 3748 949901
1769 3745 949915
1761 3737 949929
1753 3733 949943
1745 3729 949957
1741 3721 949971
1733 3713 949985
1725 3705 949999
1718 3693 950013
1706 3681 950027
1698 3673 950041
1694 3666 950055
1686 3654 950069
1678 3642 950083
1670 3634 950097
1662 3618 950111
1654 3606 950125
1646 3594 950139
1642 3583 950153
1634 3571 950167
1630 3559 950181
1627 3547 950195
1619 3535 950209
1615 3519 950223
1611 3507 950237
1607 3496 950251
1599 3480 950265
1595 3468 950279
1591 3456 950293
1591 3440 950307
1587 3428 950321
1583 3413 950335
1583 3405 950349
1583 3389 950363
1579 3377 950377
1579 3365 950391
1579 3353 950405
1575 3338 950419
1575 3326 950433
1571 3310 950447
1571 3298 950461
1571 3286 950475
1571 3274 950489
1571 3263 950503
1571 3255 950517
1571 3247 950531
1571 3235 950545
1571 3227 950559
1571 3219 950573
1571 3215 950587
1575 3211 950601
1583 3211 950615
1587 3207 950629
1591 3203 950643
1595 3203 950657
1599 3203 950671
1607 3203 950685
1619 3207 950699
1627 3211 950713
1638 3219 950727
1654 3227 950741
1666 3239 950755
1682 3255 950769
1690 3266 950783
1702 3286 950797
1710 3302 950811
.PEN_UP
