.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4614
.WRITER_ID oa

.PEN_DOWN
1904 3436 1585246
1904 3436 1585260
1908 3440 1585274
1912 3444 1585288
1915 3448 1585302
1923 3456 1585316
1931 3464 1585330
1939 3472 1585344
1951 3484 1585358
1963 3500 1585372
1979 3515 1585386
1995 3527 1585400
2014 3547 1585414
2034 3563 1585428
2054 3583 1585442
2070 3594 1585456
2090 3610 1585470
2109 3622 1585484
2125 3634 1585498
2145 3646 1585512
2161 3650 1585526
2177 3654 1585540
2193 3658 1585554
2204 3662 1585568
2216 3666 1585582
2224 3666 1585596
2228 3666 1585610
2236 3666 1585624
2240 3662 1585638
2244 3662 1585652
2248 3662 1585666
2248 3662 1585680
2248 3662 1585694
2248 3666 1585708
2244 3666 1585722
2240 3666 1585736
2240 3666 1585750
2232 3666 1585764
2228 3666 1585778
2220 3666 1585792
2212 3666 1585806
2201 3662 1585820
2189 3662 1585834
2177 3658 1585848
2165 3658 1585862
2153 3650 1585876
2137 3646 1585890
2129 3642 1585904
2117 3634 1585918
2106 3626 1585932
2098 3622 1585946
2090 3610 1585960
2082 3602 1585974
2078 3590 1585988
2074 3583 1586002
2066 3571 1586016
2062 3555 1586030
2058 3547 1586044
2058 3535 1586058
2054 3523 1586072
2050 3515 1586086
2050 3504 1586100
2050 3492 1586114
2050 3484 1586128
2054 3480 1586142
2054 3472 1586156
2062 3468 1586170
2070 3464 1586184
2078 3460 1586198
2086 3460 1586212
2098 3456 1586226
2106 3456 1586240
2117 3456 1586254
2125 3460 1586268
2137 3460 1586282
2149 3464 1586296
2161 3468 1586310
2169 3472 1586324
2177 3476 1586338
2185 3480 1586352
2189 3484 1586366
2197 3488 1586380
2201 3492 1586394
2204 3496 1586408
2208 3496 1586422
2212 3500 1586436
2216 3500 1586450
2220 3500 1586464
2220 3504 1586478
2220 3504 1586492
2220 3504 1586506
2216 3511 1586520
2212 3515 1586534
.PEN_UP
