.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4714
.WRITER_ID oa

.PEN_DOWN
1955 3409 2156411
1955 3413 2156425
1959 3417 2156439
1967 3421 2156453
1975 3428 2156467
1983 3436 2156481
1991 3448 2156495
2003 3460 2156509
2010 3476 2156523
2022 3492 2156537
2034 3507 2156551
2046 3523 2156565
2062 3539 2156579
2074 3559 2156593
2082 3575 2156607
2094 3590 2156621
2102 3602 2156635
2109 3614 2156649
2117 3622 2156663
2121 3630 2156677
2125 3634 2156691
2129 3638 2156705
2129 3638 2156719
2129 3638 2156733
2129 3638 2156747
2125 3634 2156761
2121 3630 2156775
2117 3622 2156789
2113 3610 2156803
2106 3598 2156817
2102 3583 2156831
2094 3567 2156845
2090 3551 2156859
2082 3535 2156873
2078 3519 2156887
2074 3500 2156901
2070 3480 2156915
2070 3464 2156929
2070 3448 2156943
2070 3436 2156957
2070 3425 2156971
2074 3421 2156985
2078 3413 2156999
2086 3409 2157013
2094 3409 2157027
2102 3409 2157041
2113 3413 2157055
2129 3417 2157069
2141 3425 2157083
2153 3436 2157097
2173 3448 2157111
2185 3464 2157125
2201 3480 2157139
2216 3496 2157153
2232 3511 2157167
2244 3527 2157181
2260 3547 2157195
2272 3563 2157209
2280 3575 2157223
2288 3586 2157237
2296 3598 2157251
2303 3606 2157265
2307 3618 2157279
2311 3622 2157293
2311 3630 2157307
2315 3634 2157321
2319 3638 2157335
2319 3642 2157349
2319 3646 2157363
2319 3646 2157377
2315 3646 2157391
2303 3626 2157405
2299 3618 2157419
2296 3602 2157433
2292 3590 2157447
2288 3575 2157461
2280 3559 2157475
2276 3543 2157489
2272 3527 2157503
2268 3507 2157517
2268 3492 2157531
2268 3480 2157545
2272 3464 2157559
2276 3456 2157573
2288 3448 2157587
2299 3448 2157601
2315 3452 2157615
2331 3464 2157629
2351 3476 2157643
2367 3496 2157657
.PEN_UP
