.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4618
.WRITER_ID oa

.PEN_DOWN
1789 3417 1604964
1789 3417 1604978
1793 3417 1604992
1797 3421 1605006
1805 3428 1605020
1809 3432 1605034
1820 3444 1605048
1832 3452 1605062
1840 3464 1605076
1852 3480 1605090
1868 3496 1605104
1884 3511 1605118
1900 3531 1605132
1912 3547 1605146
1927 3567 1605160
1939 3586 1605174
1951 3602 1605188
1963 3618 1605202
1971 3634 1605216
1979 3646 1605230
1987 3658 1605244
1995 3666 1605258
1999 3669 1605272
1999 3677 1605286
2003 3677 1605300
2003 3681 1605314
2003 3685 1605328
2003 3681 1605342
2003 3677 1605356
1999 3673 1605370
1995 3669 1605384
1991 3662 1605398
1987 3654 1605412
1979 3642 1605426
1975 3630 1605440
1967 3614 1605454
1959 3602 1605468
1951 3583 1605482
1943 3567 1605496
1939 3547 1605510
1931 3531 1605524
1927 3515 1605538
1927 3500 1605552
1923 3484 1605566
1927 3472 1605580
1927 3460 1605594
1927 3452 1605608
1935 3444 1605622
1939 3436 1605636
1947 3432 1605650
1955 3432 1605664
1963 3432 1605678
1971 3436 1605692
1983 3440 1605706
1991 3444 1605720
2003 3452 1605734
2014 3464 1605748
2026 3476 1605762
2038 3488 1605776
2050 3504 1605790
2062 3519 1605804
2074 3535 1605818
2086 3551 1605832
2094 3563 1605846
2106 3583 1605860
2117 3594 1605874
2125 3606 1605888
2133 3622 1605902
2141 3630 1605916
2149 3638 1605930
2153 3646 1605944
2157 3654 1605958
2161 3662 1605972
2165 3666 1605986
2165 3669 1606000
2169 3673 1606014
2169 3673 1606028
2169 3677 1606042
2169 3677 1606056
2169 3677 1606070
2165 3681 1606084
2165 3677 1606098
2165 3673 1606112
2161 3669 1606126
2161 3666 1606140
2157 3658 1606154
2149 3646 1606168
2145 3638 1606182
2137 3622 1606196
2133 3606 1606210
2125 3594 1606224
2121 3575 1606238
2117 3559 1606252
2109 3543 1606266
2109 3527 1606280
2106 3511 1606294
2102 3496 1606308
2106 3484 1606322
2106 3472 1606336
2109 3464 1606350
2117 3456 1606364
2125 3452 1606378
2137 3452 1606392
2149 3456 1606406
2165 3464 1606420
2181 3472 1606434
2201 3488 1606448
2212 3504 1606462
2228 3523 1606476
.PEN_UP
