.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4670
.WRITER_ID oa

.PEN_DOWN
1884 3290 1897385
1896 3294 1897399
1908 3302 1897413
1919 3314 1897427
1935 3322 1897441
1955 3334 1897455
1975 3349 1897469
1999 3365 1897483
2022 3385 1897497
2046 3405 1897511
2074 3425 1897525
2098 3448 1897539
2125 3472 1897553
2153 3496 1897567
2177 3519 1897581
2201 3539 1897595
2224 3563 1897609
2244 3586 1897623
2264 3610 1897637
2280 3630 1897651
2296 3654 1897665
2307 3669 1897679
2315 3689 1897693
2327 3705 1897707
2327 3717 1897721
2335 3729 1897735
2335 3741 1897749
2335 3752 1897763
2335 3760 1897777
2331 3764 1897791
2327 3772 1897805
2323 3776 1897819
2319 3776 1897833
2311 3780 1897847
2307 3780 1897861
2299 3780 1897875
2292 3776 1897889
2284 3772 1897903
2276 3764 1897917
2264 3756 1897931
2256 3748 1897945
2244 3737 1897959
2236 3725 1897973
2224 3709 1897987
2212 3693 1898001
2197 3677 1898015
2185 3658 1898029
2169 3634 1898043
2157 3614 1898057
2145 3590 1898071
2129 3571 1898085
2117 3547 1898099
2106 3523 1898113
2094 3500 1898127
2086 3480 1898141
2074 3456 1898155
2066 3436 1898169
2058 3417 1898183
2054 3401 1898197
2050 3381 1898211
2042 3365 1898225
2034 3349 1898239
2030 3338 1898253
2026 3326 1898267
2022 3318 1898281
2018 3306 1898295
2014 3298 1898309
2010 3294 1898323
2010 3290 1898337
2010 3286 1898351
2010 3286 1898365
2010 3290 1898379
2010 3298 1898393
2018 3306 1898407
2022 3318 1898421
2030 3326 1898435
2038 3342 1898449
2046 3353 1898463
2058 3373 1898477
2070 3389 1898491
2082 3409 1898505
2098 3428 1898519
2113 3444 1898533
2125 3456 1898547
2137 3472 1898561
2149 3484 1898575
2161 3492 1898589
2173 3504 1898603
2185 3507 1898617
2193 3511 1898631
2201 3515 1898645
2204 3515 1898659
2212 3511 1898673
2212 3507 1898687
2212 3500 1898701
2212 3496 1898715
2216 3484 1898729
2212 3468 1898743
2212 3456 1898757
2204 3444 1898771
2201 3428 1898785
2197 3413 1898799
2189 3397 1898813
2185 3377 1898827
2181 3361 1898841
2177 3345 1898855
2173 3330 1898869
2173 3318 1898883
2177 3306 1898897
2185 3302 1898911
2193 3298 1898925
2204 3298 1898939
2220 3302 1898953
2244 3314 1898967
2264 3330 1898981
2288 3353 1898995
2307 3381 1899009
.PEN_UP
