.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID OABA4634
.WRITER_ID oa

.PEN_DOWN
1951 3349 1693887
1963 3353 1693901
1971 3357 1693915
1987 3365 1693929
2003 3377 1693943
2022 3389 1693957
2046 3405 1693971
2070 3421 1693985
2098 3440 1693999
2121 3464 1694013
2149 3488 1694027
2177 3511 1694041
2201 3535 1694055
2224 3559 1694069
2252 3586 1694083
2276 3610 1694097
2296 3634 1694111
2315 3658 1694125
2335 3681 1694139
2347 3705 1694153
2363 3725 1694167
2375 3745 1694181
2383 3760 1694195
2387 3780 1694209
2394 3796 1694223
2398 3812 1694237
2406 3828 1694251
2406 3843 1694265
2410 3855 1694279
2410 3863 1694293
2406 3871 1694307
2406 3879 1694321
2398 3883 1694335
2394 3887 1694349
2391 3887 1694363
2387 3887 1694377
2379 3883 1694391
2371 3879 1694405
2359 3871 1694419
2351 3863 1694433
2339 3847 1694447
2327 3835 1694461
2311 3816 1694475
2299 3800 1694489
2288 3780 1694503
2272 3756 1694517
2252 3733 1694531
2236 3709 1694545
2220 3685 1694559
2204 3658 1694573
2185 3630 1694587
2173 3602 1694601
2157 3579 1694615
2141 3555 1694629
2129 3531 1694643
2117 3507 1694657
2106 3484 1694671
2098 3464 1694685
2090 3444 1694699
2082 3428 1694713
2078 3413 1694727
2074 3401 1694741
2070 3389 1694755
2062 3381 1694769
2058 3369 1694783
2054 3365 1694797
2054 3357 1694811
2050 3353 1694825
2050 3349 1694839
2050 3349 1694853
2050 3345 1694867
2050 3345 1694881
2054 3349 1694895
2054 3353 1694909
2058 3357 1694923
2062 3365 1694937
2070 3377 1694951
2078 3385 1694965
2086 3397 1694979
2098 3413 1694993
2109 3425 1695007
2121 3440 1695021
2137 3456 1695035
2149 3468 1695049
2161 3480 1695063
2173 3496 1695077
2189 3511 1695091
2201 3523 1695105
2212 3531 1695119
2224 3539 1695133
2232 3543 1695147
2240 3547 1695161
2248 3551 1695175
2252 3551 1695189
2256 3551 1695203
2260 3547 1695217
2264 3543 1695231
2264 3539 1695245
2264 3527 1695259
2264 3519 1695273
2260 3507 1695287
2260 3496 1695301
2256 3480 1695315
2252 3468 1695329
2248 3452 1695343
2248 3436 1695357
2244 3425 1695371
2244 3405 1695385
2240 3393 1695399
2244 3381 1695413
2248 3369 1695427
2256 3365 1695441
2268 3361 1695455
2284 3365 1695469
2303 3369 1695483
2327 3381 1695497
2351 3401 1695511
2379 3417 1695525
2402 3444 1695539
.PEN_UP
