.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1298
.WRITER_ID hw

.PEN_DOWN
3104 2741 3307639
3114 2753 3307654
3120 2767 3307669
3122 2775 3307684
3124 2775 3307699
3124 2767 3307714
3122 2735 3307729
3102 2681 3307744
3074 2609 3307759
3060 2563 3307774
3060 2539 3307789
3060 2535 3307804
3074 2541 3307819
3100 2571 3307834
3146 2619 3307849
3188 2651 3307864
3220 2671 3307879
3226 2669 3307894
3230 2657 3307909
3228 2631 3307924
3224 2581 3307939
3224 2557 3307954
3226 2549 3307969
3236 2549 3307984
3254 2577 3307999
3274 2611 3308014
3292 2639 3308029
3312 2653 3308044
3341 2663 3308059
3371 2671 3308074
3391 2677 3308089
3415 2689 3308104
3427 2703 3308119
3427 2709 3308134
3425 2713 3308149
3413 2713 3308164
3387 2693 3308179
3373 2669 3308194
3365 2643 3308209
3365 2621 3308224
3381 2601 3308239
3403 2601 3308254
3443 2609 3308269
3477 2631 3308284
3515 2643 3308299
3515 2647 3308314
3517 2645 3308329
3515 2639 3308344
3515 2619 3308359
3519 2609 3308374
3531 2609 3308389
3569 2623 3308404
3609 2637 3308419
3627 2637 3308434
3637 2633 3308449
3637 2615 3308464
3643 2597 3308479
3659 2593 3308494
.PEN_UP
