.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1118
.WRITER_ID hw

.PEN_DOWN
2666 3198 1431071
2664 3210 1431086
2664 3210 1431101
2662 3202 1431116
2648 3170 1431131
2632 3130 1431146
2596 3042 1431161
2568 2984 1431176
2542 2950 1431191
2542 2944 1431206
2544 2948 1431221
2580 2980 1431236
2622 3028 1431251
2664 3076 1431266
2696 3082 1431281
2696 3072 1431296
2696 3048 1431311
2684 2998 1431326
2684 2974 1431341
2688 2962 1431356
2704 2960 1431371
2726 2978 1431386
2744 3006 1431401
2758 3024 1431416
2768 3030 1431431
2792 3036 1431446
2820 3044 1431461
2856 3062 1431476
2894 3092 1431491
2930 3120 1431506
2930 3130 1431521
2930 3134 1431536
2924 3138 1431551
2900 3134 1431566
2872 3106 1431581
2850 3076 1431596
2840 3052 1431611
2844 3030 1431626
2860 3022 1431641
2896 3022 1431656
2942 3032 1431671
2994 3052 1431686
3002 3054 1431701
3002 3054 1431716
3002 3044 1431731
2984 3010 1431746
2984 2996 1431761
2996 2990 1431776
3024 2992 1431791
3080 3014 1431806
3110 3020 1431821
3118 3020 1431836
3118 3006 1431851
3126 2990 1431866
3142 2982 1431881
3176 2982 1431896
3250 3012 1431911
.PEN_UP
