.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1031
.WRITER_ID hw

.PEN_DOWN
2530 2807 761206
2536 2825 761221
2544 2851 761236
2544 2871 761251
2540 2894 761266
2516 2900 761281
2494 2890 761296
2447 2837 761311
2399 2753 761326
2393 2721 761341
2401 2715 761356
2429 2721 761371
2487 2783 761386
2518 2847 761401
2548 2904 761416
2564 2954 761431
2574 2982 761446
2574 2982 761461
2560 2960 761476
2530 2900 761491
2496 2805 761506
2494 2757 761521
2498 2733 761536
2518 2725 761551
2560 2725 761566
.PEN_UP
.PEN_DOWN
2650 2799 761596
2672 2849 761611
2680 2865 761626
2678 2871 761641
2672 2871 761656
2646 2845 761671
2622 2803 761686
2612 2775 761701
2612 2763 761716
2634 2771 761731
2666 2797 761746
2692 2831 761761
2704 2857 761776
2702 2863 761791
2696 2851 761806
2674 2819 761821
2666 2789 761836
2674 2763 761851
2708 2763 761866
2754 2775 761881
2808 2791 761896
2872 2795 761911
2900 2785 761926
2906 2765 761941
2896 2741 761956
2864 2707 761971
2834 2703 761986
2814 2703 762001
2806 2733 762016
.PEN_UP
