.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1032
.WRITER_ID hw

.PEN_DOWN
2217 2667 765820
2215 2673 765835
2211 2675 765850
2211 2675 765865
2211 2675 765880
2201 2635 765895
2185 2571 765910
2187 2549 765925
2195 2543 765940
2221 2555 765955
2283 2625 765970
2333 2685 765985
2385 2759 766000
2433 2819 766015
2465 2861 766030
2469 2863 766045
2467 2863 766060
2455 2839 766075
2415 2757 766090
2391 2697 766105
2367 2651 766120
2361 2607 766135
2367 2583 766150
2377 2583 766165
2405 2611 766180
2453 2657 766195
2498 2711 766210
2520 2729 766225
2520 2729 766240
2520 2713 766255
2508 2665 766270
2498 2633 766285
2498 2613 766300
2510 2613 766315
2540 2629 766330
2574 2657 766345
2602 2675 766360
2608 2675 766375
2612 2655 766390
2604 2613 766405
2602 2581 766420
2602 2561 766435
2616 2559 766450
2632 2585 766465
2642 2615 766480
2642 2659 766495
2630 2679 766510
2622 2679 766525
2612 2675 766540
2612 2653 766555
2622 2649 766570
2646 2651 766585
2678 2673 766600
2744 2731 766615
2770 2777 766630
2798 2815 766645
2812 2835 766660
2812 2841 766675
2812 2835 766690
2802 2787 766705
2770 2721 766720
2740 2641 766735
2720 2599 766750
2710 2579 766765
2708 2579 766780
2708 2601 766795
2710 2631 766810
2718 2649 766825
2722 2653 766840
2736 2657 766855
2766 2663 766870
2788 2669 766885
2816 2677 766900
2834 2691 766915
2834 2689 766930
2834 2677 766945
2830 2653 766960
2832 2615 766975
2856 2607 766990
2896 2611 767005
2942 2643 767020
3006 2693 767035
3026 2737 767050
3054 2781 767065
3054 2797 767080
3026 2785 767095
2996 2729 767110
2964 2669 767125
2968 2627 767140
3000 2619 767155
3034 2627 767170
3084 2657 767185
.PEN_UP
.PEN_DOWN
2672 2787 767395
2658 2787 767410
2660 2787 767425
2686 2781 767440
2726 2781 767455
2770 2791 767470
2836 2803 767485
.PEN_UP
