.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1042
.WRITER_ID hw

.PEN_DOWN
2301 2926 886874
2301 2928 886889
2297 2926 886904
2285 2892 886919
2259 2829 886934
2221 2737 886949
2205 2691 886964
.PEN_UP
.PEN_DOWN
2151 2920 887129
2165 2942 887144
2195 2968 887159
2233 2992 887174
2261 2992 887189
2277 2984 887204
2283 2954 887219
2261 2898 887234
2233 2851 887249
2207 2819 887264
2183 2803 887279
2175 2795 887294
2175 2793 887309
2177 2799 887324
2195 2815 887339
2229 2841 887354
2255 2841 887369
2283 2833 887384
2301 2809 887399
2307 2767 887414
2305 2729 887429
2283 2693 887444
2255 2665 887459
2215 2639 887474
2185 2635 887489
2161 2639 887504
2141 2659 887519
2125 2693 887534
2125 2715 887549
.PEN_UP
.PEN_DOWN
2321 2715 887684
2347 2715 887699
2361 2723 887714
2383 2745 887729
2407 2771 887744
2425 2801 887759
2425 2809 887774
2425 2811 887789
2415 2807 887804
2395 2785 887819
2387 2765 887834
2387 2739 887849
2387 2719 887864
2397 2703 887879
2411 2695 887894
2427 2695 887909
2453 2711 887924
2500 2753 887939
2530 2785 887954
2558 2797 887969
2580 2797 887984
2590 2771 887999
2590 2745 888014
2584 2723 888029
2574 2707 888044
2556 2703 888059
2542 2705 888074
2528 2717 888089
2524 2745 888104
2530 2757 888119
.PEN_UP
.PEN_DOWN
2668 2803 888209
2664 2771 888224
2658 2725 888239
2646 2675 888254
2632 2627 888269
2616 2565 888284
2610 2539 888299
2608 2527 888314
2608 2527 888329
2610 2551 888344
2616 2593 888359
2622 2645 888374
2632 2701 888389
2658 2775 888404
2682 2813 888419
2712 2831 888434
2734 2833 888449
2760 2819 888464
2770 2791 888479
2764 2757 888494
2752 2727 888509
2726 2705 888524
2708 2699 888539
2690 2699 888554
2680 2703 888569
2680 2717 888584
2698 2731 888599
2728 2757 888614
2762 2773 888629
2814 2781 888644
2836 2775 888659
2850 2759 888674
2850 2729 888689
2838 2715 888704
2836 2709 888719
2828 2711 888734
2830 2735 888749
2842 2755 888764
2846 2757 888779
2848 2757 888794
2866 2757 888809
2896 2761 888824
2926 2783 888839
2956 2803 888854
2980 2827 888869
2980 2835 888884
2976 2835 888899
2958 2831 888914
2920 2803 888929
2902 2771 888944
2902 2747 888959
2908 2729 888974
2938 2723 888989
.PEN_UP
.PEN_DOWN
3160 2847 889124
3140 2847 889139
3122 2841 889154
3084 2819 889169
3056 2795 889184
3044 2767 889199
3044 2743 889214
3052 2725 889229
3076 2727 889244
3114 2749 889259
3172 2793 889274
3214 2835 889289
3252 2873 889304
3274 2908 889319
3276 2928 889334
3276 2930 889349
3270 2930 889364
3250 2906 889379
3202 2851 889394
3170 2815 889409
3156 2791 889424
3154 2781 889439
3168 2785 889454
3192 2799 889469
3206 2811 889484
3216 2811 889499
3220 2803 889514
3224 2783 889529
3232 2767 889544
3238 2755 889559
3254 2755 889574
3276 2771 889589
3298 2797 889604
3327 2825 889619
3347 2855 889634
3353 2863 889649
3353 2863 889664
3347 2855 889679
3331 2815 889694
3325 2779 889709
3325 2757 889724
3329 2745 889739
3351 2749 889754
3375 2767 889769
3401 2797 889784
3427 2823 889799
3441 2841 889814
3441 2841 889829
3441 2841 889844
3441 2831 889859
3443 2813 889874
3447 2797 889889
3459 2785 889904
3483 2785 889919
3505 2799 889934
3529 2815 889949
3543 2829 889964
3543 2831 889979
3543 2831 889994
3543 2827 890009
3533 2813 890024
3533 2799 890039
3533 2793 890054
3541 2793 890069
3567 2803 890084
3607 2829 890099
3621 2833 890114
3621 2835 890129
3621 2835 890144
3621 2833 890159
3621 2833 890174
3621 2833 890189
3621 2833 890204
3621 2833 890219
3621 2833 890234
3621 2833 890249
3621 2833 890264
3621 2833 890279
3621 2833 890294
3621 2831 890309
3621 2829 890324
3621 2825 890339
3619 2819 890354
3621 2807 890369
3623 2799 890384
3631 2797 890399
.PEN_UP
.PEN_DOWN
3695 2831 890489
3679 2817 890504
3669 2777 890519
3655 2717 890534
3641 2659 890549
3613 2589 890564
3593 2543 890579
3571 2519 890594
3551 2519 890609
3537 2549 890624
3541 2607 890639
3577 2665 890654
3635 2721 890669
.PEN_UP
