.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID hwaa1014
.WRITER_ID hw

.PEN_DOWN
1953 2807 647786
1949 2799 647801
1949 2797 647816
1949 2797 647831
1951 2805 647846
1979 2845 647861
2033 2914 647876
2071 2952 647891
2111 2994 647906
2145 3030 647921
2175 3050 647936
2175 3052 647951
2175 3048 647966
2171 3022 647981
2145 2942 647996
2125 2898 648011
2125 2877 648026
2137 2873 648041
2177 2894 648056
2215 2918 648071
2243 2924 648086
2247 2916 648101
2257 2877 648116
2257 2839 648131
2271 2821 648146
2293 2821 648161
2319 2859 648176
2327 2898 648191
2329 2928 648206
2327 2948 648221
2327 2950 648236
2329 2946 648251
2347 2938 648266
2377 2938 648281
2419 2946 648296
2451 2968 648311
2463 2986 648326
2465 3004 648341
2461 3016 648356
2451 3016 648371
2435 3004 648386
2413 2964 648401
2409 2928 648416
2409 2904 648431
2423 2886 648446
2451 2877 648461
2477 2886 648476
2502 2906 648491
2530 2918 648506
2548 2924 648521
2548 2924 648536
2548 2924 648551
2548 2908 648566
2548 2892 648581
2550 2882 648596
2558 2877 648611
2570 2882 648626
2606 2902 648641
2632 2914 648656
2644 2924 648671
2656 2924 648686
2660 2924 648701
2662 2908 648716
2662 2900 648731
2662 2886 648746
2668 2877 648761
2688 2884 648776
2724 2904 648791
2754 2918 648806
2784 2922 648821
2788 2914 648836
2796 2902 648851
2812 2892 648866
2862 2892 648881
2908 2892 648896
.PEN_UP
