.VERSION 1.0
.INCLUDE syn/syn1.doc
.INCLUDE syn/data/syn1/tds-dig21.dat
.SEGMENT CHARACTER 0 OK "0"
.SEGMENT CHARACTER 1 OK "1"
.SEGMENT CHARACTER 3 OK "2"
.SEGMENT CHARACTER 6 OK "0"
.SEGMENT CHARACTER 10 OK "5"
.SEGMENT CHARACTER 12 OK "6"
.SEGMENT CHARACTER 14 OK "7"
.SEGMENT CHARACTER 16 OK "8"
.SEGMENT CHARACTER 17 OK "0"
.SEGMENT CHARACTER 18 OK "9"
.SEGMENT CHARACTER 19 OK "1"
.SEGMENT CHARACTER 24 OK "2"
.SEGMENT CHARACTER 26 OK "3"
.SEGMENT CHARACTER 27 OK "1"
.SEGMENT CHARACTER 31 OK "5"
.SEGMENT CHARACTER 33 OK "6"
.SEGMENT CHARACTER 35 OK "7"
.SEGMENT CHARACTER 36 OK "1"
.SEGMENT CHARACTER 37 OK "8"
.SEGMENT CHARACTER 40 OK "2"
.SEGMENT CHARACTER 41 OK "0"
.SEGMENT CHARACTER 46 OK "2"
.SEGMENT CHARACTER 47 OK "3"
.SEGMENT CHARACTER 49-50 OK "4"
.SEGMENT CHARACTER 53 OK "2"
.SEGMENT CHARACTER 54 OK "6"
.SEGMENT CHARACTER 57 OK "2"
.SEGMENT CHARACTER 61 OK "0"
.SEGMENT CHARACTER 63 OK "1"
.SEGMENT CHARACTER 64 OK "3"
.SEGMENT CHARACTER 66 OK "3"
.SEGMENT CHARACTER 67 OK "3"
.SEGMENT CHARACTER 69-70 OK "4"
.SEGMENT CHARACTER 71 OK "3"
.SEGMENT CHARACTER 75 OK "3"
.SEGMENT CHARACTER 76 OK "7"
.SEGMENT CHARACTER 80 OK "9"
.SEGMENT CHARACTER 84-85 OK "4"
.SEGMENT CHARACTER 95-96 OK "4"
.SEGMENT CHARACTER 99 OK "5"
.SEGMENT CHARACTER 100-101 OK "4"
.SEGMENT CHARACTER 102 OK "6"
.SEGMENT CHARACTER 106-107 OK "4"
.SEGMENT CHARACTER 108 OK "8"
.SEGMENT CHARACTER 111 OK "9"
.SEGMENT CHARACTER 112 OK "5"
.SEGMENT CHARACTER 116 OK "5"
.SEGMENT CHARACTER 117 OK "2"
.SEGMENT CHARACTER 118 OK "5"
.SEGMENT CHARACTER 119 OK "3"
.SEGMENT CHARACTER 124 OK "5"
.SEGMENT CHARACTER 129 OK "5"
.SEGMENT CHARACTER 130 OK "8"
.SEGMENT CHARACTER 133 OK "6"
.SEGMENT CHARACTER 134 OK "0"
.SEGMENT CHARACTER 135 OK "6"
.SEGMENT CHARACTER 136 OK "1"
.SEGMENT CHARACTER 137 OK "6"
.SEGMENT CHARACTER 138 OK "2"
.SEGMENT CHARACTER 139 OK "6"
.SEGMENT CHARACTER 142-143 OK "4"
.SEGMENT CHARACTER 146 OK "6"
.SEGMENT CHARACTER 147 OK "6"
.SEGMENT CHARACTER 152 OK "6"
.SEGMENT CHARACTER 154 OK "7"
.SEGMENT CHARACTER 158 OK "7"
.SEGMENT CHARACTER 159 OK "2"
.SEGMENT CHARACTER 162 OK "7"
.SEGMENT CHARACTER 165 OK "7"
.SEGMENT CHARACTER 166 OK "5"
.SEGMENT CHARACTER 170 OK "7"
.SEGMENT CHARACTER 173 OK "7"
.SEGMENT CHARACTER 176 OK "0"
.SEGMENT CHARACTER 181 OK "8"
.SEGMENT CHARACTER 183 OK "8"
.SEGMENT CHARACTER 189 OK "6"
.SEGMENT CHARACTER 190 OK "8"
.SEGMENT CHARACTER 192 OK "8"
.SEGMENT CHARACTER 193 OK "8"
.SEGMENT CHARACTER 195 OK "9"
.SEGMENT CHARACTER 208-209 OK "4"
.SEGMENT CHARACTER 210 OK "9"
.SEGMENT CHARACTER 211 OK "5"
.SEGMENT CHARACTER 214 OK "9"
.SEGMENT CHARACTER 216 OK "9"
.SEGMENT CHARACTER 218 OK "9"
.SEGMENT CHARACTER 219 OK "9"
.SEGMENT CHARACTER 222 OK "0"
.SEGMENT CHARACTER 224 OK "0"
.SEGMENT CHARACTER 225 OK "2"
.SEGMENT CHARACTER 227 OK "3"
.SEGMENT CHARACTER 232 OK "5"
.SEGMENT CHARACTER 234 OK "6"
.SEGMENT CHARACTER 237 OK "0"
.SEGMENT CHARACTER 238 OK "8"
.SEGMENT CHARACTER 241 OK "1"
.SEGMENT CHARACTER 243 OK "1"
.SEGMENT CHARACTER 244 OK "1"
.SEGMENT CHARACTER 245 OK "1"
.SEGMENT CHARACTER 246 OK "2"
.SEGMENT CHARACTER 249 OK "1"
.SEGMENT CHARACTER 250-251 OK "4"
.SEGMENT CHARACTER 253 OK "5"
.SEGMENT CHARACTER 259 OK "8"
.SEGMENT CHARACTER 260 OK "1"
.SEGMENT CHARACTER 262 OK "2"
.SEGMENT CHARACTER 263 OK "0"
.SEGMENT CHARACTER 264 OK "2"
.SEGMENT CHARACTER 267 OK "2"
.SEGMENT CHARACTER 268 OK "3"
.SEGMENT CHARACTER 274 OK "6"
.SEGMENT CHARACTER 277 OK "2"
.SEGMENT CHARACTER 279 OK "3"
.SEGMENT CHARACTER 281 OK "3"
.SEGMENT CHARACTER 282 OK "1"
