.VERSION 1.0
.INCLUDE ced/ced3.lex
.INCLUDE ced/ced3.doc
.INCLUDE ced/data/rmnn2357_s_j4.dat
.SEGMENT CHARACTER 362 ? "5"
.SEGMENT CHARACTER 363 ? "5"
.SEGMENT CHARACTER 369 ? "1"
.SEGMENT CHARACTER 370 ? "6"
.SEGMENT CHARACTER 374-375 ? "4"
.SEGMENT CHARACTER 379 ? "9"
.SEGMENT CHARACTER 380 ? "3"
.SEGMENT CHARACTER 382-383 ? "5"
.SEGMENT CHARACTER 388-389 ? "4"
.SEGMENT CHARACTER 390 ? "1"
.SEGMENT CHARACTER 395 ? "2"
.SEGMENT CHARACTER 397 ? "6"
.SEGMENT CHARACTER 402 ? "3"
.SEGMENT CHARACTER 403 ? "0"
.SEGMENT CHARACTER 406 ? "1"
.SEGMENT CHARACTER 407 ? "6"
.SEGMENT CHARACTER 411 ? "2"
.SEGMENT CHARACTER 413-414 ? "4"
.SEGMENT CHARACTER 415 ? "7"
.SEGMENT CHARACTER 420 ? "3"
.SEGMENT CHARACTER 421 ? "9"
.SEGMENT CHARACTER 423 ? "5"
.SEGMENT CHARACTER 424 ? "2"
.SEGMENT CHARACTER 425 ? "9"
.SEGMENT CHARACTER 426-427 ? "4"
.SEGMENT CHARACTER 429 ? "6"
.SEGMENT CHARACTER 430 ? "2"
.SEGMENT CHARACTER 431 ? "3"
.SEGMENT CHARACTER 434 ? "1"
.SEGMENT CHARACTER 435-436 ? "5"
.SEGMENT CHARACTER 438 ? "0"
.SEGMENT CHARACTER 439 ? "8"
.SEGMENT CHARACTER 493 ? "7"
.SEGMENT CHARACTER 494 ? "8"
.SEGMENT CHARACTER 496 ? "7"
.SEGMENT CHARACTER 497 ? "8"
.SEGMENT CHARACTER 498 ? "7"
.SEGMENT CHARACTER 501 ? "6"
.SEGMENT CHARACTER 507 ? "3"
.SEGMENT CHARACTER 510 ? "7"
.SEGMENT CHARACTER 514 ? "8"
.SEGMENT CHARACTER 518 ? "2"
.SEGMENT CHARACTER 521 ? "9"
.SEGMENT CHARACTER 527 ? "9"
