.VERSION 1.0
.INCLUDE ced/ced3.lex
.INCLUDE ced/ced3.doc
.INCLUDE ced/data/mlmt5536_s_27.dat
.SEGMENT CHARACTER 415-416 ? "5"
.SEGMENT CHARACTER 417-418 ? "5"
.SEGMENT CHARACTER 424 ? "1"
.SEGMENT CHARACTER 425 ? "6"
.SEGMENT CHARACTER 430-431 ? "4"
.SEGMENT CHARACTER 434 ? "9"
.SEGMENT CHARACTER 435 ? "3"
.SEGMENT CHARACTER 437-438 ? "5"
.SEGMENT CHARACTER 443-444 ? "4"
.SEGMENT CHARACTER 445 ? "1"
.SEGMENT CHARACTER 450 ? "2"
.SEGMENT CHARACTER 452 ? "6"
.SEGMENT CHARACTER 458 ? "3"
.SEGMENT CHARACTER 459 ? "0"
.SEGMENT CHARACTER 500 ? "8"
.SEGMENT CHARACTER 501 ? "0"
.SEGMENT CHARACTER 502 ? "0"
.SEGMENT CHARACTER 504 ? "9"
.SEGMENT CHARACTER 505 ? "7"
.SEGMENT CHARACTER 506 ? "8"
.SEGMENT CHARACTER 508 ? "2"
.SEGMENT CHARACTER 509 ? "1"
.SEGMENT CHARACTER 510 ? "7"
.SEGMENT CHARACTER 511-512 ? "4"
.SEGMENT CHARACTER 516 ? "1"
.SEGMENT CHARACTER 517 ? "0"
.SEGMENT CHARACTER 518-519 ? "4"
.SEGMENT CHARACTER 520 ? "2"
.SEGMENT CHARACTER 523 ? "3"
.SEGMENT CHARACTER 524-525 ? "5"
.SEGMENT CHARACTER 530-531 ? "4"
.SEGMENT CHARACTER 536 ? "1"
.SEGMENT CHARACTER 537 ? "0"
.SEGMENT CHARACTER 542 ? "7"
.SEGMENT CHARACTER 543 ? "8"
.SEGMENT CHARACTER 545 ? "7"
.SEGMENT CHARACTER 546 ? "8"
.SEGMENT CHARACTER 547 ? "7"
.SEGMENT CHARACTER 550 ? "6"
.SEGMENT CHARACTER 556 ? "3"
.SEGMENT CHARACTER 559 ? "7"
.SEGMENT CHARACTER 563 ? "8"
.SEGMENT CHARACTER 566 ? "2"
.SEGMENT CHARACTER 569 ? "9"
.SEGMENT CHARACTER 575 ? "9"
