
.WRITER_ID Norman_Franklin
.STYLE PRINTED
.PEN_DOWN
	274	1579
	274	1574
	273	1557
	272	1524
	268	1482
	261	1437
	253	1388
	246	1353
	242	1336
	241	1336
	239	1349
	236	1391
	234	1440
	230	1489
	225	1539
	229	1574
	239	1597
	250	1614
	265	1623
	285	1624
	312	1623
	341	1616
	370	1607
	391	1588
	404	1561
	410	1531
	408	1499
	399	1463
	375	1428
	347	1388
	316	1355
	288	1326
	268	1307
	259	1297
	261	1302
.PEN_UP
.PEN_DOWN
	491	1443
	483	1441
	474	1433
	458	1415
	447	1392
	436	1369
	436	1343
	439	1321
	454	1303
	474	1296
	502	1306
	528	1332
	550	1368
	566	1408
	570	1440
	566	1462
	554	1470
	540	1467
	525	1447
	513	1417
	507	1384
.PEN_UP
.PEN_DOWN
	660	1392
	652	1369
	649	1342
	649	1326
	651	1322
	660	1332
	669	1360
	687	1401
	704	1440
	720	1473
	732	1492
	739	1496
	744	1493
	746	1469
	741	1443
	737	1421
	734	1405
	732	1394
.PEN_UP
.PEN_DOWN
	881	1443
	877	1442
	864	1432
	853	1410
	840	1384
	830	1360
	826	1333
	831	1309
	842	1293
	862	1291
	884	1306
	907	1335
	927	1378
	936	1421
	939	1456
	929	1482
	916	1492
	903	1489
	888	1472
	877	1447
.PEN_UP
.PEN_DOWN
	1127	1529
	1123	1525
	1118	1512
	1110	1492
	1098	1467
	1088	1437
	1077	1411
	1070	1382
	1068	1355
	1070	1336
	1076	1327
	1089	1329
	1105	1339
	1121	1355
	1134	1371
	1144	1384
	1151	1392
	1153	1394
	1155	1392
.PEN_UP
.PEN_DOWN
	1026	1477
	1024	1473
	1024	1467
	1031	1456
	1050	1453
	1076	1453
	1103	1457
	1129	1467
.PEN_UP
.PEN_DOWN
	1273	1623
	1265	1601
	1258	1571
	1247	1529
	1237	1480
	1225	1433
	1219	1398
	1216	1381
	1223	1379
	1235	1388
	1250	1414
	1270	1441
	1291	1470
	1313	1492
	1326	1500
	1335	1496
	1335	1477
	1328	1443
	1320	1411
	1317	1385
	1313	1371
	1316	1366
.PEN_UP
.PEN_DOWN
	1414	1479
	1419	1469
	1428	1459
	1441	1454
	1453	1449
	1461	1455
	1471	1460
.PEN_UP
.PEN_DOWN
	1591	1610
	1578	1590
	1563	1552
	1540	1508
	1514	1463
	1493	1420
	1473	1378
	1456	1341
	1440	1308
	1423	1283
	1411	1274
	1403	1277
.PEN_UP
.PEN_DOWN
	268	1064
	268	1064
	269	1062
	270	1055
	266	1041
	258	1016
	247	983
	235	947
	222	912
	215	882
	212	869
	212	863
	218	868
.PEN_UP
.PEN_DOWN
	257	1055
	258	1061
	263	1061
	274	1062
	289	1061
	308	1068
	327	1071
	340	1075
	350	1080
	354	1084
	355	1088
.PEN_UP
.PEN_DOWN
	241	944
	237	931
	243	931
	265	941
	296	962
	332	987
	360	1002
	378	1011
	385	1013
.PEN_UP
.PEN_DOWN
	217	843
	213	834
	217	826
	228	825
	248	830
	272	836
.PEN_UP
.PEN_DOWN
	455	905
	434	874
	419	843
	407	820
	400	810
	400	809
	400	813
	407	833
	419	860
	436	888
	454	914
	476	938
	498	953
	516	958
	529	950
	533	938
	533	914
	522	889
	509	865
	496	847
	485	827
	478	816
	478	816
	489	829
	510	856
	535	889
	561	921
	588	945
	612	961
	629	963
	641	947
	647	931
	647	905
	641	882
	634	859
	626	843
	623	836
.PEN_UP
.PEN_DOWN
	767	950
	752	918
	739	889
	728	860
	721	836
	719	824
	719	826
	724	843
	737	869
	752	901
	767	928
	784	953
	798	967
	807	971
	815	971
	818	953
	815	934
	809	911
	797	885
	787	865
	784	862
	785	865
	798	882
	816	912
	840	947
	865	977
	888	999
	910	1012
	921	1015
	928	999
	925	975
	915	948
	905	918
	895	891
	888	869
	888	852
.PEN_UP
.PEN_DOWN
	1081	1019
	1077	1023
	1063	1016
	1046	1002
	1028	984
	1013	957
	1000	931
	997	901
	1000	878
	1008	866
	1027	876
	1052	901
	1083	940
	1107	983
	1121	1019
	1127	1042
	1127	1051
	1124	1051
	1114	1029
	1105	989
	1096	947
	1098	905
	1105	878
	1118	872
	1140	888
	1169	918
	1199	950
	1219	972
	1230	983
	1234	986
	1234	986
	1232	978
	1230	970
	1227	960
.PEN_UP
.PEN_DOWN
	362	625
	358	638
	349	640
	334	637
	314	621
	294	599
	271	569
	253	539
	239	503
	231	461
	228	417
	237	383
	254	369
	284	372
	318	386
	351	402
	373	412
	385	421
.PEN_UP
.PEN_DOWN
	295	492
	293	487
	294	478
	303	471
	323	474
	351	477
	382	483
	409	490
	428	493
	438	490
	440	481
	437	468
	429	445
	417	422
	404	397
	395	377
	389	365
.PEN_UP
.PEN_DOWN
	538	529
	529	519
	522	501
	514	474
	504	444
	496	411
	492	389
	494	383
	500	395
	517	423
	541	470
	570	526
	597	579
	617	617
	635	644
	644	651
	651	643
	655	624
	656	598
	655	578
	655	563
.PEN_UP
.PEN_DOWN
	717	464
	719	459
	733	468
	750	487
	769	510
	784	533
	792	549
	794	555
	791	559
	779	556
	763	545
	743	526
	726	507
	715	484
	709	464
	711	445
	721	435
	741	432
.PEN_UP
.PEN_DOWN
	951	585
	947	586
	934	578
	918	562
	906	539
	896	516
	893	497
	894	487
	901	480
	914	487
	932	506
	951	536
	969	568
	982	599
	986	621
	985	638
	982	641
	975	634
	967	612
	961	585
	958	552
	958	515
	960	478
	960	442
	956	408
	949	379
	940	362
	929	356
	915	359
	899	370
	886	386
	882	399
	881	408
	888	422
	903	441
	926	461
	953	478
	985	488
	1015	488
	1043	487
	1066	491
	1081	495
	1092	503
.PEN_UP
.PEN_DOWN
	250	220
	250	222
	250	222
	248	210
	243	186
	236	160
	230	135
	222	112
	219	98
	217	86
	217	80
	222	79
.PEN_UP
.PEN_DOWN
	332	275
	335	282
	334	277
	331	255
	322	223
	316	191
	311	164
	310	145
	311	124
	310	105
	309	86
	305	75
.PEN_UP
.PEN_DOWN
	217	123
	205	121
	198	119
	198	119
	209	124
	229	134
	258	143
	284	143
	305	142
	323	141
.PEN_UP
.PEN_DOWN
	402	128
	404	124
	408	118
	417	108
	428	98
	438	95
	454	104
	469	122
	482	147
	494	168
	495	190
	492	203
	479	209
	463	207
	443	193
	424	173
	410	151
	404	129
	406	111
	417	99
	437	95
	463	96
	492	102
	515	110
	534	121
.PEN_UP
.PEN_DOWN
	652	288
	651	288
	649	288
	649	284
	649	265
	643	239
	634	204
	625	168
	614	129
	607	99
	605	79
	605	64
	607	62
.PEN_UP
.PEN_DOWN
	680	119
	689	111
	701	105
	715	102
	728	107
	739	125
	752	145
	759	161
	761	174
	759	183
	752	186
	740	184
	726	177
	715	164
	704	147
	698	131
	695	114
	697	98
	704	89
	717	86
	734	84
	754	86
	772	93
	787	102
.PEN_UP
.PEN_DOWN
	872	183
	870	170
	868	151
	864	131
	863	106
	859	76
	858	56
	856	47
	858	49
	862	66
	872	96
	888	132
	904	170
	918	197
	929	210
	938	210
	945	197
	951	176
	952	151
	953	128
	953	106
	956	89
	958	72
	960	60
.PEN_UP
