.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID GSAA4696
.WRITER_ID gs

.PEN_DOWN
2103 3479 704138
2103 3467 704153
2103 3461 704168
2103 3461 704183
2103 3473 704198
2127 3507 704213
2163 3549 704228
2205 3573 704243
2243 3585 704258
2259 3585 704273
2273 3579 704288
2275 3573 704303
2275 3573 704318
2275 3571 704333
2275 3573 704348
2267 3579 704363
2253 3589 704378
2231 3589 704393
2215 3581 704408
2193 3561 704423
2173 3531 704438
2165 3507 704453
2167 3491 704468
2183 3477 704483
2229 3477 704498
2267 3487 704513
2289 3507 704528
2307 3527 704543
2329 3557 704558
2339 3581 704573
2339 3595 704588
2339 3595 704603
2327 3577 704618
2315 3547 704633
2301 3519 704648
2301 3489 704663
2327 3467 704678
2373 3473 704693
.PEN_UP
