.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID GSAA4576
.WRITER_ID gs

.PEN_DOWN
2461 2042 339711
2457 2032 339726
2457 2032 339741
2457 2034 339756
2467 2046 339771
2487 2068 339786
2512 2094 339801
2538 2102 339816
2560 2120 339831
2590 2130 339846
2628 2140 339861
2642 2138 339876
2650 2138 339891
2652 2134 339906
2652 2134 339921
2652 2132 339936
2646 2132 339951
2638 2130 339966
2614 2130 339981
2594 2122 339996
2578 2118 340011
2558 2100 340026
2544 2080 340041
2532 2054 340056
2530 2034 340071
2534 2014 340086
2558 1998 340101
2590 1998 340116
2618 2012 340131
2650 2036 340146
2674 2062 340161
2694 2080 340176
2708 2104 340191
2710 2108 340206
2710 2108 340221
2700 2102 340236
2690 2090 340251
2676 2066 340266
2676 2042 340281
2686 2018 340296
2712 2004 340311
2760 2002 340326
2778 2014 340341
.PEN_UP
