.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID GSAA4553
.WRITER_ID gs

.PEN_DOWN
2241 2593 263420
2237 2589 263435
2233 2585 263450
2235 2589 263465
2245 2599 263480
2273 2625 263495
2303 2667 263510
2351 2689 263525
2377 2697 263540
2403 2697 263555
2417 2693 263570
2429 2689 263585
2435 2685 263600
2435 2685 263615
2435 2685 263630
2429 2687 263645
2417 2689 263660
2405 2689 263675
2381 2687 263690
2353 2663 263705
2331 2643 263720
2315 2617 263735
2311 2597 263750
2323 2575 263765
2359 2571 263780
2405 2579 263795
2439 2595 263810
2479 2635 263825
2512 2679 263840
2548 2739 263855
2576 2815 263870
2584 2845 263885
2584 2851 263900
2578 2847 263915
2556 2815 263930
2532 2771 263945
2508 2715 263960
2506 2655 263975
2518 2597 263990
2550 2589 264005
2584 2597 264020
.PEN_UP
