.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID GSAA4648
.WRITER_ID gs

.PEN_DOWN
2125 2869 558477
2123 2865 558492
2121 2863 558507
2123 2867 558522
2135 2882 558537
2159 2916 558552
2203 2956 558567
2237 2980 558582
2267 2988 558597
2297 2988 558612
2319 2990 558627
2327 2988 558642
2327 2982 558657
2327 2980 558672
2321 2978 558687
2309 2980 558702
2297 2980 558717
2275 2978 558732
2253 2970 558747
2225 2952 558762
2205 2924 558777
2189 2896 558792
2189 2879 558807
2205 2871 558822
2239 2871 558837
2291 2884 558852
2317 2894 558867
2335 2904 558882
2353 2930 558897
2373 2958 558912
2373 2974 558927
2373 2980 558942
2373 2978 558957
2361 2952 558972
2345 2920 558987
2343 2890 559002
2351 2867 559017
2401 2865 559032
.PEN_UP
