.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Handprinted Characters

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY CHARACTER
.STYLE PRINTED

.COMMENT previously: .WRITER_ID GSAA4591
.WRITER_ID gs

.PEN_DOWN
2273 2481 386507
2269 2479 386522
2265 2477 386537
2263 2477 386552
2261 2475 386567
2261 2481 386582
2261 2491 386597
2297 2529 386612
2329 2555 386627
2365 2575 386642
2399 2583 386657
2435 2587 386672
2447 2585 386687
2449 2581 386702
2451 2575 386717
2449 2571 386732
2443 2571 386747
2427 2573 386762
2413 2573 386777
2391 2567 386792
2375 2561 386807
2359 2545 386822
2345 2521 386837
2337 2483 386852
2339 2461 386867
2359 2451 386882
2395 2453 386897
2445 2479 386912
2475 2497 386927
2498 2519 386942
2516 2537 386957
2524 2553 386972
2522 2557 386987
2520 2557 387002
2508 2547 387017
2492 2525 387032
2479 2507 387047
2473 2485 387062
2473 2453 387077
2481 2402 387092
2496 2360 387107
2502 2318 387122
2502 2276 387137
2502 2234 387152
2494 2218 387167
2475 2214 387182
2451 2224 387197
2425 2250 387212
2425 2286 387227
2433 2332 387242
2477 2402 387257
.PEN_UP
