.WRITER_ID	g9312
.DATE		10 00 93
.HAND		R
.SKILL		?
.COUNTRY	CHINA
.AGE		28
.SEX		F
.STYLE		MIXED
.PEN_DOWN
601 1357 7725
601 1356 7730
601 1357 7735
601 1357 7740
601 1357 7745
601 1357 7750
601 1356 7755
602 1356 7760
602 1356 7765
602 1356 7770
602 1355 7775
603 1355 7780
603 1356 7785
603 1355 7790
603 1355 7795
604 1355 7800
604 1355 7805
604 1356 7810
604 1357 7815
605 1357 7820
605 1357 7825
605 1358 7830
605 1359 7835
606 1360 7840
605 1361 7845
605 1362 7850
605 1363 7855
605 1364 7860
605 1366 7865
604 1366 7870
604 1366 7875
604 1367 7880
603 1368 7885
603 1369 7890
602 1370 7895
602 1371 7900
602 1372 7905
601 1373 7910
600 1374 7915
600 1374 7920
599 1375 7925
599 1376 7930
599 1376 7935
598 1376 7940
598 1377 7945
597 1377 7950
597 1377 7955
597 1377 7960
597 1377 7965
597 1377 7970
597 1377 7975
596 1378 7980
597 1377 7985
596 1377 7990
596 1377 7995
595 1374 8000
595 1371 8005
593 1368 8010
593 1364 8015
592 1360 8020
592 1355 8025
592 1352 8030
592 1349 8035
591 1346 8040
591 1343 8045
591 1340 8050
590 1339 8055
590 1337 8060
590 1337 8065
590 1337 8070
590 1336 8075
590 1337 8080
591 1337 8085
591 1337 8090
592 1339 8095
594 1341 8100
596 1344 8105
598 1348 8110
600 1352 8115
602 1355 8120
603 1358 8125
605 1361 8130
607 1363 8135
608 1364 8140
609 1365 8145
610 1365 8150
610 1365 8155
611 1364 8160
611 1363 8165
611 1362 8170
611 1360 8175
610 1358 8180
610 1356 8185
611 1354 8190
610 1352 8195
610 1351 8200
610 1349 8205
611 1347 8210
611 1347 8215
612 1345 8220
613 1342 8225
613 1340 8230
615 1339 8235
617 1338 8240
618 1338 8245
621 1338 8250
624 1338 8255
628 1339 8260
630 1340 8265
633 1342 8270
636 1345 8275
638 1348 8280
639 1351 8285
641 1353 8290
642 1355 8295
643 1357 8300
642 1358 8305
642 1359 8310
641 1359 8315
640 1361 8320
639 1361 8325
637 1362 8330
636 1362 8335
635 1362 8340
635 1361 8345
635 1361 8350
635 1362 8355
635 1361 8360
636 1361 8365
636 1361 8370
638 1361 8375
640 1361 8380
642 1362 8385
644 1361 8390
647 1361 8395
648 1362 8400
650 1363 8405
652 1362 8410
654 1361 8415
655 1360 8420
656 1359 8425
657 1357 8430
657 1356 8435
657 1355 8440
657 1353 8445
656 1350 8450
655 1347 8455
654 1345 8460
653 1343 8465
653 1341 8470
652 1339 8475
651 1337 8480
652 1336 8485
652 1335 8490
653 1335 8495
653 1334 8500
653 1334 8505
656 1334 8510
657 1334 8515
660 1335 8520
663 1338 8525
665 1339 8530
668 1342 8535
672 1346 8540
676 1349 8545
679 1351 8550
682 1353 8555
685 1355 8560
687 1357 8565
690 1358 8570
693 1359 8575
694 1360 8580
695 1361 8585
696 1361 8590
697 1362 8595
697 1362 8600
697 1363 8605
697 1362 8610
696 1363 8615
696 1363 8620
696 1363 8625
696 1363 8630
696 1364 8635
695 1364 8640
695 1365 8645
695 1365 8650
694 1366 8655
694 1366 8660
693 1367 8665
693 1367 8670
692 1367 8675
692 1368 8680
692 1368 8685
692 1367 8690
692 1368 8695
692 1367 8700
691 1366 8705
690 1364 8710
689 1360 8715
688 1355 8720
687 1351 8725
687 1347 8730
687 1343 8735
687 1339 8740
688 1337 8745
690 1335 8750
690 1333 8755
691 1330 8760
692 1329 8765
694 1328 8770
696 1327 8775
699 1327 8780
702 1328 8785
706 1329 8790
710 1332 8795
715 1334 8800
721 1336 8805
727 1339 8810
733 1343 8815
739 1348 8820
746 1352 8825
752 1356 8830
759 1360 8835
.PEN_DOWN
0 0 0
.PEN_DOWN
0 0 0
.PEN_DOWN
0 0 0
.PEN_DOWN
940 1208 58540
939 1207 58545
939 1207 58550
939 1207 58555
939 1206 58560
939 1206 58565
940 1205 58570
940 1206 58575
940 1205 58580
940 1205 58585
940 1205 58590
940 1205 58595
941 1206 58600
941 1205 58605
940 1205 58610
941 1205 58615
941 1205 58620
940 1205 58625
940 1205 58630
941 1205 58635
940 1205 58640
941 1205 58645
941 1205 58650
941 1205 58655
940 1205 58660
940 1205 58665
940 1205 58670
940 1205 58675
940 1205 58680
940 1205 58685
940 1205 58690
940 1205 58695
940 1206 58700
939 1205 58705
939 1206 58710
939 1207 58715
939 1207 58720
938 1208 58725
937 1209 58730
936 1209 58735
936 1210 58740
936 1210 58745
935 1210 58750
935 1211 58755
934 1211 58760
934 1211 58765
933 1211 58770
932 1211 58775
931 1211 58780
931 1211 58785
930 1210 58790
929 1210 58795
928 1210 58800
927 1209 58805
927 1209 58810
925 1207 58815
924 1204 58820
924 1202 58825
923 1199 58830
923 1197 58835
923 1195 58840
923 1191 58845
922 1188 58850
923 1186 58855
923 1184 58860
924 1182 58865
924 1181 58870
925 1180 58875
926 1180 58880
927 1180 58885
928 1180 58890
929 1180 58895
931 1182 58900
932 1183 58905
934 1185 58910
937 1187 58915
938 1190 58920
941 1192 58925
944 1195 58930
946 1198 58935
948 1201 58940
949 1204 58945
950 1205 58950
951 1206 58955
951 1207 58960
951 1207 58965
951 1207 58970
951 1207 58975
950 1207 58980
950 1206 58985
949 1205 58990
949 1205 58995
948 1203 59000
947 1202 59005
946 1200 59010
946 1198 59015
945 1196 59020
944 1195 59025
944 1193 59030
944 1192 59035
943 1190 59040
944 1188 59045
943 1187 59050
944 1185 59055
944 1182 59060
946 1180 59065
947 1179 59070
948 1177 59075
950 1176 59080
