.WRITER_ID	g9303
.DATE		10 00 93
.HAND		R
.SKILL		?
.COUNTRY	USA
.AGE		50
.SEX		F
.STYLE		MIXED
.PEN_DOWN
0 0 0
.PEN_DOWN
1499 1946 40710
1499 1946 40715
1499 1946 40720
1499 1947 40725
1499 1947 40730
1499 1947 40735
1499 1948 40740
1499 1947 40745
1499 1947 40750
1498 1948 40755
1498 1949 40760
1498 1948 40765
1498 1949 40770
1498 1949 40775
1498 1950 40780
1498 1950 40785
1498 1950 40790
1498 1950 40795
1498 1951 40800
1498 1951 40805
1497 1951 40810
1497 1952 40815
1497 1952 40820
1496 1952 40825
1496 1952 40830
1495 1952 40835
1494 1953 40840
1494 1953 40845
1493 1953 40850
1492 1953 40855
1491 1953 40860
1490 1953 40865
1488 1952 40870
1487 1951 40875
1485 1951 40880
1484 1950 40885
1482 1949 40890
1482 1948 40895
1480 1947 40900
1480 1946 40905
1479 1945 40910
1478 1944 40915
1477 1943 40920
1476 1942 40925
1475 1941 40930
1474 1939 40935
1473 1937 40940
1472 1935 40945
1472 1934 40950
1472 1932 40955
1471 1931 40960
1471 1929 40965
1471 1928 40970
1471 1927 40975
1471 1926 40980
1472 1925 40985
1472 1924 40990
1473 1924 40995
1474 1923 41000
1474 1922 41005
1475 1921 41010
1476 1921 41015
1476 1920 41020
1478 1919 41025
1479 1919 41030
1480 1919 41035
1481 1919 41040
1482 1920 41045
1484 1920 41050
1486 1921 41055
1489 1922 41060
1491 1924 41065
1493 1925 41070
1496 1926 41075
1498 1928 41080
1500 1929 41085
1502 1930 41090
1504 1932 41095
1505 1934 41100
1506 1935 41105
1507 1937 41110
1508 1938 41115
1508 1940 41120
1508 1941 41125
1508 1942 41130
1508 1943 41135
1508 1944 41140
1508 1945 41145
1508 1946 41150
1507 1947 41155
1507 1948 41160
1507 1949 41165
1506 1950 41170
1506 1950 41175
1506 1950 41180
1505 1950 41185
1505 1950 41190
1505 1951 41195
1505 1950 41200
1505 1951 41205
1505 1951 41210
1505 1951 41215
1505 1951 41220
1505 1951 41225
1505 1951 41230
1505 1951 41235
1505 1951 41240
1505 1951 41245
1505 1951 41250
1505 1951 41255
1505 1951 41260
1505 1951 41265
1505 1951 41270
1505 1951 41275
1505 1951 41280
1505 1951 41285
1505 1951 41290
1505 1951 41295
1505 1951 41300
1505 1951 41305
1505 1951 41310
1505 1951 41315
