.WRITER_ID	g9314
.DATE		10 00 93
.HAND		R
.SKILL		?
.COUNTRY	USA
.AGE		40
.SEX		M
.STYLE		MIXED
.PEN_DOWN
955 1492 6490
955 1492 6495
957 1493 6500
959 1494 6505
962 1495 6510
964 1495 6515
966 1496 6520
969 1498 6525
972 1499 6530
975 1501 6535
979 1503 6540
982 1505 6545
984 1506 6550
987 1508 6555
989 1508 6560
990 1510 6565
991 1510 6570
992 1510 6575
993 1510 6580
993 1510 6585
993 1510 6590
993 1509 6595
994 1509 6600
994 1508 6605
995 1508 6610
995 1507 6615
996 1506 6620
996 1504 6625
997 1503 6630
998 1502 6635
998 1501 6640
998 1500 6645
999 1500 6650
999 1499 6655
999 1498 6660
999 1498 6665
999 1498 6670
999 1498 6675
999 1499 6680
999 1499 6685
999 1499 6690
999 1499 6695
998 1500 6700
998 1501 6705
997 1502 6710
997 1503 6715
996 1503 6720
995 1504 6725
992 1504 6730
990 1505 6735
986 1505 6740
984 1505 6745
981 1504 6750
978 1503 6755
975 1502 6760
973 1500 6765
970 1499 6770
968 1498 6775
967 1496 6780
966 1495 6785
965 1494 6790
965 1492 6795
965 1491 6800
966 1490 6805
967 1487 6810
968 1486 6815
969 1486 6820
971 1485 6825
974 1484 6830
977 1484 6835
980 1484 6840
981 1484 6845
982 1485 6850
984 1486 6855
985 1487 6860
986 1488 6865
986 1489 6870
987 1490 6875
987 1492 6880
987 1494 6885
987 1496 6890
987 1497 6895
987 1499 6900
987 1501 6905
987 1502 6910
987 1503 6915
987 1504 6920
986 1505 6925
987 1505 6930
987 1505 6935
987 1505 6940
987 1505 6945
987 1505 6950
987 1505 6955
987 1505 6960
987 1504 6965
987 1504 6970
987 1504 6975
987 1503 6980
987 1503 6985
988 1502 6990
987 1502 6995
988 1501 7000
988 1501 7005
988 1501 7010
987 1501 7015
988 1501 7020
987 1501 7025
987 1501 7030
988 1501 7035
987 1501 7040
987 1501 7045
987 1501 7050
987 1500 7055
987 1499 7060
986 1497 7065
986 1496 7070
986 1495 7075
986 1492 7080
986 1490 7085
986 1488 7090
986 1486 7095
987 1484 7100
990 1482 7105
992 1480 7110
996 1479 7115
999 1478 7120
1002 1477 7125
1005 1477 7130
1008 1477 7135
1012 1477 7140
1014 1478 7145
1016 1479 7150
1018 1480 7155
1019 1482 7160
1021 1484 7165
1023 1487 7170
1024 1490 7175
1026 1493 7180
1028 1496 7185
1029 1499 7190
1030 1503 7195
1031 1506 7200
1032 1510 7205
1032 1512 7210
1033 1514 7215
1034 1516 7220
1033 1518 7225
1033 1518 7230
1034 1518 7235
1034 1518 7240
1033 1518 7245
1033 1517 7250
1033 1516 7255
1033 1514 7260
1032 1512 7265
1032 1511 7270
1032 1510 7275
1032 1508 7280
1031 1507 7285
1031 1506 7290
1032 1506 7295
1032 1505 7300
1032 1506 7305
1033 1505 7310
1034 1505 7315
1035 1504 7320
1036 1505 7325
1037 1505 7330
1039 1505 7335
1040 1505 7340
1042 1505 7345
1042 1506 7350
1043 1506 7355
1043 1506 7360
1043 1506 7365
1043 1506 7370
1044 1506 7375
1043 1505 7380
1043 1504 7385
1044 1502 7390
1043 1500 7395
1043 1498 7400
1042 1496 7405
1042 1495 7410
1041 1494 7415
1041 1493 7420
1042 1491 7425
1042 1491 7430
1042 1490 7435
1042 1489 7440
1043 1487 7445
1044 1487 7450
1045 1486 7455
1045 1486 7460
1046 1486 7465
1047 1486 7470
1049 1486 7475
1050 1485 7480
1051 1485 7485
1053 1485 7490
1054 1485 7495
1055 1485 7500
1056 1486 7505
1057 1486 7510
1058 1485 7515
1060 1486 7520
1060 1486 7525
1061 1486 7530
1061 1487 7535
1061 1488 7540
1062 1489 7545
1062 1490 7550
1063 1492 7555
1063 1493 7560
1063 1496 7565
1063 1498 7570
1064 1501 7575
1065 1504 7580
1066 1507 7585
1066 1509 7590
1067 1511 7595
1068 1512 7600
1070 1514 7605
1071 1514 7610
1073 1514 7615
1075 1514 7620
1076 1513 7625
1079 1511 7630
1080 1509 7635
1081 1508 7640
1083 1505 7645
1083 1502 7650
1084 1500 7655
1085 1498 7660
1085 1495 7665
1085 1494 7670
1086 1492 7675
1086 1491 7680
1086 1490 7685
1086 1490 7690
1086 1490 7695
1086 1490 7700
1086 1490 7705
1086 1490 7710
1086 1491 7715
1086 1492 7720
1086 1492 7725
1086 1493 7730
1087 1494 7735
1087 1495 7740
1087 1496 7745
1087 1497 7750
1086 1498 7755
1086 1499 7760
1086 1501 7765
1086 1502 7770
1086 1503 7775
1086 1503 7780
1086 1503 7785
1086 1503 7790
1086 1503 7795
1086 1503 7800
1086 1503 7805
1086 1503 7810
1086 1503 7815
1086 1503 7820
1086 1503 7825
1084 1503 7830
1083 1503 7835
1083 1503 7840
1082 1503 7845
1081 1504 7850
1081 1504 7855
1080 1504 7860
1079 1505 7865
1077 1506 7870
1076 1506 7875
1075 1506 7880
1075 1506 7885
1075 1506 7890
1074 1505 7895
1072 1504 7900
1069 1503 7905
1066 1500 7910
1064 1498 7915
1061 1495 7920
1060 1493 7925
1059 1491 7930
1059 1487 7935
1059 1485 7940
1060 1483 7945
1061 1481 7950
1064 1478 7955
1068 1476 7960
1073 1474 7965
1078 1472 7970
1084 1472 7975
1091 1471 7980
1097 1471 7985
1105 1471 7990
1111 1472 7995
1118 1474 8000
1125 1475 8005
1130 1477 8010
1135 1479 8015
1140 1482 8020
1144 1487 8025
.PEN_DOWN
0 0 0
.PEN_DOWN
1000 1317 58090
1001 1317 58095
1002 1317 58100
1003 1318 58105
1006 1319 58110
1009 1321 58115
1012 1323 58120
1016 1325 58125
1020 1327 58130
1026 1330 58135
1031 1332 58140
1035 1335 58145
1041 1338 58150
1046 1340 58155
1050 1343 58160
1054 1346 58165
1058 1348 58170
1061 1350 58175
1064 1352 58180
1065 1353 58185
1065 1354 58190
1066 1354 58195
1066 1354 58200
1065 1354 58205
1065 1354 58210
1065 1353 58215
1064 1353 58220
1063 1352 58225
1062 1351 58230
1061 1349 58235
1060 1347 58240
1060 1346 58245
1060 1344 58250
1060 1342 58255
1060 1340 58260
1060 1339 58265
1060 1338 58270
1061 1337 58275
1060 1337 58280
1061 1337 58285
1060 1337 58290
1061 1337 58295
1061 1337 58300
1061 1337 58305
1061 1337 58310
1060 1338 58315
1060 1338 58320
1060 1339 58325
1059 1340 58330
1059 1341 58335
1059 1341 58340
1058 1342 58345
1056 1344 58350
1052 1346 58355
1049 1347 58360
1046 1347 58365
1044 1347 58370
1041 1346 58375
1038 1346 58380
1034 1345 58385
1031 1344 58390
1028 1342 58395
1026 1341 58400
1024 1339 58405
1024 1337 58410
1023 1335 58415
1023 1334 58420
1023 1331 58425
1025 1329 58430
1027 1327 58435
1029 1326 58440
1032 1325 58445
1036 1323 58450
1042 1322 58455
1046 1322 58460
1050 1321 58465
1053 1321 58470
1056 1322 58475
1059 1323 58480
1062 1325 58485
1063 1326 58490
1064 1327 58495
1065 1329 58500
1065 1331 58505
1066 1334 58510
1066 1336 58515
1066 1338 58520
1066 1340 58525
1066 1343 58530
1066 1345 58535
1065 1345 58540
1065 1345 58545
1066 1345 58550
1066 1346 58555
1066 1345 58560
1066 1346 58565
1065 1345 58570
1066 1345 58575
1065 1345 58580
1065 1345 58585
1065 1345 58590
1065 1345 58595
1065 1344 58600
1065 1344 58605
1066 1344 58610
1066 1343 58615
1066 1342 58620
1066 1341 58625
1066 1341 58630
