.VERSION 1.0
.INCLUDE gmd/gmd.doc
.INCLUDE gmd/data/monu.dat
.SEGMENT CHARACTER 21 OK "0"
.SEGMENT CHARACTER 22 OK "1"
.SEGMENT CHARACTER 25-26 OK "4"
.SEGMENT CHARACTER 29 OK "6"
.SEGMENT CHARACTER 30-31 OK "7"
.SEGMENT CHARACTER 32 OK "8"
.SEGMENT CHARACTER 33 OK "9"
.SEGMENT CHARACTER 60 OK "0"
.SEGMENT CHARACTER 62 OK "2"
.SEGMENT CHARACTER 63 OK "3"
.SEGMENT CHARACTER 64-65 OK "4"
.SEGMENT CHARACTER 68 OK "6"
.SEGMENT CHARACTER 71 OK "8"
.SEGMENT CHARACTER 108 OK "6"
.SEGMENT CHARACTER 109-110 OK "7"
.SEGMENT CHARACTER 111 OK "8"
.SEGMENT CHARACTER 139 OK "0"
.SEGMENT CHARACTER 140 OK "1"
.SEGMENT CHARACTER 141 OK "2"
.SEGMENT CHARACTER 142 OK "3"
.SEGMENT CHARACTER 143-144 OK "4"
.SEGMENT CHARACTER 147 OK "6"
.SEGMENT CHARACTER 148-149 OK "7"
.SEGMENT CHARACTER 150 OK "8"
.SEGMENT CHARACTER 180 OK "1"
.SEGMENT CHARACTER 181 OK "2"
.SEGMENT CHARACTER 185-186 OK "5"
.SEGMENT CHARACTER 190 OK "8"
.SEGMENT CHARACTER 220 OK "0"
.SEGMENT CHARACTER 222 OK "2"
.SEGMENT CHARACTER 224-225 OK "4"
.SEGMENT CHARACTER 226-227 OK "5"
.SEGMENT CHARACTER 228 OK "6"
.SEGMENT CHARACTER 229-230 OK "7"
.SEGMENT CHARACTER 260 OK "1"
.SEGMENT CHARACTER 262 OK "3"
.SEGMENT CHARACTER 268-269 OK "7"
.SEGMENT CHARACTER 271 OK "9"
.SEGMENT CHARACTER 299 OK "0"
.SEGMENT CHARACTER 300 OK "1"
.SEGMENT CHARACTER 303-304 OK "4"
.SEGMENT CHARACTER 307 OK "6"
.SEGMENT CHARACTER 308-309 OK "7"
.SEGMENT CHARACTER 340 OK "2"
.SEGMENT CHARACTER 341 OK "3"
.SEGMENT CHARACTER 344-345 OK "5"
.SEGMENT CHARACTER 347-348 OK "7"
.SEGMENT CHARACTER 377 OK "0"
.SEGMENT CHARACTER 379 OK "2"
.SEGMENT CHARACTER 386-387 OK "7"
.SEGMENT CHARACTER 417 OK "1"
.SEGMENT CHARACTER 419 OK "3"
.SEGMENT CHARACTER 422-423 OK "5"
.SEGMENT CHARACTER 426-427 OK "7"
.SEGMENT CHARACTER 428 OK "8"
.SEGMENT CHARACTER 429 OK "9"
.SEGMENT CHARACTER 456 OK "0"
.SEGMENT CHARACTER 457 OK "1"
.SEGMENT CHARACTER 458 OK "2"
.SEGMENT CHARACTER 459 OK "3"
.SEGMENT CHARACTER 460-461 OK "4"
.SEGMENT CHARACTER 464 OK "6"
.SEGMENT CHARACTER 465-466 OK "7"
.SEGMENT CHARACTER 468 OK "9"
.SEGMENT CHARACTER 496 OK "0"
.SEGMENT CHARACTER 499 OK "3"
.SEGMENT CHARACTER 500-501 OK "4"
.SEGMENT CHARACTER 502-503 OK "5"
.SEGMENT CHARACTER 504 OK "6"
.SEGMENT CHARACTER 505-506 OK "7"
.SEGMENT CHARACTER 535 OK "0"
.SEGMENT CHARACTER 536 OK "1"
.SEGMENT CHARACTER 539-540 OK "4"
.SEGMENT CHARACTER 541-542 OK "5"
.SEGMENT CHARACTER 543 OK "6"
.SEGMENT CHARACTER 546 OK "8"
.SEGMENT CHARACTER 575 OK "1"
.SEGMENT CHARACTER 576 OK "2"
.SEGMENT CHARACTER 577 OK "3"
.SEGMENT CHARACTER 582 OK "6"
.SEGMENT CHARACTER 583-584 OK "7"
.SEGMENT CHARACTER 586 OK "9"
.SEGMENT CHARACTER 615 OK "2"
.SEGMENT CHARACTER 616 OK "3"
.SEGMENT CHARACTER 617-618 OK "4"
.SEGMENT CHARACTER 652 OK "0"
.SEGMENT CHARACTER 656-657 OK "4"
.SEGMENT CHARACTER 658-659 OK "5"
.SEGMENT CHARACTER 660 OK "6"
.SEGMENT CHARACTER 663 OK "8"
.SEGMENT CHARACTER 664 OK "9"
.SEGMENT CHARACTER 692 OK "0"
.SEGMENT CHARACTER 696-697 OK "4"
.SEGMENT CHARACTER 700 OK "6"
.SEGMENT CHARACTER 701-702 OK "7"
.SEGMENT CHARACTER 703 OK "8"
.SEGMENT CHARACTER 704 OK "9"
.SEGMENT CHARACTER 732 OK "1"
.SEGMENT CHARACTER 734 OK "3"
.SEGMENT CHARACTER 735-736 OK "4"
.SEGMENT CHARACTER 739 OK "6"
.SEGMENT CHARACTER 774 OK "3"
