.VERSION 1.0
.INCLUDE kai/word.lex
.INCLUDE kai/kai1.doc
.INCLUDE kai/data/kai1/jjlee4.dat
.SEGMENT CHARACTER 2:23-2:25 OK  "\@"
.SEGMENT CHARACTER 3:0-3:2 OK  "\@"
.SEGMENT CHARACTER 10:38-10:42 OK  "\@"
.SEGMENT CHARACTER 10:99-10:102 OK  "\@"
.SEGMENT CHARACTER 11:0-11:13 OK  "\@"
.SEGMENT CHARACTER 12:65-12:81 OK  "\@"
.SEGMENT CHARACTER 12:123-12:124 OK  "\@"
.SEGMENT CHARACTER 12:165-12:166 OK  "\@"
.SEGMENT CHARACTER 14:70-14:73 OK  "\@"
.SEGMENT CHARACTER 14:102-14:103 OK  "\@"
.SEGMENT CHARACTER 14:134-14:137 OK  "\@"
.SEGMENT CHARACTER 15:0-15:3 OK  "\@"
.SEGMENT CHARACTER 15:46-15:52 OK  "\@"
.SEGMENT CHARACTER 16:45-16:48 OK  "\@"
.SEGMENT CHARACTER 16:112-16:113 OK  "\@"
.SEGMENT CHARACTER 16:136-16:148 OK  "\@"
.SEGMENT CHARACTER 16:172-16:183 OK  "\@"
.SEGMENT CHARACTER 17:0-18:2 OK  "\@"
.SEGMENT CHARACTER 19:28-19:41 OK  "\@"
.SEGMENT CHARACTER 20:0-20:5 OK  "\@"
.SEGMENT CHARACTER 21:45-21:55 OK  "\@"
.SEGMENT CHARACTER 21:97-21:98 OK  "\@"
.SEGMENT CHARACTER 21:138-21:143 OK  "\@"
.SEGMENT CHARACTER 23:0-23:10 OK  "\@"
.SEGMENT CHARACTER 37:48-37:53 OK  "\@"
.SEGMENT CHARACTER 37:118-37:121 OK  "\@"
.SEGMENT CHARACTER 38:0-38:13 OK  "\@"
.SEGMENT CHARACTER 39:29-39:42 OK  "\@"
.SEGMENT CHARACTER 39:84-39:87 OK  "\@"
.SEGMENT CHARACTER 39:121-39:123 OK  "\@"
.SEGMENT CHARACTER 39:145-39:146 OK  "\@"
.SEGMENT CHARACTER 39:176-39:179 OK  "\@"
.SEGMENT CHARACTER 40:0-41:3 OK  "\@"
.SEGMENT CHARACTER 45:46-45:50 OK  "\@"
.SEGMENT CHARACTER 45:78-45:81 OK  "\@"
.SEGMENT CHARACTER 45:114-45:123 OK  "\@"
.SEGMENT CHARACTER 46:38-46:51 OK  "\@"
.SEGMENT CHARACTER 46:91-46:91 OK  "\@"
.SEGMENT CHARACTER 49:28-49:29 OK  "\@"
.SEGMENT CHARACTER 50:0-51:9 OK  "\@"
.SEGMENT CHARACTER 52:28-52:29 OK  "\@"
.SEGMENT CHARACTER 63:32-63:44 OK  "\@"
