
.COMMENT Mandatory declarations---------------------------

.DATA_SOURCE AachenTechnicalUniversity
.DATA_ID atu
.START_SET
.COORD X Y T P
.HIERARCHY TEXT

.COMMENT Data documentation-------------------------------

.DATA_CONTACT Schmidt@techinfo.rwth-aachen.de
.DATA_INFO Alphabet: Latin
.PAD Digitizer tablet WACOM SD-420E

.COMMENT Unit System---------------------------------------

.X_POINTS_PER_INCH 1270
.Y_POINTS_PER_INCH 1270
.POINTS_PER_SECOND 200

.COMMENT Data annotations-----------------------------------

.DATE 10/27/1994
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID ABN02
.WRITER_ID ABN
.COUNTRY Germany
.HAND R
.AGE ?
.SEX F
.SKILL OK
.PEN_DOWN
0	0	0	0
0	0	0	1
4	5	633	2
8	11	1368	3
12	17	4085	5
16	24	9048	7
20	31	13930	8
24	38	18791	10
27	45	23713	11
29	53	28554	12
31	61	33354	13
33	70	38399	14
34	79	43240	15
34	87	48122	16
34	96	53024	17
32	104	58171	17
30	112	62971	18
27	117	67934	20
22	120	72713	21
17	122	77656	22
11	122	82435	23
5	120	87398	23
-3	115	92198	23
-13	108	97080	23
-25	98	101880	23
-38	84	106782	23
-52	68	111623	23
-69	49	116443	23
-85	27	121243	24
-102	4	126206	24
-118	-21	130985	24
-133	-46	135867	24
-146	-71	140749	25
-156	-94	145610	25
-164	-117	150471	25
-169	-139	155291	24
-173	-160	160091	24
-174	-179	165034	23
-173	-197	169854	23
-169	-213	174756	21
-163	-228	179964	20
-156	-239	185029	18
-147	-249	189870	17
-136	-254	194956	16
-125	-256	199838	14
-111	-255	204781	13
-97	-251	209581	13
-83	-245	214524	12
-70	-235	219344	12
-57	-224	224226	11
-45	-213	229046	11
-35	-200	234091	11
-26	-188	238993	11
-19	-178	243772	11
-13	-169	248837	11
-10	-163	253698	11
-8	-160	258600	11
-7	-163	267648	12
-8	-170	272509	12
-10	-182	277391	12
-11	-198	282416	12
-13	-217	287318	13
-14	-239	292159	14
-15	-264	297163	15
-16	-291	302004	16
-17	-320	306967	17
-18	-349	311767	18
-20	-377	316812	19
-21	-405	321612	21
-24	-433	326555	21
-26	-461	331416	22
-29	-489	336420	23
-32	-516	341138	23
-36	-543	346040	23
-41	-569	350779	23
-46	-594	355722	24
-52	-617	360542	24
-58	-639	365485	24
-66	-659	370244	24
-74	-676	375166	25
-82	-691	379966	25
-90	-704	384868	25
-99	-716	389729	26
-109	-725	394590	26
-120	-732	399410	26
-133	-736	404353	25
-147	-738	409173	25
-163	-738	414095	24
-180	-735	419160	23
-198	-730	423837	23
-216	-722	428637	23
-235	-711	433580	22
-254	-697	438421	22
-271	-683	443303	22
-285	-666	448164	22
-298	-649	453046	23
-308	-632	458009	23
-315	-615	462870	23
-321	-597	467731	23
-323	-581	472592	23
-323	-564	477433	23
-321	-548	482294	23
-317	-532	487114	23
-311	-516	492118	23
-302	-500	496918	22
-292	-483	501820	21
-280	-466	506661	19
-266	-449	511645	18
-249	-432	516547	16
-231	-415	521367	14
-211	-397	526269	12
-190	-379	531355	10
-169	-361	536175	8
-147	-343	541159	7
-124	-326	545979	5
-102	-308	550963	4
-82	-292	555661	3
-62	-276	560604	2
-43	-262	565465	1
-25	-250	570387	1
-9	-238	575166	1
5	-228	580129	1
18	-219	584949	1
29	-212	589892	1
39	-206	594774	1
47	-200	599635	1
55	-195	604517	1
62	-190	609399	2
68	-187	614281	2
73	-184	619224	2
78	-181	624065	3
83	-179	628947	4
88	-180	634053	5
92	-183	639118	7
95	-189	643877	9
97	-198	648799	10
99	-208	653578	13
101	-220	658378	16
102	-234	663157	17
102	-250	668059	19
101	-265	672859	21
100	-279	678067	22
99	-292	682806	22
99	-303	687831	23
98	-312	692651	23
98	-319	697573	23
99	-324	702434	23
100	-327	707377	23
101	-329	712320	23
102	-329	717079	23
104	-328	722165	23
106	-326	726965	23
108	-323	731867	23
111	-319	736667	24
114	-314	741712	24
118	-307	746430	25
123	-297	751393	25
129	-285	756275	25
135	-271	761157	26
143	-255	765936	26
151	-237	770858	26
161	-218	775637	26
171	-199	780580	26
182	-181	785421	25
194	-165	790303	25
206	-150	795103	25
217	-137	799985	25
228	-127	804805	24
238	-119	809707	24
248	-112	814527	24
256	-108	819490	23
262	-105	824310	23
266	-104	829212	23
269	-104	834155	23
271	-104	838975	23
272	-106	843775	23
272	-110	848820	23
270	-115	853538	23
269	-122	858501	23
266	-130	863158	23
264	-140	868162	23
261	-150	872901	24
258	-163	877844	25
256	-175	882603	25
253	-188	887587	26
252	-200	892326	26
250	-210	897289	26
250	-220	902109	25
250	-230	906991	25
250	-238	911791	24
251	-245	916734	23
252	-250	921534	23
254	-254	926538	22
256	-256	931399	21
258	-257	936260	19
261	-258	941080	18
264	-257	946023	17
267	-255	950762	16
271	-252	955807	15
275	-248	960627	15
279	-243	965488	15
285	-235	970349	15
291	-225	975374	16
297	-215	980256	16
303	-204	985076	16
310	-193	989958	16
