
.COMMENT Mandatory declarations---------------------------

.DATA_SOURCE AachenTechnicalUniversity
.DATA_ID atu
.START_SET
.COORD X Y T P
.HIERARCHY TEXT

.COMMENT Data documentation-------------------------------

.DATA_CONTACT Schmidt@techinfo.rwth-aachen.de
.DATA_INFO Alphabet: Latin
.PAD Digitizer tablet WACOM SD-420E

.COMMENT Unit System---------------------------------------

.X_POINTS_PER_INCH 1270
.Y_POINTS_PER_INCH 1270
.POINTS_PER_SECOND 200

.COMMENT Data annotations-----------------------------------

.DATE 10 27 1994
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID AAL05
.WRITER_ID AAL
.COUNTRY Germany
.HAND R
.AGE ?
.SEX M
.SKILL OK
.PEN_DOWN
0	0	0	0
0	0	0	3
5	4	531	7
9	7	1083	10
12	11	5495	15
15	13	10295	19
17	16	15177	23
18	19	19956	27
17	18	24981	30
15	17	29760	31
13	16	34703	32
12	14	44037	32
12	12	48796	33
13	8	53718	33
14	-1	58538	33
16	-14	63420	34
19	-32	68240	34
23	-53	73122	34
26	-80	77983	35
30	-112	82946	35
33	-147	87746	36
36	-185	92648	37
38	-222	97427	37
38	-258	102309	38
38	-293	107129	38
37	-326	111990	38
36	-355	116872	38
34	-381	121815	38
33	-401	126656	38
31	-417	131497	38
30	-429	136379	38
29	-437	141240	38
29	-442	146081	38
28	-444	151065	38
29	-441	155804	37
29	-435	160788	37
28	-424	165567	36
28	-409	170530	36
27	-388	175452	36
27	-363	180293	35
27	-332	185134	35
28	-296	190077	35
30	-257	194897	35
32	-216	199901	35
36	-173	204640	35
42	-130	209583	36
50	-87	214362	36
61	-48	219305	37
73	-12	224105	37
86	18	229150	38
101	44	233970	38
116	63	238892	38
131	76	243651	38
146	81	248819	39
159	81	253639	39
170	74	258582	39
180	63	263382	38
187	47	268264	38
191	27	273125	39
192	5	277966	39
190	-20	282827	39
184	-46	287770	40
175	-72	292509	40
163	-96	297472	41
148	-118	302272	42
133	-137	307460	43
116	-153	311913	44
100	-166	316795	45
84	-175	321554	45
71	-181	326415	46
59	-184	331235	46
50	-186	336260	46
43	-185	340917	46
40	-182	345778	45
41	-178	350639	43
44	-174	355541	40
51	-169	360484	36
62	-166	365304	32
73	-166	370063	26
87	-168	375026	21
103	-171	379846	15
122	-176	384789	10
143	-181	389609	5
167	-187	394572	2
193	-192	399372	0
439	-185	449353	0
445	-181	454132	4
446	-179	459177	9
445	-175	463956	13
441	-172	468899	17
436	-169	473801	22
428	-165	478744	25
418	-162	483564	29
405	-162	488486	32
389	-163	493265	33
372	-165	498167	33
354	-169	502987	34
335	-175	507909	36
315	-185	512750	37
295	-197	517632	38
275	-212	522493	40
257	-229	527415	41
241	-248	532276	42
227	-269	537158	43
217	-291	541978	43
211	-314	546839	44
209	-336	551741	44
212	-357	556623	44
220	-376	561423	45
231	-393	566345	45
247	-406	571267	45
266	-417	576006	45
289	-422	580806	45
313	-423	585769	45
339	-420	590548	45
365	-412	595491	45
390	-401	600311	45
413	-386	605274	44
434	-368	610094	44
453	-348	615078	43
468	-329	619817	42
480	-310	624760	41
488	-292	629580	41
493	-276	634482	40
497	-264	639302	40
498	-255	644245	40
497	-249	649147	40
494	-245	654049	41
491	-243	658828	41
487	-243	663914	41
483	-245	668796	42
479	-248	673739	42
474	-254	678518	42
469	-260	683400	42
465	-268	688261	41
461	-278	693183	41
458	-291	697942	41
456	-305	703212	41
455	-320	707706	41
455	-335	712608	42
458	-351	717449	42
462	-366	722371	42
467	-380	727110	43
476	-393	732073	43
486	-403	736812	43
498	-411	741714	44
511	-417	746534	44
526	-421	751497	44
542	-422	756317	44
558	-420	761260	44
573	-417	766080	44
587	-412	770962	44
599	-405	775741	44
610	-397	780704	43
620	-389	785606	43
627	-380	790426	42
633	-370	795512	42
637	-360	800659	42
639	-351	805438	41
641	-343	810422	41
642	-337	815222	41
642	-332	820349	41
641	-329	825128	41
640	-326	830091	41
638	-326	839037	42
639	-326	858298	41
641	-327	863323	41
643	-328	868388	41
645	-328	873147	41
647	-329	878090	40
650	-330	882829	40
654	-331	887976	40
659	-332	892755	40
665	-331	897759	40
672	-328	902620	40
682	-324	907440	39
692	-319	912240	38
703	-313	917183	37
714	-307	921983	36
726	-301	926946	35
737	-296	931889	34
746	-292	936689	33
753	-289	941714	32
758	-288	946391	32
762	-288	951395	32
764	-290	956215	32
765	-293	961158	32
