
.COMMENT Mandatory declarations---------------------------

.DATA_SOURCE AachenTechnicalUniversity
.DATA_ID atu
.START_SET
.COORD X Y T P
.HIERARCHY TEXT

.COMMENT Data documentation-------------------------------

.DATA_CONTACT Schmidt@techinfo.rwth-aachen.de
.DATA_INFO Alphabet: Latin
.PAD Digitizer tablet WACOM SD-420E

.COMMENT Unit System---------------------------------------

.X_POINTS_PER_INCH 1270
.Y_POINTS_PER_INCH 1270
.POINTS_PER_SECOND 200

.COMMENT Data annotations-----------------------------------

.DATE 10 27 1994
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID ABA01
.WRITER_ID ABA
.COUNTRY Germany
.HAND L
.AGE ?
.SEX M
.SKILL OK
.PEN_DOWN
0	0	0	0
0	0	0	2
3	12	592	5
5	22	4085	8
7	30	9028	12
9	36	13828	16
10	39	18750	18
10	41	23611	21
10	42	28574	23
10	41	33353	24
9	40	38398	26
8	38	43484	26
8	35	48570	27
7	29	53411	27
6	20	58599	27
5	7	63419	28
4	-9	68382	29
4	-29	73672	29
3	-52	78063	30
3	-80	82863	31
3	-109	87745	32
3	-139	92524	33
6	-169	97487	33
7	-199	102471	34
9	-228	107250	34
10	-255	112336	34
12	-281	117054	34
14	-304	121997	34
15	-324	126838	34
16	-340	131781	34
16	-353	136560	34
17	-362	141544	34
17	-369	146385	34
18	-373	151614	34
17	-375	156148	35
17	-373	161193	35
18	-368	165952	35
21	-359	170834	35
27	-348	175613	35
33	-335	180576	35
39	-321	185376	34
46	-306	190258	34
55	-291	195140	33
65	-275	200042	33
75	-263	204842	33
83	-254	209846	33
90	-248	214605	33
95	-243	219568	34
101	-240	224327	34
107	-237	229535	35
111	-235	234110	35
115	-234	238849	35
117	-234	243588	36
119	-234	248470	36
120	-233	253270	37
122	-231	262420	36
120	-230	271673	36
117	-230	276698	35
113	-232	281437	35
107	-234	286380	35
100	-238	291200	35
91	-241	296122	34
81	-246	300942	34
71	-251	305742	34
61	-256	310644	34
50	-260	315689	34
41	-264	320325	34
32	-266	325288	33
26	-267	330088	32
21	-268	334949	31
17	-268	339769	29
15	-267	344712	27
13	-266	349471	24
12	-265	354475	21
12	-263	359275	16
13	-260	364218	12
15	-255	369120	8
19	-248	374063	4
25	-239	378883	1
32	-228	383908	0
125	-6	457826	0
130	5	462789	1
135	14	467977	4
139	22	472532	7
143	29	477373	9
146	32	482275	12
149	33	487075	14
150	31	492038	17
151	26	496920	19
151	16	501842	21
150	-1	506989	22
149	-21	512075	23
148	-44	516957	24
147	-71	521961	25
146	-101	526904	27
146	-133	531806	28
145	-165	536606	29
145	-196	541774	30
145	-223	546349	31
146	-248	551353	31
146	-272	556235	32
147	-293	561055	33
148	-311	565977	33
149	-326	570838	33
151	-337	575822	33
152	-345	580744	32
154	-350	585523	31
157	-352	590425	29
159	-352	595286	26
160	-351	600208	23
160	-348	605069	18
160	-345	609910	13
160	-340	614975	9
161	-335	620143	5
163	-329	624779	1
166	-322	629701	0
250	-259	683889	0
259	-253	688628	2
268	-247	693591	5
277	-241	698391	8
285	-234	703456	12
292	-228	708297	16
298	-223	713424	19
301	-218	718203	22
302	-214	723207	24
303	-210	727946	26
302	-207	732909	28
300	-202	737729	29
297	-197	742651	31
295	-192	747819	32
291	-188	752394	33
288	-183	757194	33
285	-179	762076	33
281	-176	766896	34
277	-175	771900	34
272	-175	776639	34
268	-178	781602	34
263	-183	786463	34
258	-190	791385	34
253	-199	796124	34
248	-210	800965	34
245	-223	805847	34
241	-236	810810	34
240	-249	815630	34
239	-261	820552	35
239	-273	825740	35
239	-283	830785	35
240	-291	835667	35
240	-298	840692	36
241	-303	845574	36
242	-305	850537	37
245	-305	855337	38
249	-303	860321	38
254	-298	865039	39
260	-292	870084	39
267	-283	874782	39
275	-274	879827	40
284	-264	884688	39
292	-254	889570	39
299	-245	894492	39
305	-238	899517	39
309	-232	904889	39
313	-227	909035	39
315	-223	914060	39
317	-220	918860	38
319	-218	923782	38
321	-217	928541	38
322	-216	933566	37
324	-216	942859	36
326	-218	947618	35
327	-222	952581	35
330	-228	957360	34
332	-235	962364	34
334	-242	967164	34
336	-251	972025	34
339	-261	976968	34
342	-272	981768	35
345	-282	986895	35
349	-291	991531	36
352	-299	996331	37
355	-307	1001253	38
359	-315	1006073	39
363	-322	1011118	40
367	-327	1015836	41
371	-331	1020820	42
375	-333	1025620	43
380	-332	1030563	44
386	-331	1035302	44
392	-328	1040245	45
399	-324	1045127	45
405	-319	1050090	45
412	-313	1054829	45
418	-306	1059772	45
424	-300	1064919	45
429	-294	1069555	45
433	-289	1074294	45
435	-283	1079155	44
437	-278	1083975	44
439	-274	1088918	44
440	-270	1093738	44
441	-267	1098681	44
442	-264	1103501	44
443	-262	1108709	43
445	-261	1117798	42
446	-261	1122618	41
446	-262	1127561	40
447	-265	1132402	40
447	-269	1137284	39
448	-275	1142166	39
448	-281	1147048	38
448	-288	1151848	38
448	-296	1156811	38
449	-305	1161693	38
450	-313	1166595	38
452	-320	1171415	39
455	-327	1176297	39
459	-332	1181117	39
463	-337	1186121	40
468	-340	1190921	41
473	-343	1195843	41
479	-344	1200561	42
486	-343	1205504	42
494	-339	1210324	43
502	-335	1215349	43
510	-329	1220231	43
518	-322	1225113	44
525	-315	1229933	44
532	-308	1235039	44
538	-302	1239737	44
544	-296	1244680	44
549	-292	1249521	44
