.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1713
.WRITER_ID gs

.PEN_DOWN
3212 2818 650202
3224 2822 650217
3232 2834 650232
3236 2846 650247
3236 2860 650262
3222 2870 650277
3202 2868 650292
3172 2840 650307
3138 2796 650322
3122 2740 650337
3128 2722 650352
3164 2722 650367
3214 2744 650382
3266 2798 650397
3308 2836 650412
3339 2883 650427
3361 2921 650442
3373 2955 650457
3373 2955 650472
3355 2935 650487
3321 2889 650502
3292 2832 650517
3268 2776 650532
3268 2744 650547
3292 2732 650562
3327 2740 650577
3359 2760 650592
3389 2784 650607
3407 2826 650622
3413 2842 650637
3411 2842 650652
3401 2826 650667
3377 2788 650682
3375 2756 650697
3375 2728 650712
3395 2722 650727
3437 2734 650742
3459 2750 650757
3471 2772 650772
3483 2792 650787
3495 2816 650802
3495 2818 650817
3491 2810 650832
3479 2788 650847
3473 2748 650862
3483 2730 650877
3505 2724 650892
3547 2736 650907
.PEN_UP
