.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1370
.WRITER_ID gs

.PEN_DOWN
3254 3003 349158
3254 3005 349173
3262 3005 349188
3262 3023 349203
3262 3045 349218
3244 3067 349233
3224 3067 349248
3188 3049 349263
3154 3019 349278
3128 2979 349293
3130 2957 349308
3170 2957 349323
3220 2977 349338
3278 3017 349353
3318 3051 349368
3345 3087 349383
3377 3129 349398
3397 3163 349413
3397 3163 349428
3391 3153 349443
3369 3129 349458
3331 3065 349473
3308 3019 349488
3288 2981 349503
3288 2961 349518
3316 2959 349533
3347 2973 349548
3375 2993 349563
3395 3017 349578
3411 3035 349593
3411 3035 349608
3407 3029 349623
3387 3017 349638
3375 2991 349653
3369 2969 349668
3373 2953 349683
3407 2947 349698
3441 2953 349713
3465 2965 349728
3489 2983 349743
3505 3005 349758
3507 3025 349773
3507 3035 349788
3501 3035 349803
3485 3017 349818
3475 2989 349833
3475 2965 349848
3481 2941 349863
3525 2937 349878
.PEN_UP
.PEN_DOWN
3457 3159 349968
3457 3161 349983
3475 3169 349998
3483 3173 350013
.PEN_UP
