.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1213
.WRITER_ID gs

.PEN_DOWN
3264 2786 3380469
3264 2794 3380484
3272 2798 3380499
3272 2808 3380514
3264 2820 3380529
3250 2820 3380544
3212 2808 3380559
3174 2762 3380574
3142 2726 3380589
3142 2696 3380604
3160 2690 3380619
3232 2714 3380634
3292 2750 3380649
3325 2790 3380664
3353 2826 3380679
3389 2874 3380694
3411 2907 3380709
3411 2923 3380724
3409 2925 3380739
3377 2899 3380754
3345 2858 3380769
3314 2804 3380784
3278 2736 3380799
3278 2702 3380814
3298 2688 3380829
3333 2690 3380844
3371 2706 3380859
3389 2724 3380874
3407 2748 3380889
3421 2770 3380904
3423 2786 3380919
3423 2784 3380934
3409 2774 3380949
3395 2748 3380964
3385 2712 3380979
3389 2698 3380994
3413 2694 3381009
3441 2698 3381024
3473 2726 3381039
3497 2744 3381054
3511 2766 3381069
3515 2774 3381084
3509 2774 3381099
3499 2760 3381114
3497 2738 3381129
3497 2712 3381144
3513 2688 3381159
3541 2686 3381174
.PEN_UP
