.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1630
.WRITER_ID gs

.PEN_DOWN
3453 2266 89638
3463 2278 89653
3465 2294 89668
3465 2306 89683
3453 2318 89698
3423 2318 89713
3393 2300 89728
3361 2270 89743
3341 2230 89758
3343 2216 89773
3375 2216 89788
3419 2230 89803
3465 2270 89818
3507 2304 89833
3545 2340 89848
3581 2380 89863
3617 2420 89878
3621 2430 89893
3621 2430 89908
3595 2402 89923
3575 2364 89938
3545 2320 89953
3523 2280 89968
3521 2250 89983
3533 2248 89998
3573 2252 90013
3599 2274 90028
3627 2306 90043
3647 2324 90058
3653 2334 90073
3653 2334 90088
3631 2314 90103
3615 2292 90118
3613 2268 90133
3613 2256 90148
3643 2252 90163
3675 2262 90178
3703 2278 90193
3723 2300 90208
3742 2330 90223
3744 2344 90238
3744 2346 90253
3738 2346 90268
3725 2326 90283
3717 2306 90298
3717 2278 90313
3719 2262 90328
3764 2262 90343
3802 2282 90358
.PEN_UP
.PEN_DOWN
3735 2472 90463
3735 2472 90478
3735 2472 90493
.PEN_UP
