.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1756
.WRITER_ID gs

.PEN_DOWN
4186 2698 431710
4196 2686 431725
4196 2676 431740
4194 2652 431755
4174 2592 431770
4160 2556 431785
4154 2540 431800
.PEN_UP
.PEN_DOWN
4274 2728 431935
4272 2730 431950
4256 2736 431965
4230 2740 431980
4184 2730 431995
.PEN_UP
.PEN_DOWN
4196 2618 432190
4196 2620 432205
4196 2622 432220
4170 2620 432235
4133 2616 432250
4087 2610 432265
.PEN_UP
.PEN_DOWN
4274 2630 432445
4286 2634 432460
4294 2640 432475
4296 2646 432490
4294 2652 432505
4280 2656 432520
4262 2654 432535
4252 2642 432550
4236 2632 432565
4226 2598 432580
4226 2582 432595
4234 2574 432610
4254 2572 432625
4274 2580 432640
4296 2588 432655
4308 2596 432670
4320 2604 432685
4322 2604 432700
4322 2598 432715
4322 2584 432730
4326 2572 432745
4350 2570 432760
.PEN_UP
.PEN_DOWN
4474 2770 432910
4474 2766 432925
4460 2766 432940
4450 2752 432955
4440 2732 432970
4424 2698 432985
4402 2644 433000
4392 2600 433015
4392 2576 433030
4396 2570 433045
4420 2580 433060
4436 2594 433075
4450 2610 433090
4458 2618 433105
4458 2618 433120
4458 2614 433135
4458 2606 433150
4458 2598 433165
4464 2590 433180
4478 2584 433195
4488 2584 433210
4502 2584 433225
4512 2574 433240
4518 2568 433255
4518 2560 433270
4518 2560 433285
4526 2576 433300
4532 2598 433315
4536 2620 433330
4536 2642 433345
4526 2646 433360
4520 2646 433375
4518 2640 433390
4518 2634 433405
4536 2630 433420
.PEN_UP
.PEN_DOWN
4710 2794 433585
4710 2802 433600
4710 2802 433615
4706 2802 433630
4698 2782 433645
4682 2744 433660
4664 2686 433675
4638 2604 433690
4636 2566 433705
4636 2558 433720
4636 2558 433735
4634 2578 433750
4630 2602 433765
4628 2616 433780
4618 2628 433795
4608 2638 433810
4600 2642 433825
4600 2648 433840
4602 2650 433855
4624 2662 433870
4650 2676 433885
.PEN_UP
