.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Wacom HD-648A LCD Digitizer
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 508
.Y_POINTS_PER_INCH 508
.POINTS_PER_SECOND 66

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID gsaa1868
.WRITER_ID gs

.PEN_DOWN
5073 2722 1222246
5087 2722 1222261
5093 2720 1222276
5093 2708 1222291
5083 2688 1222306
5059 2640 1222321
5041 2612 1222336
5031 2602 1222351
5031 2602 1222366
5031 2626 1222381
5053 2668 1222396
5071 2706 1222411
5081 2738 1222426
5087 2764 1222441
5087 2768 1222456
5073 2764 1222471
5051 2750 1222486
5031 2734 1222501
5029 2730 1222516
5033 2728 1222531
5063 2736 1222546
5111 2750 1222561
5139 2762 1222576
5171 2770 1222591
5191 2770 1222606
5191 2758 1222621
5191 2732 1222636
5173 2700 1222651
5141 2648 1222666
5137 2624 1222681
5137 2622 1222696
.PEN_UP
.PEN_DOWN
5227 2682 1222831
5223 2692 1222846
5223 2694 1222861
5223 2692 1222876
5213 2672 1222891
5195 2640 1222906
5193 2620 1222921
5193 2610 1222936
.PEN_UP
.PEN_DOWN
5341 2792 1223101
5341 2802 1223116
5337 2800 1223131
5333 2788 1223146
5313 2766 1223161
5299 2726 1223176
5267 2664 1223191
5265 2644 1223206
5265 2642 1223221
5275 2648 1223236
5311 2690 1223251
5341 2724 1223266
5359 2754 1223281
5381 2780 1223296
5395 2808 1223311
5397 2810 1223326
5397 2806 1223341
5379 2784 1223356
5357 2742 1223371
5337 2702 1223386
5319 2664 1223401
5311 2632 1223416
5311 2622 1223431
5309 2624 1223446
5303 2642 1223461
5299 2666 1223476
5279 2684 1223491
5265 2692 1223506
5259 2692 1223521
5257 2692 1223536
5257 2692 1223551
5265 2688 1223566
5277 2692 1223581
5299 2698 1223596
.PEN_UP
.PEN_DOWN
5397 2708 1223731
5397 2710 1223746
5397 2712 1223761
5395 2712 1223776
5391 2706 1223791
5379 2694 1223806
5365 2672 1223821
5361 2642 1223836
5365 2626 1223851
5379 2622 1223866
5407 2622 1223881
5433 2632 1223896
5441 2642 1223911
5449 2642 1223926
5451 2642 1223941
5451 2632 1223956
5457 2626 1223971
5469 2626 1223986
5481 2632 1224001
5489 2646 1224016
5493 2656 1224031
5493 2670 1224046
5487 2690 1224061
5481 2706 1224076
5481 2708 1224091
5481 2706 1224106
5481 2704 1224121
5487 2692 1224136
5501 2686 1224151
.PEN_UP
.PEN_DOWN
5571 2684 1224256
5569 2684 1224271
5569 2690 1224286
5565 2694 1224301
5555 2704 1224316
5541 2704 1224331
5533 2704 1224346
5515 2686 1224361
5507 2660 1224376
5507 2638 1224391
5513 2630 1224406
5543 2630 1224421
5561 2644 1224436
5571 2658 1224451
5571 2668 1224466
.PEN_UP
.PEN_DOWN
5651 2700 1224646
5651 2704 1224661
5651 2708 1224676
5643 2714 1224691
5633 2714 1224706
5615 2708 1224721
5607 2694 1224736
5607 2670 1224751
5609 2656 1224766
5633 2648 1224781
5667 2652 1224796
5693 2670 1224811
5731 2714 1224826
5749 2752 1224841
5767 2798 1224856
5767 2830 1224871
5767 2846 1224886
5747 2836 1224901
5731 2806 1224916
5707 2758 1224931
5683 2698 1224946
5675 2664 1224961
5679 2650 1224976
5697 2646 1224991
5725 2648 1225006
5745 2658 1225021
5753 2662 1225036
5757 2662 1225051
5761 2644 1225066
5767 2626 1225081
5773 2622 1225096
5787 2622 1225111
.PEN_UP
.PEN_DOWN
5223 2862 1225351
5223 2858 1225366
5223 2856 1225381
5233 2856 1225396
.PEN_UP
