.VERSION 1.0
.INCLUDE kai/word.lex
.INCLUDE kai/kai1.doc
.INCLUDE kai/data/kai1/jhkim5.dat
.SEGMENT CHARACTER 1:20-1:42 OK  "s"
.SEGMENT CHARACTER 1:0-1:16 OK  "i"
.SEGMENT CHARACTER 1:17-1:19 OK  "\@"
.SEGMENT CHARACTER 2:0-2:2 OK  "\@"
.SEGMENT CHARACTER 3:0-3:37 OK  "b"
.SEGMENT CHARACTER 3:38-3:41 OK  "\@"
.SEGMENT CHARACTER 3:42-3:73 OK  "u"
.SEGMENT CHARACTER 3:74-3:76 OK  "\@"
.SEGMENT CHARACTER 3:77-4:10 OK  "t"
.SEGMENT CHARACTER 6:0-6:26 OK  "r"
.SEGMENT CHARACTER 6:27-6:31 OK  "\@"
.SEGMENT CHARACTER 6:32-6:54 OK  "e"
.SEGMENT CHARACTER 6:55-6:56 OK  "\@"
.SEGMENT CHARACTER 6:57-6:83 OK  "e"
.SEGMENT CHARACTER 7:0-7:43 OK  "d"
.SEGMENT CHARACTER 8:0-8:29 OK  "t"
.SEGMENT CHARACTER 8:30-8:45 OK  "\@"
.SEGMENT CHARACTER 8:46-8:74 OK  "h"
.SEGMENT CHARACTER 8:75-8:76 OK  "\@"
.SEGMENT CHARACTER 8:77-8:99 OK  "e"
.SEGMENT CHARACTER 9:0-9:13 OK  "\@"
.SEGMENT CHARACTER 10:0-10:46 OK  "m"
.SEGMENT CHARACTER 10:47-10:50 OK  "\@"
.SEGMENT CHARACTER 10:51-10:75 OK  "o"
.SEGMENT CHARACTER 10:76-10:77 OK  "\@"
.SEGMENT CHARACTER 10:78-10:102 OK  "s"
.SEGMENT CHARACTER 10:103-11:9 OK  "t"
.SEGMENT CHARACTER 13:0-13:27 OK  "t"
.SEGMENT CHARACTER 13:28-13:29 OK  "\@"
.SEGMENT CHARACTER 13:30-13:76 OK  "h"
.SEGMENT CHARACTER 13:77-13:94 OK  "i"
.SEGMENT CHARACTER 13:95-13:100 OK  "\@"
.SEGMENT CHARACTER 13:101-13:122 OK  "n"
.SEGMENT CHARACTER 13:123-13:179 OK  "g"
.SEGMENT CHARACTER 14:0-15:4 OK  "\@"
.SEGMENT CHARACTER 18:0-18:31 OK  "n"
.SEGMENT CHARACTER 18:32-18:41 OK  "\@"
.SEGMENT CHARACTER 18:42-19:29 OK  "a"
.SEGMENT CHARACTER 19:30-19:32 OK  "\@"
.SEGMENT CHARACTER 19:33-19:60 OK  "t"
.SEGMENT CHARACTER 19:61-19:71 OK  "\@"
.SEGMENT CHARACTER 19:72-19:104 OK  "u"
.SEGMENT CHARACTER 19:105-19:107 OK  "\@"
.SEGMENT CHARACTER 19:108-19:130 OK  "r"
.SEGMENT CHARACTER 19:131-19:131 OK  "\@"
.SEGMENT CHARACTER 19:132-19:156 OK  "e"
.SEGMENT CHARACTER 20:0-20:9 OK  "\@"
.SEGMENT CHARACTER 24:0-24:16 OK  "i"
.SEGMENT CHARACTER 24:17-24:18 OK  "\@"
.SEGMENT CHARACTER 24:19-24:40 OK  "s"
.SEGMENT CHARACTER 25:0-25:9 OK  "\@"
.SEGMENT CHARACTER 31:0-31:23 OK  "r"
.SEGMENT CHARACTER 31:24-31:26 OK  "\@"
.SEGMENT CHARACTER 31:27-31:47 OK  "e"
.SEGMENT CHARACTER 31:48-31:48 OK  "\@"
.SEGMENT CHARACTER 31:49-31:62 OK  "e"
.SEGMENT CHARACTER 31:63-31:66 OK  "\@"
.SEGMENT CHARACTER 32:0-32:38 OK  "d"
.SEGMENT CHARACTER 33:0-33:30 OK  "t"
.SEGMENT CHARACTER 33:31-33:33 OK  "\@"
.SEGMENT CHARACTER 33:34-33:76 OK  "h"
.SEGMENT CHARACTER 33:77-33:78 OK  "\@"
.SEGMENT CHARACTER 33:79-33:98 OK  "e"
.SEGMENT CHARACTER 34:0-34:8 OK  "\@"
.SEGMENT CHARACTER 38:0-38:29 OK  "u"
.SEGMENT CHARACTER 38:30-38:38 OK  "\@"
.SEGMENT CHARACTER 38:39-38:69 OK  "n"
.SEGMENT CHARACTER 38:70-38:72 OK  "\@"
.SEGMENT CHARACTER 38:73-38:89 OK  "i"
.SEGMENT CHARACTER 38:90-38:100 OK  "\@"
.SEGMENT CHARACTER 38:101-38:124 OK  "v"
.SEGMENT CHARACTER 38:125-38:149 OK  "e"
.SEGMENT CHARACTER 38:150-38:152 OK  "\@"
.SEGMENT CHARACTER 38:153-38:173 OK  "r"
.SEGMENT CHARACTER 38:174-38:175 OK  "\@"
.SEGMENT CHARACTER 38:176-38:202 OK  "s"
.SEGMENT CHARACTER 38:203-38:205 OK  "\@"
.SEGMENT CHARACTER 38:206-38:234 OK  "e"
.SEGMENT CHARACTER 39:0-39:2 OK  "\@"
.SEGMENT CHARACTER 42:0-42:29 OK  "n"
.SEGMENT CHARACTER 42:30-42:37 OK  "\@"
.SEGMENT CHARACTER 42:38-42:65 OK  "o"
.SEGMENT CHARACTER 42:66-42:66 OK  "\@"
.SEGMENT CHARACTER 42:67-43:9 OK  "t"
.SEGMENT CHARACTER 50:0-50:15 OK  "c"
.SEGMENT CHARACTER 50:16-50:17 OK  "\@"
.SEGMENT CHARACTER 50:18-50:38 OK  "r"
.SEGMENT CHARACTER 50:39-50:48 OK  "\@"
.SEGMENT CHARACTER 50:49-50:79 OK  "u"
.SEGMENT CHARACTER 50:80-50:80 OK  "\@"
.SEGMENT CHARACTER 50:81-50:106 OK  "s"
.SEGMENT CHARACTER 50:107-50:108 OK  "\@"
.SEGMENT CHARACTER 50:109-50:160 OK  "h"
.SEGMENT CHARACTER 51:0-51:41 OK  "h"
.SEGMENT CHARACTER 51:42-51:43 OK  "\@"
.SEGMENT CHARACTER 51:44-51:58 OK  "i"
