.VERSION 1.0
.INCLUDE kai/word.lex
.INCLUDE kai/kai1.doc
.INCLUDE kai/data/kai1/kclee6.dat
.SEGMENT CHARACTER 0:0-0:71 OK  "A"
.SEGMENT CHARACTER 1:0-2:15 OK  "F"
.SEGMENT CHARACTER 3:0-3:40 OK  "T"
.SEGMENT CHARACTER 4:0-4:48 OK  "E"
.SEGMENT CHARACTER 4:49-5:70 OK  "R"
.SEGMENT CHARACTER 6:0-8:8 OK  "A"
.SEGMENT CHARACTER 9:0-10:15 OK  "G"
.SEGMENT CHARACTER 11:0-11:52 OK  "O"
.SEGMENT CHARACTER 12:0-12:59 OK  "A"
.SEGMENT CHARACTER 12:60-14:1 OK  "L"
.SEGMENT CHARACTER 14:2-14:69 OK  "S"
.SEGMENT CHARACTER 15:0-15:60 OK  "O"
.SEGMENT CHARACTER 16:0-16:109 OK  "B"
.SEGMENT CHARACTER 17:0-17:64 OK  "A"
.SEGMENT CHARACTER 18:0-18:44 OK  "C"
.SEGMENT CHARACTER 19:0-20:42 OK  "K"
.SEGMENT CHARACTER 21:0-22:53 OK  "B"
.SEGMENT CHARACTER 23:0-23:69 OK  "O"
.SEGMENT CHARACTER 23:70-23:113 OK  "T"
.SEGMENT CHARACTER 24:0-25:52 OK  "H"
.SEGMENT CHARACTER 26:0-27:53 OK  "B"
.SEGMENT CHARACTER 28:0-28:60 OK  "U"
.SEGMENT CHARACTER 29:0-30:19 OK  "T"
.SEGMENT CHARACTER 47:0-47:82 OK  "D"
.SEGMENT CHARACTER 48:0-48:49 OK  "O"
.SEGMENT CHARACTER 49:0-50:34 OK  "D"
.SEGMENT CHARACTER 51:0-51:46 OK  "O"
.SEGMENT CHARACTER 52:0-52:67 OK  "W"
.SEGMENT CHARACTER 53:0-53:57 OK  "N"
.SEGMENT CHARACTER 54:0-56:10 OK  "E"
.SEGMENT CHARACTER 57:0-59:8 OK  "A"
.SEGMENT CHARACTER 60:0-60:36 OK  "C"
.SEGMENT CHARACTER 61:0-63:26 OK  "H"
.SEGMENT CHARACTER 66:0-66:59 OK  "E"
.SEGMENT CHARACTER 67:0-67:56 OK  "V"
.SEGMENT CHARACTER 68:0-68:61 OK  "E"
.SEGMENT CHARACTER 69:0-69:84 OK  "R"
.SEGMENT CHARACTER 70:0-70:78 OK  "Y"
.SEGMENT CHARACTER 71:0-73:11 OK  "F"
.SEGMENT CHARACTER 74:0-76:6 OK  "A"
.SEGMENT CHARACTER 77:0-77:39 OK  "S"
.SEGMENT CHARACTER 78:0-79:19 OK  "T"
.SEGMENT CHARACTER 84:0-85:15 OK  "F"
.SEGMENT CHARACTER 86:0-86:84 OK  "R"
.SEGMENT CHARACTER 87:0-87:61 OK  "O"
.SEGMENT CHARACTER 88:0-88:100 OK  "M"
.SEGMENT CHARACTER 89:0-89:90 OK  "G"
.SEGMENT CHARACTER 90:0-90:65 OK  "A"
.SEGMENT CHARACTER 91:0-91:92 OK  "M"
.SEGMENT CHARACTER 92:0-92:66 OK  "E"
.SEGMENT CHARACTER 97:0-98:15 OK  "G"
.SEGMENT CHARACTER 99:0-99:56 OK  "O"
.SEGMENT CHARACTER 100:0-100:59 OK  "O"
.SEGMENT CHARACTER 101:0-102:34 OK  "D"
.SEGMENT CHARACTER 103:0-104:45 OK  "H"
.SEGMENT CHARACTER 105:0-105:59 OK  "A"
.SEGMENT CHARACTER 105:60-106:74 OK  "S"
.SEGMENT CHARACTER 107:0-108:44 OK  "H"
.SEGMENT CHARACTER 109:0-109:46 OK  "E"
.SEGMENT CHARACTER 110:0-110:41 OK  "L"
.SEGMENT CHARACTER 111:0-111:67 OK  "P"
.SEGMENT CHARACTER 112:0-113:51 OK  "H"
.SEGMENT CHARACTER 113:52-114:38 OK  "I"
.SEGMENT CHARACTER 115:0-115:68 OK  "S"
