

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.112
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
0 375
5 380
15 387
22 387
32 392
71 419
88 429
110 443
134 458
163 475
190 492
217 516
244 538
271 563
300 590
322 614
344 638
361 660
373 677
378 692
383 707
383 719
385 728
385 741
385 750
385 760
380 767
376 765
368 763
358 755
351 746
344 731
337 716
332 702
327 682
322 663
322 641
322 619
322 590
319 560
319 531
317 502
312 475
307 451
300 426
293 409
285 399
276 392
263 387
251 382
234 377
217 373
200 370
183 373
173 377
163 385
159 397
156 412
151 429
151 448
151 465
151 480
151 494
154 504
159 509
163 509
166 504
173 502
176 497
183 492
190 487
198 482
210 480
222 477
239 477
256 477
.PEN_UP
.PEN_DOWN
378 331
378 336
380 341
383 346
388 348
405 363
415 368
432 377
451 387
473 402
495 416
517 429
534 443
551 455
563 465
566 472
561 470
556 468
546 463
536 455
524 446
512 436
502 426
497 416
500 409
507 402
517 397
529 394
546 392
563 392
578 392
593 392
607 394
622 399
634 409
644 419
649 433
653 448
653 463
649 475
644 482
.PEN_UP
.PEN_DOWN
978 492
983 494
983 499
983 504
980 497
966 475
963 468
961 455
961 443
961 431
961 419
963 412
966 404
973 402
985 399
995 402
1005 404
1014 412
1022 421
1031 436
1044 451
1058 465
1073 482
1085 494
1092 507
1095 514
1097 511
1097 504
1095 497
1092 487
1090 477
1085 463
1083 451
1083 436
1083 424
1083 412
1087 399
1095 390
1102 385
1112 387
1124 392
1136 402
1144 412
1151 426
1156 441
1158 455
1161 468
1163 477
1168 487
1173 494
1180 502
1190 504
1205 507
1224 507
1246 511
1270 516
1292 521
1312 524
1324 526
1326 529
1322 526
1317 524
1307 519
1297 507
1283 494
1265 477
1251 463
1241 448
1234 436
1236 421
1241 412
1251 404
1265 402
1285 404
1302 407
1317 409
1326 416
1334 426
1336 436
1339 448
1339 460
1339 472
1339 487
1339 499
1339 504
1339 502
1344 499
1353 497
1365 494
1380 494
1395 492
1407 492
1422 494
1436 499
1453 507
1470 516
1485 526
1495 533
1497 533
1497 529
1495 524
1490 514
1482 502
1478 487
1473 475
1473 460
1475 448
1482 441
1490 436
1500 436
1512 433
1521 433
1531 436
1539 443
1546 451
1553 463
1561 477
1565 492
1573 504
1580 511
1585 509
1585 504
1582 494
1582 482
1582 470
1582 458
1582 443
1585 433
1590 426
1597 424
1609 424
1621 426
1641 433
1660 446
1685 460
1707 477
1731 499
1751 521
1773 546
1792 570
1812 592
1831 614
1846 633
1853 653
1858 672
1858 689
1856 704
1851 716
1841 721
1831 719
1819 714
1807 704
1795 692
1785 677
1775 658
1765 638
1758 616
1751 594
1746 570
1743 546
1743 524
1743 502
1743 480
1743 463
1743 448
1748 436
1758 429
1773 429
1795 433
1821 438
1848 451
1873 463
1897 477
1921 492
1943 502
1963 509
1982 514
1999 514
2012 516
2016 516
2012 519
2004 521
1997 521
1985 519
1970 514
1953 509
1936 499
1919 487
1907 472
1902 455
1902 438
1907 426
1914 414
1926 407
1938 404
1953 402
1968 402
1982 404
1999 412
2014 426
2029 448
2046 475
2060 507
2080 541
2097 577
2112 611
2121 643
2124 668
2121 692
2116 707
2112 716
2104 714
2097 707
2090 687
2082 660
2075 621
2063 580
2053 538
2046 497
2048 463
2053 433
2070 409
.PEN_UP
.PEN_DOWN
2402 397
2409 397
2419 399
2429 402
2438 407
2468 426
2482 433
2504 446
2528 463
2558 482
2582 507
2602 533
2614 555
2624 580
2631 599
2636 609
2638 614
2641 609
2641 599
2641 587
2641 570
2641 553
2641 529
2638 507
2633 485
2626 460
2616 443
2607 431
2597 424
2585 424
2572 426
2560 433
2548 443
2536 451
2528 453
2526 448
2528 441
2536 433
2543 426
2558 419
2577 419
2599 421
2624 426
2650 436
2675 446
2697 458
2719 470
2736 485
2753 499
2765 514
2772 529
2777 543
2780 548
2777 548
2772 541
2765 531
2755 516
2745 502
2736 482
2728 465
2724 448
2726 431
2733 421
2745 419
2758 421
2775 426
2794 433
2811 446
2828 460
2841 475
2845 487
2843 497
2836 507
2824 511
2809 516
2792 519
2782 521
2782 521
2792 519
2806 519
2828 519
2855 521
2887 526
2914 531
2936 536
2948 536
2945 531
2941 521
2933 509
2926 494
2921 480
2919 465
2919 458
2921 458
2928 463
2938 472
2950 485
2965 499
2977 514
2992 524
3004 531
