

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.111
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
5 295
0 295
0 300
2 308
2 312
17 327
22 327
29 329
39 332
51 337
66 342
80 351
100 364
122 378
141 390
163 405
183 420
205 432
227 446
246 461
266 473
283 488
300 503
319 517
336 532
356 549
370 564
388 578
400 593
412 605
422 620
431 629
439 637
446 646
453 654
458 666
463 678
470 688
475 698
475 707
473 717
470 727
466 734
458 741
449 744
436 744
424 744
414 744
405 741
397 737
390 727
385 717
383 705
383 695
383 683
380 671
378 656
373 642
370 622
368 607
368 593
368 581
368 568
368 556
370 544
370 532
373 522
375 510
375 495
375 483
375 471
375 461
375 451
373 442
368 432
363 420
358 407
353 398
349 388
344 378
339 371
331 364
322 356
314 347
305 342
295 337
288 339
275 342
266 347
256 351
249 356
239 361
232 371
224 378
217 388
210 400
205 412
197 425
195 437
193 449
193 461
190 473
190 481
195 483
200 481
207 478
217 471
229 464
244 456
258 449
275 446
295 444
.PEN_UP
.PEN_DOWN
446 339
453 339
463 339
470 339
475 339
497 356
505 364
517 373
531 383
546 395
561 410
575 420
592 429
609 437
624 442
634 446
644 451
648 456
646 459
641 456
631 454
622 446
612 437
602 427
595 415
590 403
587 390
585 381
587 371
592 364
597 361
607 359
619 356
631 359
644 361
656 368
666 381
673 393
680 407
685 420
683 432
678 439
673 444
663 444
651 442
644 437
646 432
653 427
661 425
678 427
700 429
724 434
748 442
768 449
785 456
800 461
814 466
824 468
834 471
836 468
831 466
826 459
824 449
822 432
819 412
819 395
819 381
819 373
822 378
824 383
831 390
841 398
851 410
861 420
873 432
885 439
895 446
904 446
912 442
917 434
922 427
922 417
924 412
926 412
934 417
946 422
961 434
978 444
995 456
1007 468
1017 473
1026 473
1031 471
1034 466
1036 456
1036 446
1036 434
1036 425
1041 412
1051 405
1061 400
1075 400
1090 398
1104 398
1121 400
1136 400
1153 405
1170 412
1187 422
1204 434
1219 444
1231 454
1239 466
1243 476
1248 485
1246 495
1239 500
1226 503
1209 500
1190 495
1170 490
1153 481
1143 466
1139 451
1134 439
1129 427
1126 417
1124 405
1126 395
1129 383
1136 376
1148 368
1165 366
1185 366
