

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.124
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
98 670
93 670
88 670
83 670
78 670
52 670
39 670
27 668
10 665
0 668
3 675
10 685
25 697
44 717
69 736
93 753
113 765
132 773
149 775
164 773
173 768
176 758
171 738
166 714
159 687
152 656
142 624
130 592
117 558
103 524
91 495
81 465
76 443
69 429
61 426
56 434
52 441
52 448
54 463
59 478
69 497
88 522
113 546
137 573
164 600
188 624
210 646
227 665
247 678
261 682
273 680
283 673
291 665
298 653
303 639
305 617
305 590
300 561
293 526
283 495
271 465
261 441
254 422
256 412
261 414
266 424
273 441
283 463
293 492
308 524
320 561
334 595
354 624
373 651
395 673
417 687
434 692
449 687
459 680
464 665
468 646
468 614
471 582
471 548
468 514
466 485
461 458
461 434
464 414
468 400
476 390
488 387
508 390
529 395
551 404
568 412
586 422
598 431
605 441
615 448
622 458
632 463
644 468
659 475
673 482
683 490
693 500
698 507
695 504
690 500
681 490
668 478
659 461
646 443
639 426
634 409
637 397
642 390
649 387
664 390
683 397
705 409
727 424
746 441
756 461
761 478
759 495
754 509
744 522
732 531
720 536
717 534
725 531
737 529
751 529
773 531
800 536
824 543
846 551
868 558
883 563
898 563
910 563
927 563
946 561
961 556
963 548
954 536
939 519
922 504
902 487
883 470
873 456
868 441
873 429
881 422
890 414
907 412
922 409
939 409
956 409
976 412
998 419
1024 431
1049 446
1073 463
1095 482
1112 502
1127 522
1134 541
1134 556
1129 565
1122 570
1112 570
1098 568
1080 561
1061 548
1044 531
1032 509
1022 485
1020 458
1022 439
1037 422
1063 412
1105 404
1154 404
1202 404
1249 409
.PEN_UP
.PEN_DOWN
1458 402
1463 404
1471 409
1478 414
1488 417
1514 446
1522 456
1529 470
1539 482
1546 502
1551 522
1551 539
1551 543
1551 539
1544 529
1534 514
1524 497
1514 475
1510 456
1510 436
1514 422
1522 414
1536 414
1554 419
1578 429
1602 443
1629 463
1651 482
1666 500
1675 512
1680 514
1680 509
1675 500
1673 490
1666 473
1656 456
1649 436
1646 417
1649 409
1656 414
1663 422
1678 436
1695 453
1714 475
1736 497
1756 509
1773 514
1783 509
1783 502
1783 492
1780 480
1778 465
1775 453
1775 443
1783 446
1795 453
1810 463
1831 475
1853 490
1870 495
1880 492
1880 485
1880 473
1878 461
1878 446
1878 434
1883 424
1888 419
1900 419
1914 424
1931 434
1948 448
1968 468
1985 490
1997 512
2009 526
2019 531
2022 526
2019 512
2014 490
2007 463
1997 426
1988 390
1975 351
1963 314
1951 280
1939 253
1927 229
1919 209
1909 200
1902 202
1900 209
1897 229
1897 258
1902 300
1917 348
1939 400
1973 448
2009 490
2044 526
2073 553
2100 573
2117 580
2126 575
2131 563
2126 541
2119 514
2109 482
2097 453
2083 429
2068 409
2053 392
2039 385
2027 385
2019 390
2024 395
2029 397
2041 400
2056 407
2075 414
2100 426
2124 439
2144 451
2165 463
2183 475
2197 490
2212 500
2222 514
2234 529
2239 541
2239 553
2236 556
2234 551
2231 546
2226 536
2222 524
2214 507
2205 487
2195 468
2187 446
2185 424
2187 409
2195 397
2207 400
2224 404
2241 414
2258 426
2268 443
2275 461
2278 480
2275 497
2268 514
2258 524
2246 531
2239 529
2239 524
2244 519
2248 517
2261 512
2275 512
2295 512
2314 514
2336 522
2356 529
2368 541
2370 548
2373 551
2378 551
2387 548
2400 548
2417 546
2429 541
2439 534
2439 522
2434 504
2426 487
2417 470
2404 453
2395 439
2385 426
2378 412
2373 400
2375 387
2380 380
2390 375
2402 378
2419 383
2436 387
2453 397
2470 412
2487 429
2504 448
2519 468
2534 490
2548 509
2558 526
2568 543
2575 561
2582 575
2590 592
2592 607
2597 619
2600 629
2604 641
2609 651
2612 658
2612 658
2609 653
2602 648
2595 636
2587 619
2578 590
2568 558
2556 522
2541 487
2529 461
2524 436
2524 419
2529 404
2534 400
2543 400
2553 402
2568 407
2580 414
2592 424
2604 436
2619 448
2631 463
2651 480
2675 495
2699 509
2721 517
2734 519
2736 514
2734 509
2731 507
2724 507
2714 504
2702 502
2690 497
2675 487
2663 473
2648 458
2636 441
2626 424
2624 409
2629 400
2636 392
2643 390
2658 392
2675 397
2692 407
2709 419
2724 436
2734 453
2741 470
2743 478
2743 473
2743 465
2743 453
2741 441
2738 426
2736 414
2734 402
2734 392
2736 387
2741 390
2751 397
2763 407
2777 419
2795 434
2812 448
2834 463
2858 478
2880 492
2899 504
2914 512
2919 509
2921 504
2919 495
2914 482
2909 468
2902 451
2897 436
2892 424
2890 417
2892 419
2895 424
2902 434
2912 443
2926 456
2941 468
2958 478
2973 485
2985 487
2994 485
2999 482
2997 473
2994 463
2992 446
2987 429
2987 414
2990 402
2997 400
3012 402
3034 409
3058 422
3080 434
3099 448
3116 463
3129 480
3138 497
3148 519
3155 543
