

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.142
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
17 522
22 526
17 529
12 522
8 517
5 500
8 495
12 487
20 478
32 466
47 453
66 441
93 429
125 417
161 409
195 407
232 409
264 414
295 419
325 429
349 441
371 453
390 468
405 483
415 500
420 519
417 539
412 553
405 565
395 573
383 570
371 568
356 561
342 551
327 534
312 512
305 485
298 456
290 424
281 390
266 356
249 322
227 288
200 256
169 231
137 210
108 197
81 192
59 195
44 202
32 210
22 224
15 241
10 258
5 273
0 288
3 297
10 302
22 307
39 307
61 307
88 307
117 305
144 297
169 288
190 275
210 261
227 249
249 236
273 224
298 217
.PEN_UP
.PEN_DOWN
446 217
451 219
459 222
464 222
468 224
493 244
503 249
517 258
532 273
551 288
571 305
583 322
593 334
590 346
588 346
583 344
581 336
576 324
571 309
566 290
559 273
559 256
561 244
566 236
576 231
590 234
605 239
622 249
639 263
659 285
676 307
693 331
705 356
715 383
724 409
732 434
737 458
744 473
744 478
741 470
737 461
732 448
729 434
724 412
720 390
715 363
712 336
707 312
707 288
707 268
710 251
717 241
729 241
746 246
763 253
780 266
795 283
807 300
820 319
827 334
834 339
839 336
841 331
841 322
839 312
839 297
837 283
837 270
837 256
839 246
846 241
861 239
876 244
895 251
915 266
939 280
963 297
988 312
1012 324
1029 334
1049 334
1061 331
1063 329
1058 329
1051 327
1041 322
1029 317
1017 307
1007 295
998 283
993 268
990 253
993 241
995 236
1002 239
1012 244
1024 253
1037 263
1044 275
1049 288
1051 290
1051 285
1051 270
1051 251
1051 224
1049 192
1046 161
1044 129
1039 97
1034 71
1029 46
1022 24
1017 7
1010 0
1005 5
1000 14
998 27
998 46
1000 71
1005 97
1015 124
1029 151
1051 173
1080 197
1110 219
1144 241
1180 261
1210 278
1241 292
1266 305
1283 309
1290 312
1288 312
1283 309
1275 307
1263 302
1251 295
1234 288
1219 278
1207 266
1197 253
1193 244
1193 234
1197 227
1207 224
1219 227
1236 234
1254 244
1268 256
1278 270
1283 275
1285 270
1285 263
1285 253
1285 241
1288 229
1293 222
1305 219
1322 224
1341 231
1363 241
1383 256
1402 278
1427 300
1449 322
1473 348
1490 375
1502 400
1512 422
1519 439
1524 448
1527 446
1529 441
1527 431
1522 414
1514 395
1507 370
1500 346
1497 324
1495 302
1495 283
1495 263
1497 246
1505 231
1514 224
1527 227
1541 234
1556 244
1568 256
1583 270
1595 288
1602 300
1609 305
1612 302
1612 297
1609 290
1609 283
1612 273
1612 261
1617 253
1624 246
1631 244
1641 244
1651 249
1661 256
1670 268
1685 280
1700 295
1714 307
1727 314
1739 319
1751 324
1763 329
1768 327
1768 324
1761 322
1756 317
1748 309
1741 297
1734 280
1731 266
1731 251
1736 241
1744 236
1753 236
1768 239
1783 246
1795 256
1805 268
1809 283
1809 297
1807 309
1800 319
1792 322
1785 319
1775 312
1773 307
1778 300
1787 295
1805 295
1829 297
1858 302
1887 309
1914 317
1934 322
1941 317
1944 309
1944 302
1944 290
1944 278
1944 263
1944 253
1948 249
1953 253
1965 263
1978 275
1992 290
2007 305
2022 314
2034 322
2046 319
2056 314
2063 305
2070 292
2075 278
2078 261
2083 244
2092 229
2107 217
2129 210
2156 207
2182 210
2212 214
.PEN_UP
.PEN_DOWN
1646 519
1641 514
1622 490
1612 478
1602 468
1588 446
.PEN_UP
.PEN_DOWN
1402 361
1412 358
1422 353
1441 351
1463 351
1534 351
1563 353
1602 358
1636 361
.PEN_UP
.PEN_DOWN
639 405
646 405
656 405
666 405
676 405
695 405
705 402
717 402
732 402
754 402
778 402
805 405
834 405
861 407
.PEN_UP
.PEN_DOWN
915 509
915 505
915 497
915 492
915 487
.PEN_UP
.PEN_DOWN
537 500
534 495
534 490
534 478
534 470
.PEN_UP
.PEN_DOWN
2680 387
2677 395
2670 395
2665 395
2660 395
2636 385
2624 373
2609 358
2592 344
2575 324
2563 307
2563 290
2570 280
2585 278
2609 285
2641 292
2677 305
2709 322
2736 336
2758 351
2775 358
2792 363
2804 370
2816 378
2826 383
2829 380
2826 378
2821 375
2812 368
2802 361
2787 348
2775 339
2768 327
2763 317
2765 307
2773 300
2782 297
2797 300
2812 305
2824 312
2833 324
2836 336
2833 351
2831 361
2826 370
2821 378
2812 383
2804 383
2804 380
2807 375
2814 373
2829 370
2851 370
2877 370
2904 370
2929 375
2943 378
2955 375
2960 370
2960 363
2960 353
2960 341
2958 327
2951 312
2943 300
2936 290
2938 292
2943 300
2955 307
2972 319
2994 334
3019 351
3041 366
3055 368
3068 361
3072 351
3070 339
3068 322
3068 305
3068 288
3072 275
3077 268
3087 268
3102 270
3121 275
3143 285
3163 297
3182 314
3199 334
3211 356
3221 373
3231 387
3238 395
3248 397
3260 400
3270 400
3277 397
3280 392
3277 383
3275 373
3272 361
3267 346
3265 334
3263 319
3263 305
3258 288
3253 273
3243 258
3233 251
3221 246
3209 246
3194 251
3185 258
3172 266
3163 275
3153 285
3146 297
3148 307
3153 309
3158 307
3163 302
3172 297
3182 290
3194 280
3207 275
3219 268
3231 266
3243 263
3255 263
3270 268
3285 273
3302 285
3316 300
3333 317
3348 336
3363 356
3372 368
3382 375
3385 370
3382 366
3380 358
3375 348
3370 334
3365 319
3360 300
3360 283
3360 268
3363 258
3370 253
3380 253
3392 253
3406 261
3421 268
3433 283
3445 300
3455 317
3463 334
3470 341
3470 336
3470 329
3467 319
3467 307
3467 295
3467 280
3475 268
3484 261
3502 258
3519 263
3533 270
3548 280
3563 292
3577 314
3592 336
3606 361
3621 387
3636 414
3648 439
3660 461
3670 478
3680 495
3680 505
3677 507
3670 505
3665 500
3658 490
3648 480
3638 466
3626 448
3614 434
3606 417
3602 400
3599 380
3597 363
3597 344
3597 327
3597 309
3599 295
3604 283
3611 278
3623 278
3636 280
3650 285
3667 295
3682 305
3701 317
3721 331
3736 341
3748 353
3755 363
3758 375
3765 385
3772 397
3782 409
3792 424
3799 439
3806 453
3814 470
3821 485
3823 497
3826 507
3828 517
3831 524
3828 526
3826 522
3821 514
3819 507
3816 495
3814 483
3814 473
3814 461
3811 448
3809 439
3804 429
3799 419
3792 409
3787 400
3784 390
3782 380
3780 370
3775 361
3772 351
3770 341
3770 331
3770 319
3772 309
3772 297
3775 290
3777 280
3784 273
3792 266
3804 261
3814 258
3828 256
3840 258
3855 263
3870 270
3882 278
3894 290
3909 302
3921 317
3931 329
3938 339
3940 341
3938 336
3938 331
3933 324
3931 314
3928 302
3928 292
3933 280
3938 273
3948 266
3958 263
3972 263
3987 268
3999 275
4014 285
4028 300
4043 309
4055 322
4065 334
4075 341
4084 348
4096 348
4109 346
4116 341
4123 334
4128 322
4133 307
4135 292
4138 278
4138 266
4140 261
4145 266
4155 273
4162 280
4175 292
4187 307
4201 319
4216 331
4228 341
4240 346
4253 346
4262 344
4272 339
4277 329
4279 317
4282 302
4287 288
4294 278
4304 270
4316 266
4333 266
4350 268
4367 275
4382 283
4396 292
4411 305
4423 314
4438 322
4452 327
4465 329
4479 331
4491 334
4501 336
4509 341
4506 344
4501 348
4491 346
4472 344
4450 336
4423 327
4401 314
4387 297
4377 283
4372 268
4374 256
4382 249
4392 244
4404 246
4418 251
4433 258
4448 268
4460 280
4472 295
4482 302
4487 300
4491 292
4491 280
4491 263
4489 239
4484 207
4479 173
4470 139
4457 105
4443 73
4431 46
4416 27
4406 12
4396 5
4384 2
4370 5
4360 10
4352 19
4350 34
4352 53
4362 73
4382 95
4409 117
4440 134
4470 146
.PEN_UP
.PEN_DOWN
4023 592
4016 590
4006 583
3999 575
3989 565
3979 548
3979 541
.PEN_UP
.PEN_DOWN
3755 417
3770 414
3801 409
3828 409
3840 409
3923 407
3945 407
3967 407
.PEN_UP
.PEN_DOWN
4835 224
4835 229
4835 236
4840 236
4850 239
4869 253
4879 261
4894 268
4908 280
4928 295
4943 312
4955 327
4962 341
4964 353
4962 363
4960 366
4957 361
4955 356
4955 351
4955 341
4955 329
4955 317
4952 305
4952 292
4957 285
4962 278
4972 278
4986 283
5004 288
5021 295
5035 302
5047 309
5057 319
5067 331
5074 344
5086 358
5099 370
5113 383
5128 387
5138 385
5147 380
5150 370
5152 356
5152 339
5152 319
5155 302
5155 285
5152 266
5150 249
5142 236
5133 229
5121 231
5106 236
5094 246
5079 258
5069 268
5064 275
5067 278
5069 278
5077 275
5082 270
5091 266
5101 258
5113 256
5128 253
5147 253
5167 256
5186 261
5206 268
5218 280
5230 292
5242 307
5255 324
5264 339
5272 353
5274 363
5279 370
5286 370
5296 368
5308 363
5320 358
5328 353
5333 346
5335 339
5335 327
5335 317
5335 307
5335 295
5333 285
5328 273
5325 266
5325 263
5330 266
5335 275
5345 288
5357 302
5374 319
5394 339
5411 356
5428 368
5445 378
5459 378
5467 373
5472 363
5472 353
5472 341
5469 324
5467 309
5467 292
5467 278
5467 266
5467 256
5472 249
5479 246
5491 251
5508 261
5525 273
5542 285
5562 300
5579 314
5596 331
5611 348
5623 366
5635 385
5645 405
5657 424
5667 444
5676 463
5684 485
5689 505
5694 522
5698 536
5706 548
5711 551
5713 548
5715 541
5713 531
5713 517
5711 497
5706 475
5696 448
5686 419
5672 387
5657 356
5645 327
5637 297
5635 273
5637 251
5642 234
5655 224
5674 222
5698 222
5728 224
5757 229
.PEN_UP
.PEN_DOWN
5545 444
5555 441
5569 441
5579 441
5598 441
5689 441
5718 441
5747 441
5772 439
5796 436
.PEN_UP
.PEN_DOWN
5540 607
5537 600
5537 590
5537 580
5537 570
5530 536
5528 524
.PEN_UP
.PEN_DOWN
5013 529
5004 529
4989 526
4974 522
4962 514
.PEN_UP
.PEN_DOWN
6342 351
6345 356
6352 363
6354 368
6349 370
6320 361
6306 351
6288 334
6271 317
6257 295
6259 278
6264 270
6274 275
6288 283
6308 295
6330 307
6352 327
6371 346
6386 368
6398 385
6403 395
6401 390
6398 383
6391 368
6386 348
6384 324
6386 297
6393 275
6415 263
.PEN_UP
.PEN_DOWN
6861 364
6851 364
6841 364
6829 364
6819 364
6780 364
6768 364
6751 359
6739 351
6729 337
6727 322
6732 303
6739 288
6749 273
6763 266
6780 268
6800 273
6819 281
6831 288
6839 300
6836 315
6836 329
6836 337
6839 334
6846 327
6853 312
6863 288
6871 261
6875 222
6873 183
6871 142
6866 100
6858 64
6851 34
6844 10
6834 0
6827 0
6817 8
6807 17
6797 34
6785 56
6778 83
6775 110
6780 134
6788 159
6800 183
6819 208
6841 234
6868 261
6895 288
6919 312
6936 334
6946 351
6951 356
6949 354
6949 347
6946 337
6944 320
6941 298
6941 273
6944 249
6949 229
6956 217
6966 210
6973 212
6985 217
6992 225
7002 237
7012 256
7019 278
7024 300
7029 320
7031 329
7034 332
7036 327
7039 322
7044 317
7048 307
7053 295
7056 281
7061 266
7068 254
7075 242
7085 232
7095 227
7107 229
7122 234
7136 242
7153 254
7170 271
7187 288
7202 307
7214 325
7224 339
7231 347
7241 351
7251 351
7261 351
7268 349
7270 347
7265 344
7258 339
7248 334
7239 327
7224 317
7209 305
7195 293
7183 276
7178 259
7173 242
7175 227
7178 217
7185 212
7192 215
7202 220
7214 227
7224 239
7229 251
7234 266
7236 281
7241 295
7246 305
7251 303
7253 298
7253 288
7256 273
7258 259
7261 242
7263 227
7265 217
7273 210
7283 205
7292 208
7305 212
7314 220
7324 229
7329 242
7334 259
7344 273
7351 288
7358 303
7365 315
7373 322
7380 327
7392 327
7407 327
7419 327
7429 327
7436 322
7441 315
7441 305
7441 293
7439 281
7436 266
7429 249
7422 232
7417 215
7414 198
7417 186
7424 178
7436 176
7453 176
7475 181
7497 188
7517 203
7536 220
7556 237
7575 254
7595 266
7614 276
7629 281
7643 286
7651 288
7648 288
7643 288
7636 286
7629 281
7614 273
7602 261
7592 249
7582 237
7580 225
7585 215
7587 210
7597 212
7607 217
7619 225
7631 234
7641 247
7648 259
7653 271
7656 281
7656 281
7656 278
7656 271
7656 261
7660 249
7665 237
7678 229
7690 225
7707 225
7721 225
7736 225
7751 229
7760 239
7770 254
7780 271
7787 286
7795 298
7804 305
7809 305
7814 300
7817 295
7817 283
7814 271
7814 251
7812 234
7809 222
7809 227
7817 234
7826 247
7838 261
7856 276
7870 286
7882 288
7892 281
7897 273
7899 261
7899 249
7902 234
7909 225
7917 220
7929 217
7946 220
7965 225
7987 234
8007 249
8026 264
8043 283
8058 305
8073 329
8087 354
8102 378
8116 400
8129 422
8136 439
8141 454
8143 461
8143 459
8143 454
8138 444
8134 425
8124 400
8109 371
8097 339
8085 305
8075 273
8070 247
8070 220
8073 200
8077 181
8087 169
8099 164
8119 166
8141 173
8165 183
8190 198
8209 220
8226 239
8241 261
8248 281
8248 295
8241 303
8233 303
8221 298
8209 290
8197 281
8187 268
8180 254
8177 237
8175 220
8175 205
8177 195
8185 188
8204 186
8229 186
8263 188
8304 193
8346 200
8382 212
8414 227
8441 239
8463 247
8482 256
8497 266
8509 276
8516 290
8524 305
8526 320
8524 327
8516 332
8509 334
8497 334
8482 332
8470 327
8455 320
8443 310
8429 295
8416 278
8407 259
8399 239
8402 220
8411 203
8431 188
8458 178
8494 173
8536 173
8572 171
8607 171
.PEN_UP
.PEN_DOWN
7882 356
7887 356
7892 356
7899 354
7909 349
7970 347
8007 347
8055 349
8112 354
.PEN_UP
.PEN_DOWN
8984 286
8977 286
8967 286
8963 286
8953 281
8919 264
8906 256
8894 244
8884 229
8880 210
8882 195
8889 183
8899 181
8914 186
8931 193
8950 205
8965 220
8972 237
8972 249
8967 259
8960 266
8955 271
8958 273
8967 276
8984 278
9009 281
9043 288
9077 300
9111 322
9145 347
9175 373
9201 403
9219 429
9231 456
9236 481
9238 503
9238 515
9238 512
9233 505
9226 483
9206 454
9180 410
9143 356
9106 298
9072 244
9045 193
9026 147
9016 112
9016 81
9019 61
9028 51
9043 56
9065 66
9089 81
9111 103
9121 130
9119 156
9111 178
9097 198
9080 215
9065 229
9062 242
9072 249
9087 254
9109 259
9140 264
.PEN_UP
.PEN_DOWN
9743 315
9738 320
9728 325
9718 327
9711 329
9677 327
9660 322
9643 310
9623 293
9606 271
9596 251
9601 237
9609 229
9628 234
9653 242
9687 254
9721 268
9745 286
9760 290
9760 286
9752 273
9743 256
9735 234
9735 212
.PEN_UP
.PEN_DOWN
10155 229
10165 234
10172 242
10182 251
10201 261
10289 310
10328 329
10367 354
10403 376
10435 403
10457 427
10467 449
10467 468
10462 483
10455 495
10445 503
10433 503
10418 498
10408 488
10399 471
10389 439
10374 403
10352 356
10328 310
10301 264
10279 217
10262 176
10252 142
10247 115
10250 93
10257 83
10265 81
10274 86
10286 95
10296 112
10308 137
10318 166
10323 195
10328 220
10325 242
10318 256
10306 266
10291 268
10274 266
10267 264
10272 259
10282 256
10301 254
10325 256
10362 261
10401 271
10438 283
10474 300
10501 312
10525 322
10540 329
10547 329
10542 329
10538 327
10530 322
