

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.107
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
102 536
107 536
107 526
104 521
97 511
70 477
63 470
56 462
48 467
43 472
46 482
51 497
58 514
65 531
75 543
85 553
97 555
112 555
129 550
146 545
165 540
185 538
212 536
246 538
282 543
324 548
363 557
402 570
438 579
473 592
497 599
.PEN_UP
.PEN_DOWN
297 475
302 479
307 484
312 489
304 497
285 499
277 499
270 497
263 487
256 475
251 457
248 440
243 418
238 399
229 377
217 355
202 333
187 311
175 292
163 277
151 267
134 260
117 255
104 248
95 241
85 236
78 233
70 236
63 245
56 255
51 267
39 284
29 299
14 309
4 319
0 328
2 338
4 348
9 358
14 362
21 365
31 365
41 365
53 362
65 362
75 362
87 360
99 358
112 355
.PEN_UP
.PEN_DOWN
319 233
326 238
334 243
338 245
348 250
409 287
434 301
463 316
494 333
524 350
551 370
572 387
592 406
609 423
621 443
629 460
633 479
636 499
636 518
633 536
629 545
621 548
616 545
609 538
602 526
594 511
585 489
572 465
555 438
538 409
521 382
507 355
494 328
490 306
490 287
485 272
477 260
468 255
453 253
446 255
448 262
453 270
460 284
473 299
487 316
504 331
521 343
538 350
551 348
560 343
568 336
572 326
575 314
572 299
570 287
570 272
575 265
580 260
590 260
604 260
624 265
648 272
672 282
699 294
721 309
738 321
755 333
765 345
768 355
768 365
765 375
758 382
750 382
738 377
726 370
714 360
704 348
694 333
690 319
687 306
690 292
692 280
697 270
707 260
716 255
729 255
741 255
763 258
787 262
814 270
841 282
868 294
889 306
911 319
928 328
931 336
926 338
921 338
914 336
907 331
897 323
887 314
877 301
870 289
865 277
863 265
868 255
875 248
885 248
899 250
916 258
933 265
943 275
950 287
953 299
953 309
950 321
948 328
946 338
941 345
936 350
928 353
921 350
916 345
919 343
926 340
936 338
950 338
965 336
982 338
997 340
1011 343
1024 350
1038 355
1050 362
1063 370
1072 377
1080 384
1087 392
1097 397
1106 394
1114 392
1121 389
1128 384
1138 379
1141 375
1138 372
1133 365
1126 358
1116 350
1104 340
1092 331
1080 319
1070 306
1065 292
1065 280
1065 267
1067 258
1072 250
1082 248
1097 245
1111 245
1131 250
1150 255
1170 262
1189 275
1206 284
1219 297
1228 306
1241 314
1250 319
1260 326
1267 333
1272 345
1275 355
1272 367
1270 372
1260 375
1250 370
1241 360
1228 350
1219 338
1211 326
1204 314
1199 301
1194 289
1197 277
1202 267
1211 260
1223 258
1241 258
1258 258
1277 262
1294 267
1311 275
1326 284
1338 294
1350 306
1365 323
1380 340
1397 358
1414 375
1428 392
1443 409
1453 428
1460 450
1467 467
1470 482
1472 487
1472 482
1470 475
1467 470
1465 460
1460 448
1455 438
1448 423
1440 406
1431 387
1423 365
1419 343
1414 323
1411 306
1409 292
1409 280
1414 272
1421 267
1428 262
1440 262
1453 265
1465 265
1477 267
1489 270
1501 275
1514 282
1526 289
1538 297
1550 304
1558 311
1562 319
1570 328
1575 338
1577 348
1579 350
1577 348
1572 340
1570 333
1565 321
1562 309
1558 299
1560 287
1562 280
1567 277
1572 277
1582 280
1597 284
1611 294
1628 304
1648 319
1662 333
1679 345
1694 358
1709 367
1721 372
1733 375
1745 375
1755 377
1762 377
1765 377
1760 372
1755 370
1748 362
1736 358
1721 353
1706 343
1697 336
1689 323
1687 311
1684 301
1687 292
1692 284
1701 282
1716 280
1733 280
1755 284
1779 289
1806 297
1833 306
1855 316
1877 326
1894 338
1906 348
1918 358
1928 362
1943 362
1950 362
1948 362
1943 360
1938 358
1931 350
1918 343
1906 333
1892 326
1879 316
1870 306
1867 297
1870 287
1874 280
1882 272
1892 272
1904 275
1916 280
1928 287
1938 299
1945 311
1950 326
1950 328
1948 321
1945 314
1945 304
1948 292
1955 282
1962 277
1974 277
1992 277
2011 280
2033 287
2055 294
2077 309
2099 326
2118 345
2140 370
2160 397
2177 426
2187 457
2196 484
2199 509
2199 531
2196 545
2189 553
2182 557
2172 553
2162 543
2150 528
2138 504
2126 475
2113 443
2101 409
2094 379
2087 355
2087 333
2087 314
2089 294
2094 280
2101 270
2116 267
2131 270
2148 275
2167 282
2187 292
2206 304
2228 316
2250 331
2274 345
2296 362
2321 382
2343 406
2362 436
2382 467
2394 497
2406 523
2411 545
2411 565
2406 575
2399 577
2389 572
2377 565
2360 550
2345 531
2330 504
2313 475
2301 445
2287 416
2274 387
2267 360
2262 333
2262 314
2265 294
2269 284
2282 280
2296 280
2313 284
2335 294
2355 306
2374 323
2391 340
2406 355
2416 365
2418 367
2416 365
2413 358
2408 348
2404 336
2399 319
2396 299
2401 284
2411 272
2423 267
2443 270
2457 270
2469 267
2472 258
2469 238
2462 211
2457 180
2452 148
2450 123
2447 102
2443 87
2435 77
2423 75
2416 77
2413 84
2416 94
2418 114
2423 136
2428 158
2438 177
2450 187
.PEN_UP
.PEN_DOWN
1657 489
1660 484
1655 479
1650 475
1645 465
.PEN_UP
.PEN_DOWN
1362 409
1367 409
1375 409
1384 409
1392 409
1421 409
1431 409
1445 409
1462 409
.PEN_UP
.PEN_DOWN
2604 231
2604 221
2604 211
2604 206
2604 199
2604 172
.PEN_UP
.PEN_DOWN
2889 270
2896 270
2901 272
2911 277
2918 282
2945 309
2957 321
2972 336
2984 353
2994 367
2996 379
2994 387
2991 384
2986 377
2981 370
2974 355
2967 343
2960 331
2952 319
2950 309
2950 297
2950 282
2947 270
2947 260
2942 248
2935 238
2930 228
2923 216
2916 202
2908 184
2899 165
2889 148
2879 133
2872 123
2862 121
2852 126
2850 133
2855 145
2864 162
2874 182
2889 197
2906 214
2920 223
2945 236
2972 248
3001 265
3030 282
3055 301
3077 321
3091 336
3098 350
3096 355
3094 353
3089 348
3081 340
3074 328
3062 314
3052 297
3050 282
3055 272
3062 267
3074 265
3086 267
3103 272
3118 282
3133 292
3145 306
3155 319
3159 331
3167 340
3172 350
3177 353
3179 350
3179 348
3177 343
3177 336
3172 328
3169 319
3167 309
3164 297
3169 287
3174 280
3181 277
3191 277
3203 280
3216 282
3230 289
3240 301
3247 314
3255 328
3262 340
3269 350
3276 360
3286 365
3298 370
3311 370
3325 370
3340 370
3352 370
3364 370
3369 370
3369 365
3367 360
3362 350
3354 338
3345 323
3335 311
3330 299
3325 287
3325 277
3328 267
3335 262
3347 260
3364 260
3384 265
3401 270
3418 280
3430 292
3437 304
3447 316
3454 326
3467 336
3481 345
3493 353
3506 358
3520 360
3525 365
3523 367
3520 367
3515 365
3511 362
3503 360
3496 350
3489 343
3481 331
3474 321
3467 311
3462 301
3457 292
3454 282
3454 272
3459 265
3467 258
3479 258
3493 260
3508 265
3523 270
3535 277
