

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.127
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
178 560
178 565
178 572
173 572
173 563
153 529
144 519
127 502
105 485
80 468
56 453
36 451
24 455
17 465
14 477
14 497
19 521
29 543
44 568
61 587
78 602
95 614
112 616
127 611
141 602
151 590
158 572
161 553
166 536
180 519
200 509
224 502
253 499
285 499
326 504
373 509
422 521
473 536
519 553
561 572
597 590
629 609
656 626
680 646
695 663
704 672
702 675
699 672
692 670
.PEN_UP
.PEN_DOWN
346 458
341 460
334 453
329 448
326 438
307 409
300 394
290 373
278 348
265 324
253 302
236 280
217 258
195 238
173 219
153 204
136 192
119 185
107 180
95 177
83 180
73 182
61 190
48 199
39 214
27 229
17 243
7 260
2 277
0 292
0 304
0 316
2 326
5 336
7 346
9 353
12 355
17 351
19 346
22 341
27 331
31 326
41 321
61 319
85 319
.PEN_UP
.PEN_DOWN
468 270
480 273
490 275
500 277
524 282
604 314
634 329
670 353
719 385
770 419
814 453
853 487
885 519
907 548
919 577
926 602
926 624
921 641
914 646
904 641
890 629
873 611
856 587
843 555
829 526
817 494
804 465
795 431
785 397
775 358
758 321
738 285
719 256
697 231
680 209
673 202
670 204
675 214
682 231
695 256
707 280
721 307
736 329
746 348
756 360
765 360
770 353
773 343
775 329
775 309
775 287
775 268
775 248
778 234
792 229
812 231
843 238
880 248
919 265
956 287
990 316
1019 343
1041 370
1058 394
1065 412
1063 426
1055 433
1043 433
1029 429
1012 421
995 404
985 385
982 358
987 329
995 302
1004 275
1026 253
1055 236
.PEN_UP
.PEN_DOWN
1429 270
1433 270
1443 273
1448 275
1458 280
1509 314
1528 329
1553 351
1577 375
1604 402
1626 429
1641 448
1648 458
1650 455
1648 448
1643 433
1636 414
1626 387
1614 353
1597 314
1577 275
1555 234
1536 195
1511 160
1489 131
1468 107
1446 87
1431 78
1419 78
1409 82
1407 95
1409 117
1416 146
1431 182
1453 224
1492 270
1533 316
1575 360
1614 397
1641 421
1667 436
1689 446
1706 441
1719 433
1724 416
1726 397
1724 373
1721 343
1714 319
1702 295
1689 275
1672 260
1655 251
1636 246
1616 246
1602 251
1592 256
1587 263
1589 273
1594 273
1602 270
1614 263
1628 260
1648 256
1670 256
1694 260
1724 270
1758 287
1794 309
1831 341
1870 377
1904 419
1941 463
1972 504
1999 546
2016 582
2023 609
2019 631
2011 643
1997 650
1980 648
1960 643
1938 636
1921 619
1902 594
1884 560
1872 516
1863 470
1858 424
1858 385
1860 348
1867 319
1880 295
1894 275
1911 263
1931 263
1955 268
1984 275
2016 290
2048 309
2080 331
2104 353
2126 373
2145 387
2160 399
2175 407
2179 409
2175 409
2167 407
2158 399
2145 387
2128 375
2111 360
2097 343
2084 329
2077 309
2072 292
2070 277
2072 265
2080 260
2094 265
2111 273
2131 282
2150 297
2165 312
2172 329
2177 348
2175 365
2170 382
2165 397
2160 399
2155 397
2155 390
2158 380
2162 370
2172 360
2189 355
2216 353
2248 355
2287 358
2318 365
2348 377
2375 392
2389 407
2396 416
2392 424
2384 424
2375 419
2362 409
2348 394
2336 377
2328 355
2326 334
2328 312
2336 299
2350 292
2367 290
2389 295
2414 302
2438 312
2460 329
2482 348
2499 370
2511 385
2521 382
2523 370
2523 348
2518 316
2509 275
2492 229
2465 185
2433 141
2401 102
2372 68
2348 41
2323 17
2304 2
2289 0
2279 4
2272 14
2270 31
2272 60
2287 99
2309 136
2338 173
2377 204
2411 229
.PEN_UP
.PEN_DOWN
2882 253
2889 263
2899 273
2909 282
2913 287
2960 324
2979 334
3004 346
3030 363
3055 382
3077 404
3096 426
3101 443
3099 446
3091 441
3084 433
3074 419
3065 399
3052 377
3040 353
3033 331
3030 314
3033 297
3040 287
3057 282
3077 285
3104 290
3130 299
3152 314
3169 331
3184 351
3194 370
3204 390
3213 409
3221 424
3228 429
3228 424
3223 414
3216 394
3206 373
3199 346
3196 316
3199 299
3206 285
3213 280
3223 282
3238 287
3255 295
3272 304
3284 319
3296 336
3301 355
3304 373
3308 390
3321 409
3335 421
3352 431
3367 441
3372 446
3374 451
3379 453
3386 451
3399 451
3418 451
3445 453
3469 453
3494 455
3518 458
3538 460
3555 465
3564 468
3560 472
3555 477
3547 480
3535 480
3523 475
3503 465
3484 448
3464 426
3447 404
3438 377
3433 355
3435 334
3438 314
3445 302
3460 295
3477 292
3494 290
3513 292
3533 299
3552 312
3567 326
3574 346
3577 365
3572 390
3567 412
3557 433
3547 448
3535 458
3525 458
3516 455
3516 448
3523 438
3530 429
3542 419
3562 412
3589 409
3623 412
3657 414
3686 421
3716 429
3738 441
3759 453
3779 465
3789 475
3794 477
3796 472
3796 468
3803 463
3818 458
3845 453
3874 448
3901 446
3920 438
3930 429
3928 419
3918 409
3901 397
3876 385
3850 370
3823 353
3803 336
3796 319
3798 304
3803 287
3813 275
3825 265
3842 260
3864 263
3886 265
3911 270
3935 282
3955 295
3976 314
3994 338
4008 368
4025 404
4040 441
4057 477
4074 516
4093 551
4113 582
4125 609
4133 629
4135 636
4135 633
4133 626
4130 611
4123 590
4113 563
4101 524
4089 485
4076 441
4067 397
4059 355
4054 314
4050 280
4047 251
4045 226
4042 212
4045 209
4047 217
4052 226
4059 243
4067 268
4076 295
4089 324
4101 348
4115 370
4133 392
4152 407
4174 416
4196 421
4215 419
4230 414
4242 407
4245 394
4242 377
4235 360
4228 343
4215 329
4201 314
4184 302
4167 295
4150 292
4130 292
4115 297
4101 302
4091 312
4091 326
4098 338
4106 351
4120 355
4135 355
4147 351
4157 343
4162 331
4164 319
4167 304
4174 290
4184 280
4198 270
4211 265
4225 263
4240 260
4254 263
4271 265
4291 270
4310 280
4330 292
4350 307
4369 326
4389 346
4415 370
4445 394
4474 419
4498 441
4510 458
4506 468
4498 475
4488 477
4474 477
4462 477
4447 472
4432 463
4420 451
4406 436
4393 421
4386 407
4384 387
4384 365
4389 343
4398 324
4413 307
4437 295
4467 287
4498 285
4532 285
4562 285
4588 290
4615 299
4642 314
4671 331
4703 348
4735 363
4766 375
4796 380
4820 385
4840 387
4847 387
4842 390
4837 394
4830 399
4823 407
4813 412
