

.DATE 8 24 94
.STYLE CURSIVE
.COMMENT previously: .WRITER_ID jmhr.130
.WRITER_ID jmh
.HAND R
.AGE 21
.SEX M
.WRITER_INFO
	First name: Jimmy
	Last name: Hsu
	Where learned to write in cursive: Kansas City, Kansas, USA
	When learned to write in cursive: 7 years old, 2nd grade
	Usually writes in print or in cursive: cursive

.PEN_DOWN
12 626
9 631
9 636
9 641
9 648
7 660
7 655
5 650
2 641
2 628
0 616
0 604
5 592
.PEN_UP
.PEN_DOWN
109 665
107 658
107 650
107 646
107 638
107 624
.PEN_UP
.PEN_DOWN
348 614
343 607
343 599
343 589
343 580
331 550
324 538
314 529
304 531
297 536
292 546
292 558
292 572
292 587
295 602
300 611
309 619
322 624
336 626
353 626
370 624
390 624
409 624
434 624
458 624
487 626
514 631
541 636
565 641
585 643
604 648
617 655
626 663
634 672
641 680
.PEN_UP
.PEN_DOWN
563 602
558 607
553 607
548 607
541 602
524 585
517 580
509 570
500 560
490 548
482 533
475 516
468 502
461 490
453 475
446 460
439 446
431 429
424 414
417 402
409 390
402 377
392 368
385 355
375 348
363 343
353 338
341 338
329 338
317 341
307 346
300 353
295 360
292 370
292 382
292 394
295 407
295 419
295 433
295 443
300 455
304 463
309 468
317 470
324 468
331 468
341 465
348 460
358 455
368 455
380 455
390 455
402 453
.PEN_UP
.PEN_DOWN
502 297
507 302
512 304
517 309
521 312
548 326
560 333
580 341
604 351
636 365
668 382
699 404
729 426
760 453
787 480
812 504
838 529
860 553
875 575
885 597
890 619
890 636
890 650
885 660
877 660
868 655
858 648
846 636
836 621
824 602
814 582
802 560
795 538
787 514
775 490
765 465
753 443
741 421
734 402
731 387
729 382
729 385
731 394
738 404
751 414
768 431
787 446
804 460
821 472
836 477
846 477
853 472
858 463
856 450
856 436
853 416
851 402
851 390
858 380
865 375
877 372
895 375
912 377
931 382
953 390
975 402
994 414
1014 426
1026 438
1034 450
1029 465
1024 480
1014 487
1007 487
994 482
980 472
970 460
963 443
960 421
965 402
973 382
985 370
.PEN_UP
.PEN_DOWN
1280 304
1285 307
1287 314
1294 336
1299 341
1326 372
1333 382
1346 394
1355 411
1365 429
1377 448
1387 463
1392 468
1392 463
1389 453
1385 441
1382 421
1377 399
1372 375
1372 355
1375 343
1382 336
1392 338
1409 346
1428 355
1453 368
1475 385
1497 402
1519 416
1541 431
1563 443
1587 450
1604 458
1621 465
1633 470
1633 475
1628 475
1624 472
1614 470
1602 465
1587 458
1575 450
1563 441
1550 426
1541 411
1531 397
1524 382
1519 365
1524 353
1528 343
1538 336
1550 338
1567 346
1585 360
1606 380
1624 407
1638 433
1648 463
1653 494
1655 524
1655 553
1655 580
1655 597
1650 599
1645 589
1638 572
1631 546
1624 509
1616 470
1614 436
1616 407
1624 385
1636 368
1648 353
1667 346
1685 348
1704 353
1724 363
1745 375
1765 392
1782 414
1792 433
1794 455
1792 475
1784 487
1777 497
1767 494
1758 490
1748 482
1738 470
1728 455
1721 438
1716 421
1719 404
1724 390
1738 377
1758 370
1780 368
1806 368
1833 372
1858 385
1882 397
1904 411
1919 429
1931 443
1941 455
1948 468
1958 477
1965 482
1970 482
1965 480
1960 477
1950 470
1941 460
1928 448
1916 433
1909 416
1906 399
1909 387
1916 380
1926 385
1938 390
1950 399
1962 409
1972 421
1975 433
1977 443
1977 443
1977 436
1975 424
1972 409
1972 392
1972 375
1980 363
1989 358
2004 360
2028 365
2060 375
2097 394
2133 421
2167 455
2197 494
2218 533
2233 572
2238 609
2233 641
2226 667
2214 687
2197 699
2177 697
2162 685
2150 665
2143 636
2140 599
2138 555
2138 514
2138 475
2140 441
2145 414
2155 390
2170 370
.PEN_UP
.PEN_DOWN
1424 604
1416 604
1407 604
1397 599
1387 594
1353 575
1343 568
.PEN_UP
.PEN_DOWN
2672 441
2665 441
2657 441
2648 441
2643 443
2631 455
2623 455
2613 455
2604 453
2592 450
2579 443
2572 436
2565 426
2555 416
2548 404
2540 394
2535 385
2538 375
2543 365
2553 363
2565 365
2582 372
2599 382
2613 394
2626 411
2635 429
2645 448
2655 470
2665 497
2677 521
2689 546
2704 565
2713 582
2721 602
2726 611
2723 611
2721 607
2713 597
2706 585
2694 570
2682 553
2672 536
2662 519
2657 497
2652 477
2650 458
2652 438
2655 421
2662 409
2674 399
2687 394
2701 390
2713 387
2723 385
2733 385
2743 387
2755 390
2770 394
2782 404
2794 414
2804 426
2811 441
2816 453
2818 468
2813 480
2809 482
2801 477
2794 470
2787 463
2782 453
2779 441
2777 431
2774 421
2774 409
2774 399
2774 390
2777 382
2784 375
2796 372
2813 375
2833 377
2855 382
2877 387
2899 392
2916 397
2930 404
2943 411
2950 421
2957 431
2965 438
2972 448
2982 458
2991 470
3001 482
3013 499
3026 514
3040 536
3052 560
3062 585
3069 611
3074 631
3072 648
3069 658
3062 665
3055 663
3043 658
3030 648
3018 633
3008 611
3004 585
2996 553
2989 514
2977 472
2960 431
2943 394
2926 360
2906 329
2891 299
2879 275
2872 253
2872 234
2877 226
2884 226
2894 231
2906 238
2918 253
2930 270
2940 290
2948 312
2950 336
2950 358
2948 372
2948 380
2952 380
2960 377
2969 377
