.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID htca1283
.WRITER_ID ht

.PEN_DOWN
1100 3077 3060696
1100 3077 3060710
1100 3081 3060724
1096 3085 3060738
1096 3093 3060752
1096 3101 3060766
1092 3108 3060780
1088 3112 3060794
1084 3124 3060808
1080 3136 3060822
1072 3144 3060836
1064 3152 3060850
1056 3156 3060864
1045 3156 3060878
1037 3152 3060892
1025 3144 3060906
1017 3132 3060920
1005 3112 3060934
997 3093 3060948
993 3069 3060962
989 3041 3060976
985 3014 3060990
989 2962 3061004
997 2942 3061018
1005 2927 3061032
1013 2919 3061046
1021 2911 3061060
1033 2915 3061074
1045 2923 3061088
1060 2939 3061102
1072 2966 3061116
1088 2998 3061130
1104 3033 3061144
1116 3073 3061158
1124 3120 3061172
1136 3164 3061186
1144 3207 3061200
1151 3247 3061214
1155 3286 3061228
1159 3322 3061242
1163 3353 3061256
1163 3377 3061270
1159 3393 3061284
1155 3397 3061298
1151 3389 3061312
1148 3377 3061326
1140 3353 3061340
1136 3326 3061354
1136 3286 3061368
1136 3247 3061382
1136 3203 3061396
1136 3156 3061410
1140 3112 3061424
1144 3069 3061438
1155 3029 3061452
1163 2998 3061466
1175 2970 3061480
1187 2950 3061494
1199 2942 3061508
1215 2939 3061522
1227 2942 3061536
1239 2958 3061550
1250 2978 3061564
1262 3002 3061578
1270 3029 3061592
1278 3057 3061606
1282 3081 3061620
1282 3104 3061634
1282 3128 3061648
1278 3140 3061662
1274 3152 3061676
1270 3156 3061690
1262 3148 3061704
1258 3136 3061718
1254 3116 3061732
1254 3097 3061746
1254 3073 3061760
1254 3045 3061774
1258 3022 3061788
1266 2998 3061802
1274 2982 3061816
1286 2970 3061830
1298 2962 3061844
1314 2962 3061858
1326 2966 3061872
1341 2974 3061886
1353 2986 3061900
1369 2998 3061914
1385 3006 3061928
1397 3018 3061942
1413 3022 3061956
1425 3022 3061970
1436 3018 3061984
1448 3010 3061998
1456 2998 3062012
1464 2982 3062026
1472 2970 3062040
1480 2958 3062054
1480 2946 3062068
1484 2939 3062082
1480 2935 3062096
1476 2939 3062110
1464 2950 3062124
1456 2962 3062138
1444 2982 3062152
1433 3006 3062166
1421 3025 3062180
1409 3045 3062194
1401 3065 3062208
1393 3077 3062222
1393 3093 3062236
1393 3104 3062250
1397 3112 3062264
1405 3116 3062278
1421 3120 3062292
1436 3120 3062306
1456 3120 3062320
1476 3124 3062334
1492 3128 3062348
1508 3136 3062362
1516 3148 3062376
1528 3160 3062390
1528 3168 3062404
.PEN_UP
