.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID htca1737
.WRITER_ID ht

.PEN_DOWN
1330 2931 1941929
1330 2903 1941943
1330 2871 1941957
1334 2836 1941971
1334 2796 1941985
1334 2757 1941999
1330 2721 1942013
1330 2682 1942027
1330 2646 1942041
1330 2615 1942055
1330 2591 1942069
1326 2575 1942083
1322 2571 1942097
1318 2575 1942111
1310 2587 1942125
1302 2607 1942139
1290 2634 1942153
1282 2670 1942167
1266 2709 1942181
1254 2753 1942195
1235 2796 1942209
1219 2840 1942223
1203 2887 1942237
1187 2927 1942251
1171 2962 1942265
1159 2994 1942279
1148 3018 1942293
1136 3037 1942307
1128 3049 1942321
1124 3057 1942335
1124 3061 1942349
1128 3057 1942363
1132 3057 1942377
1144 3057 1942391
1159 3053 1942405
1179 3049 1942419
1207 3049 1942433
1235 3053 1942447
1270 3057 1942461
1306 3061 1942475
1345 3069 1942489
1381 3077 1942503
1417 3081 1942517
1448 3093 1942531
1480 3097 1942545
1504 3101 1942559
.PEN_UP
.PEN_DOWN
1563 2777 1943007
1555 2792 1943021
1543 2804 1943035
1531 2820 1943049
1520 2832 1943063
1508 2840 1943077
1496 2840 1943091
1480 2836 1943105
1468 2828 1943119
1456 2812 1943133
1448 2792 1943147
1444 2769 1943161
1440 2745 1943175
1440 2721 1943189
1444 2701 1943203
1448 2682 1943217
1452 2662 1943231
1464 2654 1943245
1476 2650 1943259
1492 2654 1943273
1504 2666 1943287
1520 2686 1943301
1535 2705 1943315
1543 2729 1943329
1555 2753 1943343
1563 2773 1943357
1567 2792 1943371
1571 2800 1943385
1575 2804 1943399
1575 2800 1943413
1579 2792 1943427
1579 2781 1943441
1579 2765 1943455
1579 2741 1943469
1583 2721 1943483
1587 2698 1943497
1595 2678 1943511
1603 2658 1943525
1611 2646 1943539
1619 2638 1943553
1630 2638 1943567
1638 2646 1943581
1650 2654 1943595
.PEN_UP
.PEN_DOWN
1789 2769 1943833
1789 2769 1943847
1793 2765 1943861
1793 2769 1943875
1797 2769 1943889
1797 2773 1943903
1793 2777 1943917
1793 2781 1943931
1793 2792 1943945
1789 2800 1943959
1789 2808 1943973
1781 2820 1943987
1773 2828 1944001
1769 2832 1944015
1757 2832 1944029
1749 2824 1944043
1737 2816 1944057
1725 2804 1944071
1714 2784 1944085
1702 2769 1944099
1698 2749 1944113
1690 2725 1944127
1690 2705 1944141
1690 2686 1944155
1694 2670 1944169
1702 2662 1944183
1710 2658 1944197
1722 2658 1944211
1733 2666 1944225
1745 2674 1944239
1761 2690 1944253
1773 2698 1944267
1789 2709 1944281
1801 2713 1944295
1809 2713 1944309
1817 2709 1944323
1824 2698 1944337
1824 2678 1944351
1828 2650 1944365
1828 2615 1944379
1824 2575 1944393
1820 2532 1944407
1813 2484 1944421
1805 2441 1944435
1797 2393 1944449
1789 2354 1944463
1777 2314 1944477
1765 2283 1944491
1757 2259 1944505
1745 2239 1944519
1733 2231 1944533
1725 2235 1944547
1722 2243 1944561
1714 2255 1944575
1714 2275 1944589
1714 2302 1944603
1718 2330 1944617
1722 2362 1944631
1733 2397 1944645
1745 2433 1944659
1757 2468 1944673
1773 2504 1944687
1793 2543 1944701
1813 2579 1944715
1832 2615 1944729
1852 2650 1944743
1872 2682 1944757
1888 2709 1944771
1904 2733 1944785
1919 2761 1944799
1931 2781 1944813
1943 2800 1944827
1951 2816 1944841
1955 2828 1944855
1955 2836 1944869
1959 2836 1944883
1959 2832 1944897
1955 2820 1944911
1955 2808 1944925
1951 2792 1944939
1951 2773 1944953
1947 2753 1944967
1947 2733 1944981
1943 2709 1944995
1947 2690 1945009
1947 2670 1945023
1955 2658 1945037
1959 2646 1945051
1967 2642 1945065
1979 2646 1945079
1991 2654 1945093
2003 2666 1945107
2010 2682 1945121
2022 2698 1945135
2034 2717 1945149
2046 2737 1945163
2054 2753 1945177
2062 2769 1945191
2070 2784 1945205
2074 2796 1945219
2074 2804 1945233
2078 2808 1945247
2078 2804 1945261
2078 2792 1945275
2078 2784 1945289
2078 2769 1945303
2078 2753 1945317
2078 2737 1945331
2082 2721 1945345
2082 2705 1945359
2082 2690 1945373
2086 2674 1945387
2090 2666 1945401
2094 2658 1945415
2102 2662 1945429
2109 2666 1945443
2117 2674 1945457
2125 2686 1945471
2137 2701 1945485
2145 2717 1945499
2157 2733 1945513
2165 2753 1945527
2177 2765 1945541
2185 2781 1945555
2193 2788 1945569
2197 2792 1945583
2201 2792 1945597
2204 2788 1945611
2204 2781 1945625
2204 2769 1945639
2204 2753 1945653
2201 2733 1945667
2201 2717 1945681
2197 2701 1945695
2197 2686 1945709
2193 2674 1945723
2193 2666 1945737
2193 2658 1945751
2197 2658 1945765
2201 2662 1945779
2204 2674 1945793
2212 2686 1945807
2220 2705 1945821
2228 2721 1945835
2236 2737 1945849
2248 2757 1945863
2256 2773 1945877
2264 2788 1945891
2276 2804 1945905
2284 2808 1945919
2292 2812 1945933
2296 2808 1945947
2299 2800 1945961
2303 2788 1945975
2303 2773 1945989
2303 2761 1946003
2307 2741 1946017
2307 2721 1946031
2307 2701 1946045
2307 2686 1946059
2307 2670 1946073
2307 2658 1946087
2307 2650 1946101
.PEN_UP
